,PROPERTY_ID,Year,Avg_RentActual
0,10_1,2016,96.80000000000001
1,10_1,2017,95.55833333333334
2,10_1,2018,96.7333333333333
3,10_1,2019,93.88333333333333
4,10_1,2020,97.575
5,10_1,2021,99.31666666666666
6,10_1,2022,98.875
7,10_100,2016,98.73333333333333
8,10_100,2017,98.88333333333334
9,10_100,2018,99.34166666666665
10,10_100,2019,99.91666666666667
11,10_100,2020,100.0
12,10_100,2021,100.0
13,10_100,2022,100.0
14,10_1001,2016,98.08333333333333
15,10_1001,2017,98.56666666666665
16,10_1001,2018,98.02500000000002
17,10_1001,2019,96.99166666666667
18,10_1001,2020,97.99166666666666
19,10_1001,2021,98.32499999999999
20,10_1001,2022,99.875
21,10_1005,2016,
22,10_1005,2017,
23,10_1005,2018,
24,10_1005,2019,
25,10_1005,2020,
26,10_1005,2021,
27,10_1005,2022,
28,10_1006,2016,99.71666666666665
29,10_1006,2017,100.0
30,10_1006,2018,99.57499999999999
31,10_1006,2019,99.43333333333334
32,10_1006,2020,100.0
33,10_1006,2021,100.0
34,10_1006,2022,99.575
35,10_101,2016,100.0
36,10_101,2017,100.0
37,10_101,2018,99.29166666666664
38,10_101,2019,99.29166666666664
39,10_101,2020,99.29166666666667
40,10_101,2021,98.29999999999997
41,10_101,2022,98.3
42,10_1012,2016,96.98333333333335
43,10_1012,2017,94.97499999999998
44,10_1012,2018,95.675
45,10_1012,2019,93.95833333333331
46,10_1012,2020,96.78333333333332
47,10_1012,2021,98.32499999999999
48,10_1012,2022,98.75
49,10_1015,2016,97.64999999999999
50,10_1015,2017,96.33333333333333
51,10_1015,2018,96.52499999999999
52,10_1015,2019,96.73333333333333
53,10_1015,2020,97.23333333333333
54,10_1015,2021,98.14999999999999
55,10_1015,2022,97.9
56,10_1016,2016,
57,10_1016,2017,
58,10_1016,2018,
59,10_1016,2019,
60,10_1016,2020,
61,10_1016,2021,
62,10_1016,2022,
63,10_1017,2016,
64,10_1017,2017,
65,10_1017,2018,
66,10_1017,2019,
67,10_1017,2020,
68,10_1017,2021,
69,10_1017,2022,
70,10_1018,2016,99.72500000000001
71,10_1018,2017,98.925
72,10_1018,2018,99.90833333333335
73,10_1018,2019,99.63333333333333
74,10_1018,2020,99.45
75,10_1018,2021,99.8
76,10_1018,2022,99.10000000000001
77,10_102,2016,99.0
78,10_102,2017,99.83333333333333
79,10_102,2018,99.75
80,10_102,2019,99.5
81,10_102,2020,99.0
82,10_102,2021,99.0
83,10_102,2022,99.0
84,10_1020,2016,98.94999999999999
85,10_1020,2017,96.13333333333334
86,10_1020,2018,96.73333333333333
87,10_1020,2019,96.58333333333333
88,10_1020,2020,97.0
89,10_1020,2021,97.38333333333334
90,10_1020,2022,97.14999999999999
91,10_1026,2016,95.27499999999999
92,10_1026,2017,94.32499999999999
93,10_1026,2018,94.3
94,10_1026,2019,92.88333333333333
95,10_1026,2020,91.73333333333333
96,10_1026,2021,95.26666666666665
97,10_1026,2022,95.25
98,10_1027,2016,96.86666666666667
99,10_1027,2017,97.35000000000002
100,10_1027,2018,98.55000000000001
101,10_1027,2019,100.0
102,10_1027,2020,99.39999999999999
103,10_1027,2021,100.0
