,PROPERTY_ID,Year,Avg_RentActual
0,104_1,2016,93.08333333333333
1,104_1,2017,93.10833333333335
2,104_1,2018,93.74166666666667
3,104_1,2019,81.90833333333333
4,104_1,2020,94.35833333333333
5,104_1,2021,91.11666666666667
6,104_1,2022,90.7
7,104_10,2016,95.37500000000001
8,104_10,2017,97.44166666666666
9,104_10,2018,97.2
10,104_10,2019,95.55
11,104_10,2020,91.02499999999999
12,104_10,2021,94.60000000000002
13,104_10,2022,95.2
14,104_100,2016,98.0
15,104_100,2017,97.95833333333333
16,104_100,2018,99.075
17,104_100,2019,75.71666666666665
18,104_100,2020,72.98333333333335
19,104_100,2021,97.10833333333333
20,104_100,2022,98.0
21,104_1001,2016,96.9
22,104_1001,2017,97.84166666666665
23,104_1001,2018,99.5
24,104_1001,2019,98.26666666666665
25,104_1001,2020,98.45
26,104_1001,2021,97.39999999999999
27,104_1001,2022,97.9
28,104_1006,2016,99.8
29,104_1006,2017,100.0
30,104_1006,2018,97.93333333333332
31,104_1006,2019,94.925
32,104_1006,2020,95.125
33,104_1006,2021,99.19999999999999
34,104_1006,2022,97.5
35,104_1009,2016,94.97142857142858
36,104_1009,2017,94.60000000000001
37,104_1009,2018,93.67500000000003
38,104_1009,2019,90.42500000000001
39,104_1009,2020,94.23333333333335
40,104_1009,2021,96.48333333333335
41,104_1009,2022,95.9
42,104_101,2016,
43,104_101,2017,
44,104_101,2018,
45,104_101,2019,
46,104_101,2020,
47,104_101,2021,
48,104_101,2022,
49,104_1010,2016,99.18333333333334
50,104_1010,2017,99.3
51,104_1010,2018,99.65000000000002
52,104_1010,2019,99.06666666666666
53,104_1010,2020,99.88333333333333
54,104_1010,2021,100.0
55,104_1010,2022,100.0
56,104_1012,2016,99.86666666666667
57,104_1012,2017,99.33333333333333
58,104_1012,2018,99.2
59,104_1012,2019,97.26666666666665
60,104_1012,2020,97.89999999999999
61,104_1012,2021,99.19999999999999
62,104_1012,2022,100.0
63,104_1019,2016,
64,104_1019,2017,
65,104_1019,2018,
66,104_1019,2019,
67,104_1019,2020,66.62
68,104_1019,2021,94.16666666666664
69,104_1019,2022,96.7
70,104_102,2016,95.80000000000001
71,104_102,2017,96.06666666666666
72,104_102,2018,96.97500000000002
73,104_102,2019,98.06666666666666
74,104_102,2020,97.14166666666665
75,104_102,2021,99.25
76,104_102,2022,99.9
77,104_103,2016,96.44166666666668
78,104_103,2017,98.39166666666667
79,104_103,2018,98.04166666666669
80,104_103,2019,94.30833333333335
81,104_103,2020,97.375
82,104_103,2021,99.75
83,104_103,2022,100.0
84,104_104,2016,92.46666666666665
85,104_104,2017,97.425
86,104_104,2018,94.34166666666668
87,104_104,2019,92.125
88,104_104,2020,93.60833333333333
89,104_104,2021,98.66666666666667
90,104_104,2022,100.0
91,104_107,2016,99.89166666666667
92,104_107,2017,99.35000000000001
93,104_107,2018,100.0
94,104_107,2019,99.24166666666669
95,104_107,2020,98.44166666666668
96,104_107,2021,100.0
97,104_107,2022,100.0
98,104_108,2016,96.40833333333335
99,104_108,2017,97.0
100,104_108,2018,97.33333333333333
101,104_108,2019,97.61666666666667
102,104_108,2020,97.91666666666667
103,104_108,2021,99.7
104,104_108,2022,99.8
105,104_1091,2016,
106,104_1091,2017,
107,104_1091,2018,
108,104_1091,2019,
109,104_1091,2020,
110,104_1091,2021,
111,104_1091,2022,
112,104_1093,2016,88.91666666666667
113,104_1093,2017,90.35000000000001
114,104_1093,2018,94.2666666666667
115,104_1093,2019,95.16666666666669
116,104_1093,2020,96.53333333333335
117,104_1093,2021,99.13333333333334
118,104_1093,2022,98.7
119,104_1096,2016,54.23333333333333
120,104_1096,2017,80.40833333333332
121,104_1096,2018,96.08333333333333
122,104_1096,2019,94.74166666666667
123,104_1096,2020,99.45
124,104_1096,2021,99.76666666666665
125,104_1096,2022,99.3
126,104_11,2016,
127,104_11,2017,
128,104_11,2018,
129,104_11,2019,
130,104_11,2020,
131,104_11,2021,
132,104_11,2022,
133,104_110,2016,
134,104_110,2017,
135,104_110,2018,
136,104_110,2019,
137,104_110,2020,
138,104_110,2021,
139,104_110,2022,
140,104_1104,2016,
141,104_1104,2017,
142,104_1104,2018,
143,104_1104,2019,
144,104_1104,2020,
145,104_1104,2021,
146,104_1104,2022,
147,104_1109,2016,99.75999999999999
148,104_1109,2017,98.93333333333335
149,104_1109,2018,99.20833333333333
150,104_1109,2019,98.11666666666669
151,104_1109,2020,98.35000000000002
152,104_1109,2021,98.98333333333335
153,104_1109,2022,100.0
154,104_1111,2016,
155,104_1111,2017,56.371428571428574
156,104_1111,2018,91.34166666666668
157,104_1111,2019,96.39166666666667
158,104_1111,2020,99.35000000000001
159,104_1111,2021,100.0
160,104_1111,2022,100.0
161,104_1112,2016,
162,104_1112,2017,
163,104_1112,2018,
164,104_1112,2019,
165,104_1112,2020,
166,104_1112,2021,
167,104_1112,2022,
168,104_1113,2016,
169,104_1113,2017,
170,104_1113,2018,
171,104_1113,2019,
172,104_1113,2020,
173,104_1113,2021,
174,104_1113,2022,
175,104_1114,2016,
176,104_1114,2017,
177,104_1114,2018,96.51666666666667
178,104_1114,2019,96.51666666666665
179,104_1114,2020,97.95000000000003
180,104_1114,2021,97.75833333333333
181,104_1114,2022,98.6
182,104_112,2016,99.59166666666665
183,104_112,2017,99.65000000000002
184,104_112,2018,99.44166666666666
185,104_112,2019,98.91666666666669
186,104_112,2020,98.98333333333333
187,104_112,2021,98.87500000000004
188,104_112,2022,98.475
189,104_1120,2016,
190,104_1120,2017,
191,104_1120,2018,
192,104_1120,2019,97.9
193,104_1120,2020,98.125
194,104_1120,2021,99.35000000000001
195,104_1120,2022,99.625
196,104_114,2016,84.18333333333334
197,104_114,2017,93.24166666666666
198,104_114,2018,93.36666666666667
199,104_114,2019,96.3
200,104_114,2020,94.63333333333334
201,104_114,2021,99.2
202,104_114,2022,98.2
203,104_115,2016,99.80833333333334
204,104_115,2017,96.81666666666668
205,104_115,2018,98.92500000000001
206,104_115,2019,96.3
207,104_115,2020,94.75
