,county_name,fips,state_name,"Median Debt in Collections, All",Average household income
1452,Pearl River County,28109,Mississippi,1973.0,59810
1453,Perry County,28111,Mississippi,1106.0,55077
1454,Pike County,28113,Mississippi,1741.0,45150
1455,Pontotoc County,28115,Mississippi,1508.0,56336
1456,Prentiss County,28117,Mississippi,2080.0,50999
1457,Quitman County,28119,Mississippi,1835.1216158143532,36797
1458,Rankin County,28121,Mississippi,2301.0,81922
1459,Scott County,28123,Mississippi,1326.0,56890
1460,Sharkey County,28125,Mississippi,1835.1216158143532,43551
1461,Simpson County,28127,Mississippi,1404.0,53203
1462,Smith County,28129,Mississippi,1835.1216158143532,59336
1463,Stone County,28131,Mississippi,1689.0,60077
1464,Sunflower County,28133,Mississippi,1192.0,47217
1465,Tallahatchie County,28135,Mississippi,2026.0,47688
1466,Tate County,28137,Mississippi,1969.0,64847
1467,Tippah County,28139,Mississippi,1766.0,52623
1468,Tishomingo County,28141,Mississippi,1043.0,49450
1469,Tunica County,28143,Mississippi,1614.0,50655
1470,Union County,28145,Mississippi,1635.0,52505
1471,Walthall County,28147,Mississippi,1742.0,48456
1472,Warren County,28149,Mississippi,1743.0,58170
1473,Washington County,28151,Mississippi,1360.0,49433
1474,Wayne County,28153,Mississippi,1441.0,58240
1475,Webster County,28155,Mississippi,1441.0,52955
1476,Wilkinson County,28157,Mississippi,2826.0,36932
1477,Winston County,28159,Mississippi,1515.0,59031
1478,Yalobusha County,28161,Mississippi,1876.0,49546
1479,Yazoo County,28163,Mississippi,1974.0,51917
1480,Adair County,29001,Missouri,2115.0,55584
1481,Andrew County,29003,Missouri,3494.0,70526
1482,Atchison County,29005,Missouri,1835.1216158143532,60781
1483,Audrain County,29007,Missouri,2879.0,57969
1484,Barry County,29009,Missouri,1621.0,56640
1485,Barton County,29011,Missouri,1412.0,62378
1486,Bates County,29013,Missouri,1622.0,65596
1487,Benton County,29015,Missouri,1478.0,54881
1488,Bollinger County,29017,Missouri,3113.0,53616
1489,Boone County,29019,Missouri,1985.0,74844
1490,Buchanan County,29021,Missouri,1752.0,65793
1491,Butler County,29023,Missouri,2408.0,53525
1492,Caldwell County,29025,Missouri,1835.1216158143532,58141
1493,Callaway County,29027,Missouri,1738.0,65892
1494,Camden County,29029,Missouri,2237.0,70165
1495,Cape Girardeau County,29031,Missouri,1836.0,62336
1496,Carroll County,29033,Missouri,1835.1216158143532,59785
1497,Carter County,29035,Missouri,1835.1216158143532,55662
1498,Cass County,29037,Missouri,1613.0,83313
1499,Cedar County,29039,Missouri,2247.0,53359
1500,Chariton County,29041,Missouri,1835.1216158143532,61690
1501,Christian County,29043,Missouri,2096.0,70756
1502,Clark County,29045,Missouri,1835.1216158143532,64851
1503,Clay County,29047,Missouri,2089.0,86398
1504,Clinton County,29049,Missouri,2112.0,69879
1505,Cole County,29051,Missouri,2423.0,80749
1506,Cooper County,29053,Missouri,1992.0,60261
1507,Crawford County,29055,Missouri,2043.0,51626
1508,Dade County,29057,Missouri,1835.1216158143532,51684
1509,Dallas County,29059,Missouri,2661.0,57995
1510,Daviess County,29061,Missouri,1835.1216158143532,62162
1511,DeKalb County,29063,Missouri,1835.1216158143532,62170
1512,Dent County,29065,Missouri,2448.0,54520
1513,Douglas County,29067,Missouri,1835.1216158143532,48315
1514,Dunklin County,29069,Missouri,1828.0,48090
1515,Franklin County,29071,Missouri,1842.0,77029
1516,Gasconade County,29073,Missouri,1909.0,65289
1517,Gentry County,29075,Missouri,1835.1216158143532,52885
1518,Greene County,29077,Missouri,2151.0,62445
1519,Grundy County,29079,Missouri,1835.1216158143532,56412
1520,Harrison County,29081,Missouri,1835.1216158143532,49067
1521,Henry County,29083,Missouri,1692.0,59053
1522,Hickory County,29085,Missouri,1835.1216158143532,44594
1523,Holt County,29087,Missouri,1835.1216158143532,56027
1524,Howard County,29089,Missouri,1835.1216158143532,63071
1525,Howell County,29091,Missouri,2505.0,51022
1526,Iron County,29093,Missouri,1203.0,49709
1527,Jackson County,29095,Missouri,2241.0,74371
1528,Jasper County,29097,Missouri,2206.0,60908
1529,Jefferson County,29099,Missouri,1913.0,81128
1530,Johnson County,29101,Missouri,2292.0,63172
1531,Knox County,29103,Missouri,1835.1216158143532,53762
1532,Laclede County,29105,Missouri,2862.0,55565
1533,Lafayette County,29107,Missouri,2570.0,69331
1534,Lawrence County,29109,Missouri,1328.0,57088
1535,Lewis County,29111,Missouri,1835.1216158143532,57820
1536,Lincoln County,29113,Missouri,1692.0,70775
1537,Linn County,29115,Missouri,1835.1216158143532,57034
1538,Livingston County,29117,Missouri,1414.0,58725
1539,McDonald County,29119,Missouri,1787.0,54650
1540,Macon County,29121,Missouri,2426.0,51057
1541,Madison County,29123,Missouri,1809.0,53417
1542,Maries County,29125,Missouri,1835.1216158143532,57199
1543,Marion County,29127,Missouri,2234.0,58547
1544,Mercer County,29129,Missouri,1835.1216158143532,55143
1545,Miller County,29131,Missouri,1843.0,58260
1546,Mississippi County,29133,Missouri,2087.0,49232
1547,Moniteau County,29135,Missouri,2695.0,64887
1548,Monroe County,29137,Missouri,1835.1216158143532,57073
1549,Montgomery County,29139,Missouri,1318.0,54624
1550,Morgan County,29141,Missouri,2640.0,52625
1551,New Madrid County,29143,Missouri,1748.0,48920
1552,Newton County,29145,Missouri,2192.0,68991
1553,Nodaway County,29147,Missouri,1722.0,58048
1554,Oregon County,29149,Missouri,1835.1216158143532,42088
1555,Osage County,29151,Missouri,1835.1216158143532,67005
1556,Ozark County,29153,Missouri,1835.1216158143532,42496
1557,Pemiscot County,29155,Missouri,2109.0,48662
1558,Perry County,29157,Missouri,1618.0,61917
1559,Pettis County,29159,Missouri,1476.0,58341
1560,Phelps County,29161,Missouri,2246.0,60887
1561,Pike County,29163,Missouri,2544.0,60968
1562,Platte County,29165,Missouri,2277.0,104088
1563,Polk County,29167,Missouri,2347.0,59516
1564,Pulaski County,29169,Missouri,2138.0,61011
1565,Putnam County,29171,Missouri,1835.1216158143532,52275
1566,Ralls County,29173,Missouri,1835.1216158143532,66133
1567,Randolph County,29175,Missouri,2207.0,58047
1568,Ray County,29177,Missouri,1900.0,70010
1569,Reynolds County,29179,Missouri,1835.1216158143532,52990
1570,Ripley County,29181,Missouri,2068.0,43514
1571,St. Charles County,29183,Missouri,1576.0,99389
1572,St. Clair County,29185,Missouri,1835.1216158143532,51632
1573,Ste. Genevieve County,29186,Missouri,1333.0,70739
1574,St. Francois County,29187,Missouri,2239.0,61053
1575,St. Louis County,29189,Missouri,1945.0,98565
1576,Saline County,29195,Missouri,2247.0,57578
1577,Schuyler County,29197,Missouri,1835.1216158143532,51454
1578,Scotland County,29199,Missouri,1835.1216158143532,62828
1579,Scott County,29201,Missouri,2355.0,57116
1580,Shannon County,29203,Missouri,1835.1216158143532,43558
1581,Shelby County,29205,Missouri,1835.1216158143532,56408
1582,Stoddard County,29207,Missouri,1695.0,53425
1583,Stone County,29209,Missouri,1540.0,65929
1584,Sullivan County,29211,Missouri,1835.1216158143532,54781
1585,Taney County,29213,Missouri,1921.0,53162
1586,Texas County,29215,Missouri,3188.0,49621
1587,Vernon County,29217,Missouri,2894.0,60319
1588,Warren County,29219,Missouri,1654.0,73852
1589,Washington County,29221,Missouri,1450.0,50553
1590,Wayne County,29223,Missouri,1662.0,44448
1591,Webster County,29225,Missouri,1276.0,59684
1592,Worth County,29227,Missouri,1835.1216158143532,56750
1593,Wright County,29229,Missouri,1954.0,48630
1594,St. Louis city,29510,Missouri,1926.0,63791
1595,Beaverhead County,30001,Montana,1835.1216158143532,66504
1596,Big Horn County,30003,Montana,2011.0,60332
1597,Blaine County,30005,Montana,1835.1216158143532,48891
1598,Broadwater County,30007,Montana,1835.1216158143532,77104
1599,Carbon County,30009,Montana,1835.1216158143532,70864
1600,Carter County,30011,Montana,1835.1216158143532,69401
1601,Cascade County,30013,Montana,1527.0,67884
1602,Chouteau County,30015,Montana,1835.1216158143532,55396
1603,Custer County,30017,Montana,1835.1216158143532,70749
1604,Daniels County,30019,Montana,1835.1216158143532,72453
1605,Dawson County,30021,Montana,1835.1216158143532,75479
1606,Deer Lodge County,30023,Montana,1835.1216158143532,56037
1607,Fallon County,30025,Montana,1835.1216158143532,76008
1608,Fergus County,30027,Montana,1835.1216158143532,65238
1609,Flathead County,30029,Montana,1408.0,77935
1610,Gallatin County,30031,Montana,1457.0,87759
1611,Garfield County,30033,Montana,1835.1216158143532,66344
1612,Glacier County,30035,Montana,1356.0,48457
1613,Golden Valley County,30037,Montana,1835.1216158143532,56642
1614,Granite County,30039,Montana,1835.1216158143532,67821
1615,Hill County,30041,Montana,1870.0,59143
1616,Jefferson County,30043,Montana,1835.1216158143532,81384
1617,Judith Basin County,30045,Montana,1835.1216158143532,60780
1618,Lake County,30047,Montana,2033.0,61802
1619,Lewis and Clark County,30049,Montana,2156.0,77682
1620,Liberty County,30051,Montana,1835.1216158143532,84026
1621,Lincoln County,30053,Montana,3449.0,54708
1622,McCone County,30055,Montana,1835.1216158143532,62298
1623,Madison County,30057,Montana,1835.1216158143532,67820
1624,Meagher County,30059,Montana,1835.1216158143532,56661
1625,Mineral County,30061,Montana,1835.1216158143532,52906
1626,Missoula County,30063,Montana,1893.0,74932
1627,Musselshell County,30065,Montana,1835.1216158143532,51731
1628,Park County,30067,Montana,1835.1216158143532,67991
1629,Petroleum County,30069,Montana,1835.1216158143532,66974
1630,Phillips County,30071,Montana,1835.1216158143532,54914
1631,Pondera County,30073,Montana,1835.1216158143532,64678
1632,Powder River County,30075,Montana,1835.1216158143532,63153
1633,Powell County,30077,Montana,1835.1216158143532,65303
1634,Prairie County,30079,Montana,1835.1216158143532,66856
1635,Ravalli County,30081,Montana,1757.0,65009
1636,Richland County,30083,Montana,4918.0,79962
1637,Roosevelt County,30085,Montana,1664.0,59137
1638,Rosebud County,30087,Montana,1835.1216158143532,66388
1639,Sanders County,30089,Montana,1835.1216158143532,53414
1640,Sheridan County,30091,Montana,1835.1216158143532,73400
1641,Silver Bow County,30093,Montana,989.0,58093
1642,Stillwater County,30095,Montana,1835.1216158143532,78211
1643,Sweet Grass County,30097,Montana,1835.1216158143532,67923
1644,Teton County,30099,Montana,1835.1216158143532,66683
1645,Toole County,30101,Montana,1835.1216158143532,64101
1646,Treasure County,30103,Montana,1835.1216158143532,55830
1647,Valley County,30105,Montana,1835.1216158143532,65147
1648,Wheatland County,30107,Montana,1835.1216158143532,52922
1649,Wibaux County,30109,Montana,1835.1216158143532,56109
1650,Yellowstone County,30111,Montana,1867.0,75619
1651,Adams County,31001,Nebraska,2407.0,69692
1652,Antelope County,31003,Nebraska,1835.1216158143532,61882
1653,Arthur County,31005,Nebraska,1835.1216158143532,59829
1654,Banner County,31007,Nebraska,1835.1216158143532,86136
1655,Blaine County,31009,Nebraska,1835.1216158143532,61209
1656,Boone County,31011,Nebraska,1835.1216158143532,72720
1657,Box Butte County,31013,Nebraska,1835.1216158143532,67128
1658,Boyd County,31015,Nebraska,1835.1216158143532,63804
1659,Brown County,31017,Nebraska,1835.1216158143532,60443
1660,Buffalo County,31019,Nebraska,2525.0,74978
1661,Burt County,31021,Nebraska,1835.1216158143532,65349
1662,Butler County,31023,Nebraska,1835.1216158143532,66899
1663,Cass County,31025,Nebraska,1941.0,85237
1664,Cedar County,31027,Nebraska,1835.1216158143532,72281
1665,Chase County,31029,Nebraska,1835.1216158143532,65419
1666,Cherry County,31031,Nebraska,1835.1216158143532,62766
1667,Cheyenne County,31033,Nebraska,1835.1216158143532,71372
1668,Clay County,31035,Nebraska,1835.1216158143532,66150
1669,Colfax County,31037,Nebraska,1835.1216158143532,63171
1670,Cuming County,31039,Nebraska,1835.1216158143532,69244
1671,Custer County,31041,Nebraska,1835.1216158143532,74937
1672,Dakota County,31043,Nebraska,3156.0,69285
1673,Dawes County,31045,Nebraska,1835.1216158143532,60820
1674,Dawson County,31047,Nebraska,1722.0,68096
1675,Deuel County,31049,Nebraska,1835.1216158143532,61812
1676,Dixon County,31051,Nebraska,1835.1216158143532,67106
1677,Dodge County,31053,Nebraska,1768.0,66065
1678,Douglas County,31055,Nebraska,2111.0,89510
1679,Dundy County,31057,Nebraska,1835.1216158143532,59689
1680,Fillmore County,31059,Nebraska,1835.1216158143532,71692
1681,Franklin County,31061,Nebraska,1835.1216158143532,61284
1682,Frontier County,31063,Nebraska,1835.1216158143532,65738
1683,Furnas County,31065,Nebraska,1835.1216158143532,60805
1684,Gage County,31067,Nebraska,2018.0,64384
1685,Garden County,31069,Nebraska,1835.1216158143532,69655
1686,Garfield County,31071,Nebraska,1835.1216158143532,59320
1687,Gosper County,31073,Nebraska,1835.1216158143532,80845
1688,Grant County,31075,Nebraska,1835.1216158143532,55726
1689,Greeley County,31077,Nebraska,1835.1216158143532,60121
1690,Hall County,31079,Nebraska,1535.0,71073
1691,Hamilton County,31081,Nebraska,1835.1216158143532,79739
1692,Harlan County,31083,Nebraska,1835.1216158143532,62681
1693,Hayes County,31085,Nebraska,1835.1216158143532,61265
1694,Hitchcock County,31087,Nebraska,1835.1216158143532,60131
1695,Holt County,31089,Nebraska,1835.1216158143532,69863
1696,Hooker County,31091,Nebraska,1835.1216158143532,54664
1697,Howard County,31093,Nebraska,1835.1216158143532,63117
1698,Jefferson County,31095,Nebraska,1835.1216158143532,56897
1699,Johnson County,31097,Nebraska,1835.1216158143532,65486
1700,Kearney County,31099,Nebraska,1835.1216158143532,73274
1701,Keith County,31101,Nebraska,1835.1216158143532,60511
1702,Keya Paha County,31103,Nebraska,1835.1216158143532,72793
1703,Kimball County,31105,Nebraska,1835.1216158143532,54890
1704,Knox County,31107,Nebraska,1835.1216158143532,63301
1705,Lancaster County,31109,Nebraska,1896.0,75565
1706,Lincoln County,31111,Nebraska,3738.0,70858
1707,Loup County,31115,Nebraska,1835.1216158143532,61984
1708,McPherson County,31117,Nebraska,1835.1216158143532,59496
1709,Madison County,31119,Nebraska,2986.0,67302
1710,Merrick County,31121,Nebraska,1835.1216158143532,68787
1711,Morrill County,31123,Nebraska,1835.1216158143532,62343
1712,Nance County,31125,Nebraska,1835.1216158143532,67170
1713,Nemaha County,31127,Nebraska,1835.1216158143532,67073
1714,Nuckolls County,31129,Nebraska,1835.1216158143532,59882
1715,Otoe County,31131,Nebraska,1835.1216158143532,70443
1716,Pawnee County,31133,Nebraska,1835.1216158143532,61208
1717,Perkins County,31135,Nebraska,1835.1216158143532,79208
1718,Phelps County,31137,Nebraska,1835.1216158143532,70879
1719,Pierce County,31139,Nebraska,1835.1216158143532,67962
1720,Platte County,31141,Nebraska,2355.0,75236
1721,Polk County,31143,Nebraska,1835.1216158143532,74683
1722,Red Willow County,31145,Nebraska,1835.1216158143532,60736
1723,Richardson County,31147,Nebraska,1835.1216158143532,61223
1724,Rock County,31149,Nebraska,1835.1216158143532,73915
1725,Saline County,31151,Nebraska,1835.1216158143532,61216
1726,Sarpy County,31153,Nebraska,2142.0,97450
1727,Saunders County,31155,Nebraska,1835.1216158143532,80020
1728,Scotts Bluff County,31157,Nebraska,2318.0,67975
1729,Seward County,31159,Nebraska,1835.1216158143532,79392
1730,Sheridan County,31161,Nebraska,1835.1216158143532,61900
1731,Sherman County,31163,Nebraska,1835.1216158143532,61276
1732,Sioux County,31165,Nebraska,1835.1216158143532,59915
1733,Stanton County,31167,Nebraska,1835.1216158143532,76404
1734,Thayer County,31169,Nebraska,1835.1216158143532,64264
1735,Thomas County,31171,Nebraska,1835.1216158143532,64385
1736,Thurston County,31173,Nebraska,1835.1216158143532,65158
1737,Valley County,31175,Nebraska,1835.1216158143532,67776
1738,Washington County,31177,Nebraska,1835.1216158143532,85616
1739,Wayne County,31179,Nebraska,1835.1216158143532,69233
1740,Webster County,31181,Nebraska,1835.1216158143532,61833
1741,Wheeler County,31183,Nebraska,1835.1216158143532,59447
1742,York County,31185,Nebraska,1835.1216158143532,75478
1743,Churchill County,32001,Nevada,2115.0,65350
1744,Clark County,32003,Nevada,2143.0,80329
1745,Douglas County,32005,Nevada,3567.0,83601
1746,Elko County,32007,Nevada,2646.0,89392
1747,Esmeralda County,32009,Nevada,1835.1216158143532,50024
1748,Eureka County,32011,Nevada,1835.1216158143532,82132
1749,Humboldt County,32013,Nevada,2756.0,78982
1750,Lander County,32015,Nevada,1835.1216158143532,88779
1751,Lincoln County,32017,Nevada,1835.1216158143532,60586
1752,Lyon County,32019,Nevada,2191.0,67315
1753,Mineral County,32021,Nevada,1835.1216158143532,49919
1754,Nye County,32023,Nevada,1248.0,56101
1755,Pershing County,32027,Nevada,1835.1216158143532,60343
1756,Storey County,32029,Nevada,1835.1216158143532,84090
1757,Washoe County,32031,Nevada,2122.0,87024
1758,White Pine County,32033,Nevada,1835.1216158143532,71426
1759,Carson City,32510,Nevada,2666.0,70878
1760,Belknap County,33001,New Hampshire,1751.0,85080
1761,Carroll County,33003,New Hampshire,1390.0,80066
1762,Cheshire County,33005,New Hampshire,1187.0,83006
1763,Coos County,33007,New Hampshire,2443.0,61490
1764,Grafton County,33009,New Hampshire,1629.0,91144
1765,Hillsborough County,33011,New Hampshire,1698.0,102956
1766,Merrimack County,33013,New Hampshire,1859.0,92823
1767,Rockingham County,33015,New Hampshire,1698.0,114193
1768,Strafford County,33017,New Hampshire,1841.0,92591
1769,Sullivan County,33019,New Hampshire,1313.0,74376
1770,Atlantic County,34001,New Jersey,1667.0,84780
1771,Bergen County,34003,New Jersey,1608.0,137007
1772,Burlington County,34005,New Jersey,1722.0,112755
1773,Camden County,34007,New Jersey,1609.0,91076
1774,Cape May County,34009,New Jersey,1383.0,97909
1775,Cumberland County,34011,New Jersey,1425.0,68355
1776,Essex County,34013,New Jersey,1297.0,105636
1777,Gloucester County,34015,New Jersey,1675.0,101668
1778,Hudson County,34017,New Jersey,1304.0,106971
1779,Hunterdon County,34019,New Jersey,1244.0,143132
1780,Mercer County,34021,New Jersey,1134.0,114713
1781,Middlesex County,34023,New Jersey,975.0,110681
1782,Monmouth County,34025,New Jersey,1479.0,134685
1783,Morris County,34027,New Jersey,1168.0,158144
1784,Ocean County,34029,New Jersey,1597.0,94143
1785,Passaic County,34031,New Jersey,1280.0,98797
1786,Salem County,34033,New Jersey,1260.0,81113
1787,Somerset County,34035,New Jersey,897.0,154334
1788,Sussex County,34037,New Jersey,1246.0,116821
1789,Union County,34039,New Jersey,1295.0,118906
1790,Warren County,34041,New Jersey,1584.0,98174
1791,Bernalillo County,35001,New Mexico,1654.0,73158
1792,Catron County,35003,New Mexico,1835.1216158143532,48079
1793,Chaves County,35005,New Mexico,1676.0,57336
1794,Cibola County,35006,New Mexico,1847.0,49792
1795,Colfax County,35007,New Mexico,1537.0,47612
1796,Curry County,35009,New Mexico,1604.0,60449
1797,De Baca County,35011,New Mexico,1835.1216158143532,47281
1798,Doña Ana County,35013,New Mexico,1789.0,57752
1799,Eddy County,35015,New Mexico,2351.0,76170
1800,Grant County,35017,New Mexico,1772.0,56094
1801,Guadalupe County,35019,New Mexico,1835.1216158143532,40306
1802,Harding County,35021,New Mexico,1835.1216158143532,68108
1803,Hidalgo County,35023,New Mexico,1835.1216158143532,48999
1804,Lea County,35025,New Mexico,2265.0,65330
1805,Lincoln County,35027,New Mexico,1660.0,62219
1806,Los Alamos County,35028,New Mexico,1835.1216158143532,133593
1807,Luna County,35029,New Mexico,1951.0,40988
1808,McKinley County,35031,New Mexico,2211.0,48580
1809,Mora County,35033,New Mexico,1835.1216158143532,43061
1810,Otero County,35035,New Mexico,1886.0,53601
1811,Quay County,35037,New Mexico,1835.1216158143532,42970
1812,Rio Arriba County,35039,New Mexico,1078.0,n/a**
1813,Roosevelt County,35041,New Mexico,2192.0,52727
1814,Sandoval County,35043,New Mexico,1826.0,70136
1815,San Juan County,35045,New Mexico,2291.0,59736
1816,San Miguel County,35047,New Mexico,1205.0,46029
1817,Santa Fe County,35049,New Mexico,1036.0,87083
1818,Sierra County,35051,New Mexico,1690.0,51396
1819,Socorro County,35053,New Mexico,1133.0,50030
1820,Taos County,35055,New Mexico,1428.0,53538
1821,Torrance County,35057,New Mexico,1922.0,50556
1822,Union County,35059,New Mexico,1835.1216158143532,60156
1823,Valencia County,35061,New Mexico,1869.0,59940
1824,Albany County,36001,New York,1982.0,87509
1825,Allegany County,36003,New York,1435.0,58195
1826,Bronx County,36005,New York,2013.0,57617
1827,Broome County,36007,New York,1656.0,68268
1828,Cattaraugus County,36009,New York,1886.0,60778
1829,Cayuga County,36011,New York,2674.0,72026
1830,Chautauqua County,36013,New York,1547.0,60922
1831,Chemung County,36015,New York,2387.0,72849
1832,Chenango County,36017,New York,2094.0,63006
1833,Clinton County,36019,New York,1635.0,70808
1834,Columbia County,36021,New York,1510.0,84495
1835,Cortland County,36023,New York,1452.0,71421
1836,Delaware County,36025,New York,1700.0,61473
1837,Dutchess County,36027,New York,1803.0,101825
1838,Erie County,36029,New York,1551.0,76265
1839,Essex County,36031,New York,1920.0,72078
1840,Franklin County,36033,New York,1682.0,65355
1841,Fulton County,36035,New York,1747.0,63186
1842,Genesee County,36037,New York,1547.0,71189
1843,Greene County,36039,New York,2375.0,68228
1844,Hamilton County,36041,New York,1835.1216158143532,66547
1845,Herkimer County,36043,New York,2474.0,63842
1846,Jefferson County,36045,New York,2189.0,64940
1847,Kings County,36047,New York,1785.0,92542
1848,Lewis County,36049,New York,1323.0,66189
1849,Livingston County,36051,New York,1948.0,73481
1850,Madison County,36053,New York,2583.0,74332
1851,Monroe County,36055,New York,1849.0,78573
1852,Montgomery County,36057,New York,1999.0,62158
1853,Nassau County,36059,New York,2053.0,149295
1854,New York County,36061,New York,1256.0,156633
1855,Niagara County,36063,New York,1921.0,74744
1856,Oneida County,36065,New York,1674.0,70456
1857,Onondaga County,36067,New York,1705.0,81410
1858,Ontario County,36069,New York,1365.0,86163
1859,Orange County,36071,New York,1842.0,99408
1860,Orleans County,36073,New York,1582.0,64365
1861,Oswego County,36075,New York,1999.0,72834
1862,Otsego County,36077,New York,1747.0,68791
1863,Putnam County,36079,New York,1658.0,127060
1864,Queens County,36081,New York,1492.0,89633
1865,Rensselaer County,36083,New York,2053.0,84541
1866,Richmond County,36085,New York,1662.0,101953
1867,Rockland County,36087,New York,1903.0,118960
1868,St. Lawrence County,36089,New York,2225.0,65780
1869,Saratoga County,36091,New York,1748.0,104904
1870,Schenectady County,36093,New York,1762.0,80109
1871,Schoharie County,36095,New York,1339.0,68583
1872,Schuyler County,36097,New York,1377.0,63289
1873,Seneca County,36099,New York,1384.0,69516
1874,Steuben County,36101,New York,1724.0,69932
1875,Suffolk County,36103,New York,2210.0,126020
1876,Sullivan County,36105,New York,1755.0,72044
1877,Tioga County,36107,New York,1481.0,76161
1878,Tompkins County,36109,New York,1389.0,80857
1879,Ulster County,36111,New York,1544.0,88816
1880,Warren County,36113,New York,1605.0,75644
1881,Washington County,36115,New York,1953.0,67967
1882,Wayne County,36117,New York,1919.0,79920
1883,Westchester County,36119,New York,1507.0,151637
1884,Wyoming County,36121,New York,1439.0,68774
1885,Yates County,36123,New York,1805.0,72404
1886,Alamance County,37001,North Carolina,1360.0,68592
1887,Alexander County,37003,North Carolina,1206.0,63086
1888,Alleghany County,37005,North Carolina,1835.1216158143532,48505
1889,Anson County,37007,North Carolina,1515.0,50787
1890,Ashe County,37009,North Carolina,1400.0,54238
1891,Avery County,37011,North Carolina,1319.0,54926
1892,Beaufort County,37013,North Carolina,1607.0,61571
1893,Bertie County,37015,North Carolina,1594.0,48897
1894,Bladen County,37017,North Carolina,1738.0,48827
1895,Brunswick County,37019,North Carolina,2114.0,73963
1896,Buncombe County,37021,North Carolina,1254.0,78359
1897,Burke County,37023,North Carolina,1289.0,65820
1898,Cabarrus County,37025,North Carolina,1640.0,89464
1899,Caldwell County,37027,North Carolina,1168.0,58787
1900,Camden County,37029,North Carolina,1795.0,72227
1901,Carteret County,37031,North Carolina,1483.0,68939
1902,Caswell County,37033,North Carolina,1220.0,56304
1903,Catawba County,37035,North Carolina,1294.0,66315
1904,Chatham County,37037,North Carolina,779.0,104799
1905,Cherokee County,37039,North Carolina,2108.0,51202
1906,Chowan County,37041,North Carolina,1284.0,54988
1907,Clay County,37043,North Carolina,1649.0,56872
1908,Cleveland County,37045,North Carolina,2160.0,54716
1909,Columbus County,37047,North Carolina,2333.0,54620
1910,Craven County,37049,North Carolina,2223.0,65301
1911,Cumberland County,37051,North Carolina,2179.0,61491
1912,Currituck County,37053,North Carolina,1695.0,77409
1913,Dare County,37055,North Carolina,1469.0,77380
1914,Davidson County,37057,North Carolina,1563.0,60887
1915,Davie County,37059,North Carolina,1529.0,76109
1916,Duplin County,37061,North Carolina,1328.0,50651
1917,Durham County,37063,North Carolina,1234.0,82885
1918,Edgecombe County,37065,North Carolina,1978.0,49240
1919,Forsyth County,37067,North Carolina,1363.0,73262
1920,Franklin County,37069,North Carolina,1746.0,75625
1921,Gaston County,37071,North Carolina,1839.0,69665
1922,Gates County,37073,North Carolina,1484.0,64725
1923,Graham County,37075,North Carolina,1835.1216158143532,45558
1924,Granville County,37077,North Carolina,1635.0,69571
1925,Greene County,37079,North Carolina,1238.0,50949
1926,Guilford County,37081,North Carolina,1356.0,76103
1927,Halifax County,37083,North Carolina,1902.0,50483
1928,Harnett County,37085,North Carolina,1518.0,64140
1929,Haywood County,37087,North Carolina,1550.0,66018
1930,Henderson County,37089,North Carolina,1214.0,72361
1931,Hertford County,37091,North Carolina,1988.0,47713
1932,Hoke County,37093,North Carolina,2442.0,58489
1933,Hyde County,37095,North Carolina,1835.1216158143532,53393
1934,Iredell County,37097,North Carolina,1738.0,83901
1935,Jackson County,37099,North Carolina,1755.0,58048
1936,Johnston County,37101,North Carolina,1438.0,73747
1937,Jones County,37103,North Carolina,2818.0,49842
1938,Lee County,37105,North Carolina,1102.0,63657
1939,Lenoir County,37107,North Carolina,1590.0,53773
1940,Lincoln County,37109,North Carolina,1399.0,84538
1941,McDowell County,37111,North Carolina,1126.0,55686
1942,Macon County,37113,North Carolina,1555.0,62962
1943,Madison County,37115,North Carolina,1265.0,61590
1944,Martin County,37117,North Carolina,1975.0,55387
1945,Mecklenburg County,37119,North Carolina,1765.0,95943
1946,Mitchell County,37121,North Carolina,1165.0,53708
1947,Montgomery County,37123,North Carolina,1321.0,58723
1948,Moore County,37125,North Carolina,1253.0,80720
1949,Nash County,37127,North Carolina,1796.0,72738
1950,New Hanover County,37129,North Carolina,2166.0,73080
1951,Northampton County,37131,North Carolina,1454.0,47627
1952,Onslow County,37133,North Carolina,1985.0,61979
1953,Orange County,37135,North Carolina,1027.0,119216
1954,Pamlico County,37137,North Carolina,1452.0,62842
1955,Pasquotank County,37139,North Carolina,1908.0,60884
1956,Pender County,37141,North Carolina,2056.0,71630
1957,Perquimans County,37143,North Carolina,1805.0,58960
1958,Person County,37145,North Carolina,1520.0,62283
1959,Pitt County,37147,North Carolina,1807.0,59322
1960,Polk County,37149,North Carolina,992.0,67301
1961,Randolph County,37151,North Carolina,1484.0,65544
1962,Richmond County,37153,North Carolina,1462.0,49511
1963,Robeson County,37155,North Carolina,1516.0,46921
1964,Rockingham County,37157,North Carolina,1360.0,56433
1965,Rowan County,37159,North Carolina,1807.0,64677
1966,Rutherford County,37161,North Carolina,1555.0,57586
1967,Sampson County,37163,North Carolina,1447.0,56453
1968,Scotland County,37165,North Carolina,1306.0,46614
1969,Stanly County,37167,North Carolina,1357.0,61826
1970,Stokes County,37169,North Carolina,1287.0,58238
1971,Surry County,37171,North Carolina,1294.0,62494
1972,Swain County,37173,North Carolina,1912.0,52160
1973,Transylvania County,37175,North Carolina,893.0,62567
1974,Tyrrell County,37177,North Carolina,1835.1216158143532,44396
1975,Union County,37179,North Carolina,1846.0,109937
1976,Vance County,37181,North Carolina,1843.0,57376
