,county_name,fips,state_name,"Median Debt in Collections, All",Average household income
2489,Obion County,47131,Tennessee,2063.0,54843
2490,Overton County,47133,Tennessee,1488.0,49885
2491,Perry County,47135,Tennessee,1835.1216158143532,69509
2492,Pickett County,47137,Tennessee,1835.1216158143532,54047
2493,Polk County,47139,Tennessee,1398.0,59013
2494,Putnam County,47141,Tennessee,2079.0,61425
2495,Rhea County,47143,Tennessee,1894.0,55770
2496,Roane County,47145,Tennessee,2242.0,67077
2497,Robertson County,47147,Tennessee,1819.0,83572
2498,Rutherford County,47149,Tennessee,1902.0,77231
2499,Scott County,47151,Tennessee,1976.0,47174
2500,Sequatchie County,47153,Tennessee,1542.0,58580
2501,Sevier County,47155,Tennessee,2270.0,60363
2502,Shelby County,47157,Tennessee,2052.0,70862
2503,Smith County,47159,Tennessee,1831.0,67641
2504,Stewart County,47161,Tennessee,1486.0,54536
2505,Sullivan County,47163,Tennessee,1929.0,65798
2506,Sumner County,47165,Tennessee,1701.0,88937
2507,Tipton County,47167,Tennessee,1979.0,75662
2508,Trousdale County,47169,Tennessee,1593.0,59870
2509,Unicoi County,47171,Tennessee,2037.0,51747
2510,Union County,47173,Tennessee,2077.0,57030
2511,Van Buren County,47175,Tennessee,1835.1216158143532,49322
2512,Warren County,47177,Tennessee,1612.0,54492
2513,Washington County,47179,Tennessee,2028.0,68336
2514,Wayne County,47181,Tennessee,2345.0,50310
2515,Weakley County,47183,Tennessee,1774.0,52040
2516,White County,47185,Tennessee,2067.0,53329
2517,Williamson County,47187,Tennessee,1384.0,144348
2518,Wilson County,47189,Tennessee,1946.0,90808
2519,Anderson County,48001,Texas,2294.0,55852
2520,Andrews County,48003,Texas,1787.0,94962
2521,Angelina County,48005,Texas,2605.0,58743
2522,Aransas County,48007,Texas,2278.0,75471
2523,Archer County,48009,Texas,1835.1216158143532,80073
2524,Armstrong County,48011,Texas,1835.1216158143532,79808
2525,Atascosa County,48013,Texas,2715.0,73390
2526,Austin County,48015,Texas,1924.0,80769
2527,Bailey County,48017,Texas,1835.1216158143532,62434
2528,Bandera County,48019,Texas,1572.0,70305
2529,Bastrop County,48021,Texas,1649.0,82572
2530,Baylor County,48023,Texas,1835.1216158143532,60098
2531,Bee County,48025,Texas,2861.0,60273
2532,Bell County,48027,Texas,2983.0,69088
2533,Bexar County,48029,Texas,2099.0,74351
2534,Blanco County,48031,Texas,1189.0,85285
2535,Borden County,48033,Texas,1835.1216158143532,85046
2536,Bosque County,48035,Texas,2545.0,65377
2537,Bowie County,48037,Texas,2096.0,67781
2538,Brazoria County,48039,Texas,2407.0,93145
2539,Brazos County,48041,Texas,2480.0,71726
2540,Brewster County,48043,Texas,2758.0,60719
2541,Briscoe County,48045,Texas,1835.1216158143532,58155
2542,Brooks County,48047,Texas,2391.0,41408
2543,Brown County,48049,Texas,2934.0,64580
2544,Burleson County,48051,Texas,2638.0,72427
2545,Burnet County,48053,Texas,1649.0,79066
2546,Caldwell County,48055,Texas,2377.0,69537
2547,Calhoun County,48057,Texas,3650.0,70543
2548,Callahan County,48059,Texas,2176.0,59335
2549,Cameron County,48061,Texas,2158.0,53325
2550,Camp County,48063,Texas,2039.0,56091
2551,Carson County,48065,Texas,1835.1216158143532,84978
2552,Cass County,48067,Texas,2467.0,56515
2553,Castro County,48069,Texas,1835.1216158143532,59313
2554,Chambers County,48071,Texas,2516.0,98290
2555,Cherokee County,48073,Texas,1434.0,60376
2556,Childress County,48075,Texas,1835.1216158143532,58832
2557,Clay County,48077,Texas,1835.1216158143532,68492
2558,Cochran County,48079,Texas,1835.1216158143532,57710
2559,Coke County,48081,Texas,1835.1216158143532,53056
2560,Coleman County,48083,Texas,1835.1216158143532,64448
2561,Collin County,48085,Texas,1918.0,123475
2562,Collingsworth County,48087,Texas,1835.1216158143532,60536
2563,Colorado County,48089,Texas,2288.0,70324
2564,Comal County,48091,Texas,1949.0,102138
2565,Comanche County,48093,Texas,1689.0,60949
2566,Concho County,48095,Texas,1835.1216158143532,61808
2567,Cooke County,48097,Texas,2415.0,73257
2568,Coryell County,48099,Texas,2786.0,57297
2569,Cottle County,48101,Texas,1835.1216158143532,47243
2570,Crane County,48103,Texas,1835.1216158143532,79681
2571,Crockett County,48105,Texas,1835.1216158143532,63225
2572,Crosby County,48107,Texas,1835.1216158143532,50926
2573,Culberson County,48109,Texas,1835.1216158143532,42536
2574,Dallam County,48111,Texas,1835.1216158143532,78602
2575,Dallas County,48113,Texas,1857.0,88220
2576,Dawson County,48115,Texas,2597.0,62692
2577,Deaf Smith County,48117,Texas,1625.0,63376
2578,Delta County,48119,Texas,1835.1216158143532,63240
2579,Denton County,48121,Texas,1946.0,113705
2580,DeWitt County,48123,Texas,1935.0,81174
2581,Dickens County,48125,Texas,1835.1216158143532,57230
2582,Dimmit County,48127,Texas,2821.0,50693
2583,Donley County,48129,Texas,1835.1216158143532,57942
2584,Duval County,48131,Texas,2895.0,50374
2585,Eastland County,48133,Texas,1912.0,60741
2586,Ector County,48135,Texas,2331.0,88400
2587,Edwards County,48137,Texas,1835.1216158143532,62107
2588,Ellis County,48139,Texas,2267.0,99650
2589,El Paso County,48141,Texas,2128.0,61669
2590,Erath County,48143,Texas,2059.0,67961
2591,Falls County,48145,Texas,2504.0,49617
2592,Fannin County,48147,Texas,1831.0,65077
2593,Fayette County,48149,Texas,1910.0,76017
2594,Fisher County,48151,Texas,1835.1216158143532,64120
2595,Floyd County,48153,Texas,2232.0,57642
2596,Fort Bend County,48157,Texas,2250.0,121466
2597,Franklin County,48159,Texas,3272.0,67848
2598,Freestone County,48161,Texas,2286.0,67181
2599,Frio County,48163,Texas,1989.0,63369
2600,Gaines County,48165,Texas,2608.0,74857
2601,Galveston County,48167,Texas,2523.0,97662
2602,Garza County,48169,Texas,1835.1216158143532,71609
2603,Gillespie County,48171,Texas,2287.0,80569
2604,Glasscock County,48173,Texas,1835.1216158143532,94304
2605,Goliad County,48175,Texas,3413.0,76236
2606,Gonzales County,48177,Texas,2168.0,73239
2607,Gray County,48179,Texas,2626.0,66873
2608,Grayson County,48181,Texas,2441.0,68561
2609,Gregg County,48183,Texas,2056.0,74012
2610,Grimes County,48185,Texas,2600.0,72230
2611,Guadalupe County,48187,Texas,2153.0,91990
2612,Hale County,48189,Texas,2086.0,56831
2613,Hall County,48191,Texas,1835.1216158143532,54817
2614,Hamilton County,48193,Texas,1471.0,70251
2615,Hansford County,48195,Texas,1835.1216158143532,54819
2616,Hardeman County,48197,Texas,1835.1216158143532,56979
2617,Hardin County,48199,Texas,2191.0,77772
2618,Harris County,48201,Texas,2198.0,88212
2619,Harrison County,48203,Texas,2035.0,68916
2620,Hartley County,48205,Texas,1835.1216158143532,73285
2621,Haskell County,48207,Texas,1835.1216158143532,53831
2622,Hays County,48209,Texas,1809.0,87927
2623,Hemphill County,48211,Texas,1835.1216158143532,79573
2624,Henderson County,48213,Texas,2414.0,64819
2625,Hidalgo County,48215,Texas,2002.0,55958
2626,Hill County,48217,Texas,2308.0,65716
2627,Hockley County,48219,Texas,2656.0,65147
2628,Hood County,48221,Texas,2327.0,80447
2629,Hopkins County,48223,Texas,1725.0,69253
2630,Houston County,48225,Texas,1654.0,47354
2631,Howard County,48227,Texas,2976.0,71173
2632,Hudspeth County,48229,Texas,1835.1216158143532,45074
2633,Hunt County,48231,Texas,2342.0,71428
2634,Hutchinson County,48233,Texas,1914.0,65818
2635,Irion County,48235,Texas,1835.1216158143532,75706
2636,Jack County,48237,Texas,1999.0,68400
2637,Jackson County,48239,Texas,2738.0,71786
2638,Jasper County,48241,Texas,2246.0,64734
2639,Jeff Davis County,48243,Texas,1835.1216158143532,56213
2640,Jefferson County,48245,Texas,2189.0,69578
2641,Jim Hogg County,48247,Texas,1835.1216158143532,51120
2642,Jim Wells County,48249,Texas,3469.0,62151
2643,Johnson County,48251,Texas,2745.0,80258
2644,Jones County,48253,Texas,1936.0,64904
2645,Karnes County,48255,Texas,2673.0,83800
2646,Kaufman County,48257,Texas,2354.0,85351
2647,Kendall County,48259,Texas,2453.0,120877
2648,Kenedy County,48261,Texas,1835.1216158143532,40908
2649,Kent County,48263,Texas,1835.1216158143532,68737
2650,Kerr County,48265,Texas,1756.0,73327
2651,Kimble County,48267,Texas,1835.1216158143532,64992
2652,King County,48269,Texas,1835.1216158143532,75557
2653,Kinney County,48271,Texas,1835.1216158143532,49372
2654,Kleberg County,48273,Texas,2315.0,58413
2655,Knox County,48275,Texas,1835.1216158143532,57553
2656,Lamar County,48277,Texas,2053.0,59148
2657,Lamb County,48279,Texas,3052.0,57348
2658,Lampasas County,48281,Texas,2025.0,73074
2659,La Salle County,48283,Texas,1972.0,79335
2660,Lavaca County,48285,Texas,2035.0,77669
2661,Lee County,48287,Texas,2078.0,67793
2662,Leon County,48289,Texas,1894.0,80589
2663,Liberty County,48291,Texas,2335.0,64146
2664,Limestone County,48293,Texas,2493.0,57409
2665,Lipscomb County,48295,Texas,1835.1216158143532,73911
2666,Live Oak County,48297,Texas,1678.0,67552
2667,Llano County,48299,Texas,1651.0,82567
2668,Lubbock County,48303,Texas,2179.0,70428
2669,Lynn County,48305,Texas,1835.1216158143532,66719
2670,McCulloch County,48307,Texas,2001.0,58607
2671,McLennan County,48309,Texas,1878.0,64493
2672,McMullen County,48311,Texas,1835.1216158143532,91265
2673,Madison County,48313,Texas,2873.0,65516
2674,Marion County,48315,Texas,2507.0,60527
2675,Martin County,48317,Texas,1835.1216158143532,94582
2676,Mason County,48319,Texas,1835.1216158143532,60697
2677,Matagorda County,48321,Texas,2606.0,62232
2678,Maverick County,48323,Texas,2830.0,54137
2679,Medina County,48325,Texas,3016.0,78044
2680,Menard County,48327,Texas,1835.1216158143532,51494
2681,Midland County,48329,Texas,2427.0,111669
2682,Milam County,48331,Texas,1864.0,61094
2683,Mills County,48333,Texas,1835.1216158143532,60535
2684,Mitchell County,48335,Texas,1610.0,71553
2685,Montague County,48337,Texas,2232.0,68340
2686,Montgomery County,48339,Texas,2636.0,111239
2687,Moore County,48341,Texas,1737.0,63840
2688,Morris County,48343,Texas,2788.0,56797
2689,Motley County,48345,Texas,1835.1216158143532,62145
2690,Nacogdoches County,48347,Texas,2263.0,61279
2691,Navarro County,48349,Texas,2310.0,64220
2692,Newton County,48351,Texas,2131.0,54380
2693,Nolan County,48353,Texas,2000.0,66804
2694,Nueces County,48355,Texas,2713.0,74721
2695,Ochiltree County,48357,Texas,1835.1216158143532,70352
2696,Oldham County,48359,Texas,1835.1216158143532,87324
2697,Orange County,48361,Texas,2386.0,75115
2698,Palo Pinto County,48363,Texas,2086.0,64671
2699,Panola County,48365,Texas,2864.0,67548
2700,Parker County,48367,Texas,2125.0,99408
2701,Parmer County,48369,Texas,1835.1216158143532,67600
2702,Pecos County,48371,Texas,2639.0,66605
2703,Polk County,48373,Texas,2487.0,63446
2704,Potter County,48375,Texas,2475.0,57771
2705,Presidio County,48377,Texas,1835.1216158143532,39099
2706,Rains County,48379,Texas,2433.0,65103
2707,Randall County,48381,Texas,2752.0,87215
2708,Reagan County,48383,Texas,1835.1216158143532,75412
2709,Real County,48385,Texas,1835.1216158143532,48791
2710,Red River County,48387,Texas,2417.0,50123
2711,Reeves County,48389,Texas,2158.0,67979
2712,Refugio County,48391,Texas,1298.0,59434
2713,Roberts County,48393,Texas,1835.1216158143532,88939
2714,Robertson County,48395,Texas,3169.0,67074
2715,Rockwall County,48397,Texas,1642.0,112543
2716,Runnels County,48399,Texas,3277.0,58250
2717,Rusk County,48401,Texas,2097.0,68838
2718,Sabine County,48403,Texas,1544.0,54131
2719,San Augustine County,48405,Texas,1746.0,55145
2720,San Jacinto County,48407,Texas,3519.0,59016
2721,San Patricio County,48409,Texas,2939.0,69669
2722,San Saba County,48411,Texas,1835.1216158143532,63072
2723,Schleicher County,48413,Texas,1835.1216158143532,61014
2724,Scurry County,48415,Texas,2157.0,69935
2725,Shackelford County,48417,Texas,1835.1216158143532,59257
2726,Shelby County,48419,Texas,1552.0,54312
2727,Sherman County,48421,Texas,1835.1216158143532,71238
2728,Smith County,48423,Texas,1917.0,80432
2729,Somervell County,48425,Texas,1317.0,68502
2730,Starr County,48427,Texas,1996.0,47374
2731,Stephens County,48429,Texas,2422.0,62311
2732,Sterling County,48431,Texas,1835.1216158143532,66108
2733,Stonewall County,48433,Texas,1835.1216158143532,66282
2734,Sutton County,48435,Texas,1835.1216158143532,71175
2735,Swisher County,48437,Texas,1835.1216158143532,53684
2736,Tarrant County,48439,Texas,1994.0,91655
2737,Taylor County,48441,Texas,2923.0,66633
2738,Terrell County,48443,Texas,1835.1216158143532,48627
2739,Terry County,48445,Texas,1895.0,62229
2740,Throckmorton County,48447,Texas,1835.1216158143532,62624
2741,Titus County,48449,Texas,2022.0,59775
2742,Tom Green County,48451,Texas,2515.0,70803
2743,Travis County,48453,Texas,1435.0,110876
2744,Trinity County,48455,Texas,2871.0,51359
2745,Tyler County,48457,Texas,2857.0,57233
2746,Upshur County,48459,Texas,1946.0,66328
2747,Upton County,48461,Texas,1835.1216158143532,66849
2748,Uvalde County,48463,Texas,2333.0,53379
2749,Val Verde County,48465,Texas,1939.0,62212
2750,Van Zandt County,48467,Texas,2371.0,69340
2751,Victoria County,48469,Texas,4151.0,70507
2752,Walker County,48471,Texas,2697.0,57559
2753,Waller County,48473,Texas,2158.0,78075
2754,Ward County,48475,Texas,2265.0,75278
2755,Washington County,48477,Texas,1730.0,76880
2756,Webb County,48479,Texas,2009.0,62301
2757,Wharton County,48481,Texas,2586.0,70765
2758,Wheeler County,48483,Texas,1835.1216158143532,65686
2759,Wichita County,48485,Texas,2124.0,64535
2760,Wilbarger County,48487,Texas,2500.0,59930
2761,Willacy County,48489,Texas,2648.0,45647
2762,Williamson County,48491,Texas,1822.0,104029
2763,Wilson County,48493,Texas,3092.0,89915
2764,Winkler County,48495,Texas,2479.0,70223
2765,Wise County,48497,Texas,2366.0,86065
2766,Wood County,48499,Texas,2374.0,68298
2767,Yoakum County,48501,Texas,1298.0,82418
2768,Young County,48503,Texas,2009.0,64653
2769,Zapata County,48505,Texas,2193.0,52009
2770,Zavala County,48507,Texas,2782.0,39610
2771,Beaver County,49001,Utah,1835.1216158143532,64003
2772,Box Elder County,49003,Utah,1889.0,73085
2773,Cache County,49005,Utah,1743.0,71268
2774,Carbon County,49007,Utah,2357.0,60125
2775,Daggett County,49009,Utah,1835.1216158143532,78210
2776,Davis County,49011,Utah,2142.0,99560
2777,Duchesne County,49013,Utah,2967.0,72770
2778,Emery County,49015,Utah,1835.1216158143532,63028
2779,Garfield County,49017,Utah,1835.1216158143532,63928
2780,Grand County,49019,Utah,1835.1216158143532,57639
2781,Iron County,49021,Utah,3015.0,62279
2782,Juab County,49023,Utah,1835.1216158143532,71620
2783,Kane County,49025,Utah,1835.1216158143532,64199
2784,Millard County,49027,Utah,1835.1216158143532,77282
2785,Morgan County,49029,Utah,1835.1216158143532,110893
2786,Piute County,49031,Utah,1835.1216158143532,52929
2787,Rich County,49033,Utah,1835.1216158143532,74886
2788,Salt Lake County,49035,Utah,1847.0,98198
2789,San Juan County,49037,Utah,1417.0,59997
2790,Sanpete County,49039,Utah,1614.0,61751
2791,Sevier County,49041,Utah,1913.0,63678
2792,Summit County,49043,Utah,1384.0,147236
2793,Tooele County,49045,Utah,2167.0,78560
2794,Uintah County,49047,Utah,2256.0,80958
2795,Utah County,49049,Utah,1981.0,95540
2796,Wasatch County,49051,Utah,1910.0,101140
2797,Washington County,49053,Utah,2564.0,75745
2798,Wayne County,49055,Utah,1835.1216158143532,58130
2799,Weber County,49057,Utah,2401.0,78781
2800,Addison County,50001,Vermont,1855.0,80738
2801,Bennington County,50003,Vermont,1770.0,74969
2802,Caledonia County,50005,Vermont,2138.0,66921
2803,Chittenden County,50007,Vermont,1265.0,93088
2804,Essex County,50009,Vermont,1835.1216158143532,52863
2805,Franklin County,50011,Vermont,2114.0,77660
2806,Grand Isle County,50013,Vermont,1835.1216158143532,92654
2807,Lamoille County,50015,Vermont,2273.0,78742
2808,Orange County,50017,Vermont,2602.0,72126
2809,Orleans County,50019,Vermont,2105.0,61490
2810,Rutland County,50021,Vermont,1270.0,68615
2811,Washington County,50023,Vermont,1747.0,78720
2812,Windham County,50025,Vermont,1386.0,70714
2813,Windsor County,50027,Vermont,1551.0,78208
2814,Accomack County,51001,Virginia,1331.0,57996
2815,Albemarle County,51003,Virginia,1499.0,113329
2816,Alleghany County,51005,Virginia,2197.0,60513
2817,Amelia County,51007,Virginia,1563.0,74185
2818,Amherst County,51009,Virginia,1659.0,61676
2819,Appomattox County,51011,Virginia,1835.1216158143532,68207
2820,Arlington County,51013,Virginia,1434.0,154670
2821,Augusta County,51015,Virginia,1460.0,73684
2822,Bath County,51017,Virginia,1835.1216158143532,61463
2823,Bedford County,51019,Virginia,1349.0,80139
2824,Bland County,51021,Virginia,1835.1216158143532,63102
2825,Botetourt County,51023,Virginia,2622.0,84029
2826,Brunswick County,51025,Virginia,1557.0,52982
2827,Buchanan County,51027,Virginia,2028.0,43968
2828,Buckingham County,51029,Virginia,1835.1216158143532,53984
2829,Campbell County,51031,Virginia,1302.0,65559
2830,Caroline County,51033,Virginia,1876.0,82975
2831,Carroll County,51035,Virginia,1789.0,57780
2832,Charles City County,51036,Virginia,1835.1216158143532,89844
2833,Charlotte County,51037,Virginia,1290.0,50140
2834,Chesterfield County,51041,Virginia,1799.0,99873
2835,Clarke County,51043,Virginia,1835.1216158143532,99778
2836,Craig County,51045,Virginia,1835.1216158143532,64188
2837,Culpeper County,51047,Virginia,1973.0,88970
2838,Cumberland County,51049,Virginia,1226.0,60786
2839,Dickenson County,51051,Virginia,1622.0,53650
2840,Dinwiddie County,51053,Virginia,1869.0,70153
2841,Essex County,51057,Virginia,1970.0,62347
2842,Fairfax County,51059,Virginia,1574.0,156432
2843,Fauquier County,51061,Virginia,1572.0,119006
2844,Floyd County,51063,Virginia,1835.1216158143532,61322
2845,Fluvanna County,51065,Virginia,1284.0,101541
2846,Franklin County,51067,Virginia,1586.0,68959
2847,Frederick County,51069,Virginia,1287.0,99516
2848,Giles County,51071,Virginia,1432.0,61973
2849,Gloucester County,51073,Virginia,1416.0,82113
2850,Goochland County,51075,Virginia,1612.0,126796
2851,Grayson County,51077,Virginia,2860.0,47703
2852,Greene County,51079,Virginia,1943.0,85619
2853,Greensville County,51081,Virginia,1835.1216158143532,51357
2854,Halifax County,51083,Virginia,1706.0,54457
2855,Hanover County,51085,Virginia,1745.0,108190
2856,Henrico County,51087,Virginia,1699.0,94827
2857,Henry County,51089,Virginia,2029.0,49397
2858,Highland County,51091,Virginia,1835.1216158143532,62314
2859,Isle of Wight County,51093,Virginia,1794.0,88211
2860,James City County,51095,Virginia,2165.0,114547
2861,King and Queen County,51097,Virginia,1835.1216158143532,65527
2862,King George County,51099,Virginia,2757.0,103832
2863,King William County,51101,Virginia,1414.0,84546
2864,Lancaster County,51103,Virginia,1252.0,77428
2865,Lee County,51105,Virginia,1298.0,47218
2866,Loudoun County,51107,Virginia,1573.0,171772
2867,Louisa County,51109,Virginia,1598.0,78322
2868,Lunenburg County,51111,Virginia,2624.0,49468
2869,Madison County,51113,Virginia,1835.1216158143532,75733
2870,Mathews County,51115,Virginia,1835.1216158143532,88006
2871,Mecklenburg County,51117,Virginia,2271.0,57561
2872,Middlesex County,51119,Virginia,1835.1216158143532,67128
2873,Montgomery County,51121,Virginia,1580.0,67628
2874,Nelson County,51125,Virginia,883.0,82363
2875,New Kent County,51127,Virginia,694.0,95882
2876,Northampton County,51131,Virginia,1684.0,61127
2877,Northumberland County,51133,Virginia,1374.0,75188
2878,Nottoway County,51135,Virginia,1706.0,63382
2879,Orange County,51137,Virginia,1371.0,79470
2880,Page County,51139,Virginia,1374.0,61444
2881,Patrick County,51141,Virginia,2727.0,51942
2882,Pittsylvania County,51143,Virginia,1274.0,57814
2883,Powhatan County,51145,Virginia,1448.0,98807
2884,Prince Edward County,51147,Virginia,1835.1216158143532,64342
2885,Prince George County,51149,Virginia,2165.0,84555
2886,Prince William County,51153,Virginia,2037.0,127234
2887,Pulaski County,51155,Virginia,1496.0,61930
2888,Rappahannock County,51157,Virginia,1835.1216158143532,90406
2889,Richmond County,51159,Virginia,2151.0,61375
2890,Roanoke County,51161,Virginia,1813.0,83096
2891,Rockbridge County,51163,Virginia,1632.0,75313
2892,Rockingham County,51165,Virginia,1527.0,78151
2893,Russell County,51167,Virginia,2263.0,51444
2894,Scott County,51169,Virginia,1704.0,50211
2895,Shenandoah County,51171,Virginia,1141.0,67417
2896,Smyth County,51173,Virginia,1747.0,52526
2897,Southampton County,51175,Virginia,1588.0,65906
2898,Spotsylvania County,51177,Virginia,2454.0,110404
2899,Stafford County,51179,Virginia,2235.0,123821
2900,Surry County,51181,Virginia,1835.1216158143532,67559
2901,Sussex County,51183,Virginia,1756.0,54770
2902,Tazewell County,51185,Virginia,1877.0,56037
2903,Warren County,51187,Virginia,1322.0,81796
2904,Washington County,51191,Virginia,2018.0,61489
2905,Westmoreland County,51193,Virginia,1650.0,75446
2906,Wise County,51195,Virginia,1702.0,53330
2907,Wythe County,51197,Virginia,1729.0,63002
2908,York County,51199,Virginia,2105.0,97171
2909,Alexandria city,51510,Virginia,1573.0,131988
2910,Bristol city,51520,Virginia,1668.0,51983
2911,Buena Vista city,51530,Virginia,1835.1216158143532,50088
2912,Charlottesville city,51540,Virginia,1248.0,85664
2913,Chesapeake city,51550,Virginia,1877.0,95985
2914,Colonial Heights city,51570,Virginia,2114.0,67430
2915,Covington city,51580,Virginia,1280.0,56384
2916,Danville city,51590,Virginia,1965.0,50300
2917,Emporia city,51595,Virginia,1835.1216158143532,45698
2918,Fairfax city,51600,Virginia,2237.0,132435
2919,Falls Church city,51610,Virginia,1835.1216158143532,181724
2920,Franklin city,51620,Virginia,2353.0,58059
2921,Fredericksburg city,51630,Virginia,2105.0,86820
2922,Galax city,51640,Virginia,1835.1216158143532,49125
2923,Hampton city,51650,Virginia,2370.0,70520
2924,Harrisonburg city,51660,Virginia,1412.0,60920
2925,Hopewell city,51670,Virginia,1982.0,53391
2926,Lexington city,51678,Virginia,1835.1216158143532,57050
2927,Lynchburg city,51680,Virginia,1613.0,59524
2928,Manassas city,51683,Virginia,1545.0,93608
2929,Manassas Park city,51685,Virginia,1346.0,94472
2930,Martinsville city,51690,Virginia,2907.0,52429
2931,Newport News city,51700,Virginia,2374.0,65415
2932,Norfolk city,51710,Virginia,2038.0,72418
2933,Norton city,51720,Virginia,1835.1216158143532,44829
2934,Petersburg city,51730,Virginia,1707.0,50193
2935,Poquoson city,51735,Virginia,1835.1216158143532,103661
2936,Portsmouth city,51740,Virginia,2194.0,62215
2937,Radford city,51750,Virginia,1435.0,56298
2938,Richmond city,51760,Virginia,1822.0,75435
2939,Roanoke city,51770,Virginia,1486.0,65219
2940,Salem city,51775,Virginia,1922.0,75752
2941,Staunton city,51790,Virginia,2194.0,66313
2942,Suffolk city,51800,Virginia,1515.0,89323
2943,Virginia Beach city,51810,Virginia,1887.0,98295
2944,Waynesboro city,51820,Virginia,2177.0,58718
2945,Williamsburg city,51830,Virginia,2796.0,88075
2946,Winchester city,51840,Virginia,1458.0,75613
2947,Adams County,53001,Washington,1835.1216158143532,61370
2948,Asotin County,53003,Washington,2071.0,65079
2949,Benton County,53005,Washington,1943.0,86589
2950,Chelan County,53007,Washington,2330.0,77634
2951,Clallam County,53009,Washington,1519.0,71617
2952,Clark County,53011,Washington,1714.0,94976
2953,Columbia County,53013,Washington,1835.1216158143532,70516
2954,Cowlitz County,53015,Washington,1851.0,77092
2955,Douglas County,53017,Washington,1552.0,77297
2956,Ferry County,53019,Washington,1835.1216158143532,54815
2957,Franklin County,53021,Washington,1911.0,80209
2958,Garfield County,53023,Washington,1835.1216158143532,57202
2959,Grant County,53025,Washington,1888.0,66875
2960,Grays Harbor County,53027,Washington,1543.0,61780
2961,Island County,53029,Washington,1722.0,87194
2962,Jefferson County,53031,Washington,2535.0,72540
2963,King County,53033,Washington,1780.0,129226
2964,Kitsap County,53035,Washington,1885.0,96035
2965,Kittitas County,53037,Washington,1866.0,67446
2966,Klickitat County,53039,Washington,1835.1216158143532,64035
2967,Lewis County,53041,Washington,1724.0,72943
2968,Lincoln County,53043,Washington,1835.1216158143532,64904
2969,Mason County,53045,Washington,2024.0,68453
2970,Okanogan County,53047,Washington,1629.0,57131
2971,Pacific County,53049,Washington,1311.0,55824
2972,Pend Oreille County,53051,Washington,1835.1216158143532,61815
2973,Pierce County,53053,Washington,1978.0,95016
2974,San Juan County,53055,Washington,1835.1216158143532,87861
2975,Skagit County,53057,Washington,1654.0,89272
2976,Skamania County,53059,Washington,1835.1216158143532,72490
2977,Snohomish County,53061,Washington,2048.0,105073
2978,Spokane County,53063,Washington,1958.0,77101
2979,Stevens County,53065,Washington,2317.0,62370
2980,Thurston County,53067,Washington,2055.0,88214
2981,Wahkiakum County,53069,Washington,1835.1216158143532,68660
2982,Walla Walla County,53071,Washington,1279.0,73555
2983,Whatcom County,53073,Washington,1579.0,77838
2984,Whitman County,53075,Washington,1347.0,58665
2985,Yakima County,53077,Washington,1625.0,65082
2986,Barbour County,54001,West Virginia,1598.0,55171
2987,Berkeley County,54003,West Virginia,1783.0,74311
2988,Boone County,54005,West Virginia,1654.0,52007
2989,Braxton County,54007,West Virginia,1346.0,53644
2990,Brooke County,54009,West Virginia,1690.0,58298
2991,Cabell County,54011,West Virginia,1776.0,56132
2992,Calhoun County,54013,West Virginia,1835.1216158143532,49830
2993,Clay County,54015,West Virginia,1190.0,44172
2994,Doddridge County,54017,West Virginia,1835.1216158143532,61118
2995,Fayette County,54019,West Virginia,1853.0,51429
2996,Gilmer County,54021,West Virginia,1835.1216158143532,48290
2997,Grant County,54023,West Virginia,1106.0,53321
2998,Greenbrier County,54025,West Virginia,1344.0,53919
2999,Hampshire County,54027,West Virginia,1381.0,52857
3000,Hancock County,54029,West Virginia,2127.0,58024
3001,Hardy County,54031,West Virginia,1801.0,66426
3002,Harrison County,54033,West Virginia,1325.0,62447
3003,Jackson County,54035,West Virginia,1259.0,59796
3004,Jefferson County,54037,West Virginia,1426.0,92433
3005,Kanawha County,54039,West Virginia,1853.0,65563
3006,Lewis County,54041,West Virginia,2154.0,54338
3007,Lincoln County,54043,West Virginia,1875.0,49783
3008,Logan County,54045,West Virginia,1419.0,52773
3009,McDowell County,54047,West Virginia,1332.0,36874
3010,Marion County,54049,West Virginia,1192.0,63042
3011,Marshall County,54051,West Virginia,1932.0,60023
3012,Mason County,54053,West Virginia,1327.0,52880
3013,Mercer County,54055,West Virginia,1691.0,51002
3014,Mineral County,54057,West Virginia,1247.0,55538
3015,Mingo County,54059,West Virginia,1648.0,44297
3016,Monongalia County,54061,West Virginia,1491.0,78259
3017,Monroe County,54063,West Virginia,1066.0,52154
3018,Morgan County,54065,West Virginia,1016.0,65577
3019,Nicholas County,54067,West Virginia,2451.0,51925
3020,Ohio County,54069,West Virginia,1830.0,70333
3021,Pendleton County,54071,West Virginia,1835.1216158143532,55805
3022,Pleasants County,54073,West Virginia,1835.1216158143532,71201
3023,Pocahontas County,54075,West Virginia,1835.1216158143532,54379
3024,Preston County,54077,West Virginia,1448.0,61137
3025,Putnam County,54079,West Virginia,2036.0,78433
3026,Raleigh County,54081,West Virginia,1281.0,57529
3027,Randolph County,54083,West Virginia,1561.0,59478
3028,Ritchie County,54085,West Virginia,2144.0,57830
3029,Roane County,54087,West Virginia,1560.0,50639
3030,Summers County,54089,West Virginia,1867.0,47176
3031,Taylor County,54091,West Virginia,1350.0,58916
3032,Tucker County,54093,West Virginia,1835.1216158143532,52580
3033,Tyler County,54095,West Virginia,1835.1216158143532,58731
