,tract,year,16+_Pop,16+_Labor,16+_Employed,state_code,state,county
77,01001021100,2016,2657.0,1498.0,1430.0,01,AL,001
78,01001021100,2017,2554.0,1342.0,1270.0,01,AL,001
79,01001021100,2018,2477.0,1071.0,1032.0,01,AL,001
80,01001021100,2019,2621.0,1117.0,1083.0,01,AL,001
81,01001021100,2020,2032.0,696.0,668.0,01,AL,001
82,01001021100,2021,2479.0,1024.0,973.6666666666669,01,AL,001
83,01001021100,2022,2926.0,1352.0,1279.3333333333337,01,AL,001
84,01003010100,2016,3373.0,1680.0,1585.0,01,AL,003
85,01003010100,2017,3311.0,1696.0,1598.0,01,AL,003
86,01003010100,2018,3507.0,1810.0,1748.0,01,AL,003
87,01003010100,2019,2823.0,1390.0,1324.0,01,AL,003
88,01003010100,2020,2816.0,1352.0,1281.0,01,AL,003
89,01003010100,2021,2632.6666666666665,1371.6666666666667,1291.0,01,AL,003
90,01003010100,2022,2449.333333333333,1391.3333333333333,1301.0,01,AL,003
91,01003010200,2016,2266.0,1411.0,1311.0,01,AL,003
92,01003010200,2017,2352.0,1460.0,1340.0,01,AL,003
93,01003010200,2018,2426.0,1479.0,1333.0,01,AL,003
94,01003010200,2019,2469.0,1505.0,1394.0,01,AL,003
95,01003010200,2020,2285.0,1454.0,1425.0,01,AL,003
96,01003010200,2021,3591.333333333333,2058.0,1944.3333333333333,01,AL,003
97,01003010200,2022,4897.666666666666,2662.0,2463.666666666667,01,AL,003
98,01003010300,2016,6204.0,3266.0,2983.0,01,AL,003
99,01003010300,2017,6713.0,3476.0,3340.0,01,AL,003
100,01003010300,2018,6953.0,3787.0,3711.0,01,AL,003
101,01003010300,2019,6533.0,3478.0,3312.0,01,AL,003
102,01003010300,2020,4022.0,2489.0,2370.0,01,AL,003
103,01003010300,2021,3861.6666666666665,2351.333333333333,2200.6666666666665,01,AL,003
104,01003010300,2022,3701.3333333333335,2213.6666666666665,2031.3333333333333,01,AL,003
105,01003010400,2016,3541.0,2076.0,1862.0,01,AL,003
106,01003010400,2017,3627.0,2161.0,2002.0,01,AL,003
107,01003010400,2018,3746.0,2270.0,2198.0,01,AL,003
108,01003010400,2019,4092.0,2380.0,2319.0,01,AL,003
109,01003010400,2020,4328.0,2245.0,2196.0,01,AL,003
110,01003010400,2021,4234.0,2154.6666666666665,2082.0,01,AL,003
111,01003010400,2022,4140.0,2064.333333333333,1968.0,01,AL,003
112,01003010500,2016,4046.0,1974.0,1854.0,01,AL,003
113,01003010500,2017,3948.0,1848.0,1767.0,01,AL,003
114,01003010500,2018,4520.0,2217.0,2123.0,01,AL,003
115,01003010500,2019,4597.0,2236.0,2183.0,01,AL,003
116,01003010500,2020,4932.0,2588.0,2498.0,01,AL,003
117,01003010500,2021,4072.3333333333335,2174.6666666666665,2084.6666666666665,01,AL,003
118,01003010500,2022,3212.666666666667,1761.3333333333337,1671.3333333333337,01,AL,003
119,01003010600,2016,2353.0,1348.0,1258.0,01,AL,003
120,01003010600,2017,2498.0,1349.0,1269.0,01,AL,003
121,01003010600,2018,2569.0,1434.0,1284.0,01,AL,003
122,01003010600,2019,2795.0,1486.0,1388.0,01,AL,003
123,01003010600,2020,3143.0,1809.0,1515.0,01,AL,003
124,01003010600,2021,4159.333333333333,2498.333333333333,2266.6666666666665,01,AL,003
125,01003010600,2022,5175.666666666667,3187.666666666667,3018.333333333333,01,AL,003
126,01003010701,2016,6192.0,3877.0,3770.0,01,AL,003
127,01003010701,2017,6388.0,3834.0,3727.0,01,AL,003
128,01003010701,2018,6623.0,3980.0,3894.0,01,AL,003
129,01003010701,2019,7045.0,4031.0,3981.0,01,AL,003
130,01003010701,2020,8580.5,5309.75,5232.25,01,AL,003
131,01003010701,2021,10116.0,6588.5,6483.5,01,AL,003
132,01003010701,2022,11651.5,7867.25,7734.75,01,AL,003
133,01003010703,2016,13187.0,9146.0,8986.0,01,AL,003
134,01003010703,2017,13427.0,9284.0,8999.0,01,AL,003
135,01003010703,2018,14588.0,10438.0,10069.0,01,AL,003
136,01003010703,2019,14792.0,10297.0,9923.0,01,AL,003
137,01003010703,2020,12150.0,8429.5,8094.5,01,AL,003
138,01003010703,2021,9508.0,6562.0,6266.0,01,AL,003
139,01003010703,2022,6866.0,4694.5,4437.5,01,AL,003
140,01003010704,2016,4224.0,2827.0,2609.0,01,AL,003
141,01003010704,2017,4309.0,2816.0,2647.0,01,AL,003
142,01003010704,2018,4308.0,2792.0,2688.0,01,AL,003
143,01003010704,2019,4694.0,2816.0,2738.0,01,AL,003
144,01003010704,2020,4693.0,2896.0,2863.0,01,AL,003
145,01003010704,2021,5797.0,3904.0,3742.0,01,AL,003
146,01003010704,2022,6901.0,4912.0,4621.0,01,AL,003
147,01003010705,2016,8005.0,5920.0,5500.0,01,AL,003
148,01003010705,2017,7982.0,6034.0,5610.0,01,AL,003
149,01003010705,2018,7871.0,5960.0,5556.0,01,AL,003
150,01003010705,2019,7377.0,5397.0,5255.0,01,AL,003
151,01003010705,2020,7167.0,5004.25,4817.5,01,AL,003
152,01003010705,2021,6957.0,4611.5,4380.0,01,AL,003
153,01003010705,2022,6747.0,4218.75,3942.5,01,AL,003
154,01003010800,2016,6537.0,3826.0,3505.0,01,AL,003
155,01003010800,2017,6136.0,3571.0,3305.0,01,AL,003
156,01003010800,2018,5842.0,3164.0,2924.0,01,AL,003
157,01003010800,2019,5648.0,2946.0,2726.0,01,AL,003
158,01003010800,2020,6190.0,3472.0,3286.0,01,AL,003
159,01003010800,2021,5773.666666666667,3154.0,2960.0,01,AL,003
160,01003010800,2022,5357.333333333333,2836.0,2634.0,01,AL,003
161,01003010903,2016,4941.0,2518.0,2308.0,01,AL,003
162,01003010903,2017,4788.0,2312.0,2246.0,01,AL,003
163,01003010903,2018,4763.0,2405.0,2317.0,01,AL,003
164,01003010903,2019,4987.0,2785.0,2633.0,01,AL,003
165,01003010903,2020,5086.0,3068.0,2956.0,01,AL,003
166,01003010903,2021,5123.666666666667,3048.333333333333,2926.6666666666665,01,AL,003
167,01003010903,2022,5161.333333333333,3028.6666666666665,2897.333333333333,01,AL,003
168,01003010904,2016,5199.0,3009.0,2868.0,01,AL,003
169,01003010904,2017,5185.0,2792.0,2733.0,01,AL,003
170,01003010904,2018,5179.0,2854.0,2749.0,01,AL,003
171,01003010904,2019,5578.0,2928.0,2774.0,01,AL,003
172,01003010904,2020,5414.0,2968.0,2842.0,01,AL,003
173,01003010904,2021,5794.333333333333,3314.333333333333,3152.333333333333,01,AL,003
174,01003010904,2022,6174.666666666667,3660.6666666666665,3462.6666666666665,01,AL,003
175,01003010905,2016,6555.0,4007.0,3773.0,01,AL,003
176,01003010905,2017,6611.0,4098.0,4051.0,01,AL,003
177,01003010905,2018,6645.0,4219.0,4178.0,01,AL,003
178,01003010905,2019,6583.0,4219.0,4165.0,01,AL,003
179,01003010905,2020,5883.5,3643.25,3589.0,01,AL,003
180,01003010905,2021,5184.0,3067.5,3013.0,01,AL,003
181,01003010905,2022,4484.5,2491.75,2437.0,01,AL,003
182,01003010906,2016,3785.0,1916.0,1861.0,01,AL,003
183,01003010906,2017,3961.0,2097.0,2045.0,01,AL,003
184,01003010906,2018,3828.0,2098.0,2022.0,01,AL,003
185,01003010906,2019,3888.0,2131.0,2050.0,01,AL,003
186,01003010906,2020,4252.0,2298.0,2242.0,01,AL,003
187,01003010906,2021,3969.3333333333335,2144.0,2077.333333333333,01,AL,003
188,01003010906,2022,3686.6666666666665,1990.0,1912.6666666666667,01,AL,003
189,01003011000,2016,3404.0,1836.0,1748.0,01,AL,003
190,01003011000,2017,3508.0,1708.0,1618.0,01,AL,003
191,01003011000,2018,3698.0,1785.0,1721.0,01,AL,003
192,01003011000,2019,3799.0,2021.0,1940.0,01,AL,003
193,01003011000,2020,3903.0,2105.0,1955.0,01,AL,003
194,01003011000,2021,5128.666666666667,2927.0,2744.0,01,AL,003
195,01003011000,2022,6354.333333333334,3749.0,3533.0,01,AL,003
196,01003011101,2016,7580.0,4571.0,4322.0,01,AL,003
197,01003011101,2017,8119.0,4857.0,4605.0,01,AL,003
198,01003011101,2018,8603.0,4963.0,4741.0,01,AL,003
199,01003011101,2019,9026.0,5411.0,5218.0,01,AL,003
200,01003011101,2020,7661.5,4620.0,4446.5,01,AL,003
201,01003011101,2021,6297.0,3829.0,3675.0,01,AL,003
202,01003011101,2022,4932.5,3038.0,2903.5,01,AL,003
203,01003011102,2016,3568.0,2247.0,2132.0,01,AL,003
204,01003011102,2017,3244.0,1955.0,1865.0,01,AL,003
205,01003011102,2018,3374.0,2063.0,1959.0,01,AL,003
206,01003011102,2019,3848.0,2227.0,2179.0,01,AL,003
207,01003011102,2020,4226.0,2631.0,2607.0,01,AL,003
208,01003011102,2021,4040.3333333333335,2402.0,2359.333333333333,01,AL,003
209,01003011102,2022,3854.6666666666665,2173.0,2111.6666666666665,01,AL,003
210,01003011201,2016,3669.0,1944.0,1864.0,01,AL,003
211,01003011201,2017,3651.0,1913.0,1865.0,01,AL,003
212,01003011201,2018,3709.0,1930.0,1843.0,01,AL,003
213,01003011201,2019,3809.0,2079.0,1959.0,01,AL,003
214,01003011201,2020,3561.0,1689.0,1596.0,01,AL,003
215,01003011201,2021,4026.6666666666665,2005.0,1857.0,01,AL,003
216,01003011201,2022,4492.333333333333,2321.0,2118.0,01,AL,003
217,01003011202,2016,4958.0,2637.0,2379.0,01,AL,003
218,01003011202,2017,4912.0,2548.0,2231.0,01,AL,003
219,01003011202,2018,4891.0,2618.0,2214.0,01,AL,003
220,01003011202,2019,4901.0,2660.0,2300.0,01,AL,003
221,01003011202,2020,4611.0,2464.0,2141.0,01,AL,003
222,01003011202,2021,4314.0,2386.0,2138.0,01,AL,003
223,01003011202,2022,4017.0,2308.0,2135.0,01,AL,003
224,01003011300,2016,3720.0,2230.0,2132.0,01,AL,003
225,01003011300,2017,3834.0,2370.0,2235.0,01,AL,003
226,01003011300,2018,3950.0,2251.0,2127.0,01,AL,003
227,01003011300,2019,4235.0,2336.0,2239.0,01,AL,003
228,01003011300,2020,4695.0,2595.0,2541.0,01,AL,003
229,01003011300,2021,5826.0,3345.0,3193.6666666666665,01,AL,003
230,01003011300,2022,6957.0,4095.0,3846.333333333333,01,AL,003
231,01003011401,2016,8088.0,4845.0,4499.0,01,AL,003
232,01003011401,2017,8419.0,5058.0,4695.0,01,AL,003
233,01003011401,2018,9355.0,5734.0,5509.0,01,AL,003
234,01003011401,2019,9736.0,6316.0,5957.0,01,AL,003
235,01003011401,2020,9380.75,5965.0,5605.25,01,AL,003
236,01003011401,2021,9025.5,5614.0,5253.5,01,AL,003
237,01003011401,2022,8670.25,5263.0,4901.75,01,AL,003
238,01003011403,2016,8315.0,4912.0,4550.0,01,AL,003
239,01003011403,2017,8780.0,4879.0,4572.0,01,AL,003
240,01003011403,2018,9071.0,5434.0,5167.0,01,AL,003
241,01003011403,2019,9595.0,5596.0,5163.0,01,AL,003
242,01003011403,2020,8106.75,4668.25,4304.0,01,AL,003
243,01003011403,2021,6618.5,3740.5,3445.0,01,AL,003
244,01003011403,2022,5130.25,2812.75,2586.0,01,AL,003
245,01003011405,2016,3642.0,1885.0,1727.0,01,AL,003
246,01003011405,2017,3832.0,1944.0,1836.0,01,AL,003
247,01003011405,2018,4091.0,2092.0,1987.0,01,AL,003
248,01003011405,2019,4207.0,2064.0,1992.0,01,AL,003
249,01003011405,2020,3920.0,2097.5,2026.5,01,AL,003
250,01003011405,2021,3633.0,2131.0,2061.0,01,AL,003
251,01003011405,2022,3346.0,2164.5,2095.5,01,AL,003
252,01003011406,2016,3059.0,2198.0,2130.0,01,AL,003
253,01003011406,2017,2776.0,1852.0,1738.0,01,AL,003
254,01003011406,2018,2559.0,1696.0,1632.0,01,AL,003
255,01003011406,2019,2779.0,1876.0,1795.0,01,AL,003
256,01003011406,2020,3197.5,1947.75,1792.25,01,AL,003
257,01003011406,2021,3616.0,2019.5,1789.5,01,AL,003
258,01003011406,2022,4034.5,2091.25,1786.75,01,AL,003
259,01003011407,2016,4453.0,2163.0,1784.0,01,AL,003
260,01003011407,2017,4957.0,2438.0,2247.0,01,AL,003
261,01003011407,2018,4830.0,2325.0,2262.0,01,AL,003
262,01003011407,2019,4687.0,2353.0,2289.0,01,AL,003
263,01003011407,2020,3690.0,1856.0,1783.25,01,AL,003
264,01003011407,2021,2693.0,1359.0,1277.5,01,AL,003
265,01003011407,2022,1696.0,862.0,771.75,01,AL,003
266,01003011408,2016,699.0,365.0,266.0,01,AL,003
267,01003011408,2017,688.0,350.0,247.0,01,AL,003
268,01003011408,2018,568.0,283.0,248.0,01,AL,003
269,01003011408,2019,513.0,217.0,206.0,01,AL,003
270,01003011408,2020,1613.75,853.25,789.5,01,AL,003
271,01003011408,2021,2714.5,1489.5,1373.0,01,AL,003
272,01003011408,2022,3815.25,2125.75,1956.5,01,AL,003
273,01003011501,2016,4916.0,2762.0,2540.0,01,AL,003
274,01003011501,2017,5397.0,3234.0,3004.0,01,AL,003
275,01003011501,2018,5075.0,2862.0,2695.0,01,AL,003
276,01003011501,2019,6013.0,3096.0,2958.0,01,AL,003
277,01003011501,2020,6151.0,2920.0,2814.0,01,AL,003
278,01003011501,2021,7309.333333333333,3643.3333333333335,3384.0,01,AL,003
279,01003011501,2022,8467.666666666666,4366.666666666667,3954.0,01,AL,003
280,01003011502,2016,9626.0,5090.0,4524.0,01,AL,003
281,01003011502,2017,9896.0,5556.0,4873.0,01,AL,003
282,01003011502,2018,10483.0,5971.0,5607.0,01,AL,003
283,01003011502,2019,10812.0,6169.0,5884.0,01,AL,003
284,01003011502,2020,9433.25,5433.75,5184.75,01,AL,003
285,01003011502,2021,8054.5,4698.5,4485.5,01,AL,003
286,01003011502,2022,6675.75,3963.25,3786.25,01,AL,003
287,01003011601,2016,5297.0,3228.0,3087.0,01,AL,003
288,01003011601,2017,5633.0,3364.0,3260.0,01,AL,003
289,01003011601,2018,5050.0,2875.0,2755.0,01,AL,003
290,01003011601,2019,4917.0,2785.0,2712.0,01,AL,003
291,01003011601,2020,4754.0,2652.0,2537.0,01,AL,003
292,01003011601,2021,4802.333333333333,2487.333333333333,2370.0,01,AL,003
293,01003011601,2022,4850.666666666667,2322.6666666666665,2203.0,01,AL,003
294,01003011602,2016,4899.0,2158.0,2036.0,01,AL,003
295,01003011602,2017,4877.0,2114.0,1957.0,01,AL,003
296,01003011602,2018,5037.0,2241.0,2118.0,01,AL,003
297,01003011602,2019,5519.0,2264.0,2135.0,01,AL,003
298,01003011602,2020,4139.25,1698.0,1601.25,01,AL,003
299,01003011602,2021,2759.5,1132.0,1067.5,01,AL,003
300,01003011602,2022,1379.75,566.0,533.75,01,AL,003
301,01003990000,2016,0.0,0.0,0.0,01,AL,003
302,01003990000,2017,0.0,0.0,0.0,01,AL,003
303,01003990000,2018,0.0,0.0,0.0,01,AL,003
304,01003990000,2019,0.0,0.0,0.0,01,AL,003
305,01003990000,2020,683.75,375.0,308.0,01,AL,003
306,01003990000,2021,1367.5,750.0,616.0,01,AL,003
307,01003990000,2022,2051.25,1125.0,924.0,01,AL,003
308,01005950100,2016,2735.0,1500.0,1232.0,01,AL,005
309,01005950100,2017,2522.0,1337.0,1107.0,01,AL,005
310,01005950100,2018,2377.0,1209.0,1065.0,01,AL,005
311,01005950100,2019,2454.0,1196.0,1023.0,01,AL,005
312,01005950100,2020,2345.0,1338.0,1155.0,01,AL,005
313,01005950100,2021,2906.333333333333,1323.6666666666667,1116.3333333333333,01,AL,005
314,01005950100,2022,3467.666666666667,1309.3333333333333,1077.6666666666667,01,AL,005
315,01005950200,2016,4029.0,1295.0,1039.0,01,AL,005
316,01005950200,2017,3903.0,1252.0,1047.0,01,AL,005
317,01005950200,2018,3442.0,956.0,876.0,01,AL,005
318,01005950200,2019,3537.0,987.0,928.0,01,AL,005
319,01005950200,2020,3631.0,993.0,962.0,01,AL,005
320,01005950200,2021,2861.333333333333,871.3333333333334,834.0,01,AL,005
321,01005950200,2022,2091.666666666667,749.6666666666666,706.0,01,AL,005
322,01005950300,2016,1322.0,628.0,578.0,01,AL,005
323,01005950300,2017,1423.0,680.0,616.0,01,AL,005
324,01005950300,2018,1342.0,678.0,635.0,01,AL,005
325,01005950300,2019,1296.0,664.0,624.0,01,AL,005
326,01005950300,2020,1305.0,729.0,706.0,01,AL,005
327,01005950300,2021,1947.6666666666663,843.0,804.6666666666666,01,AL,005
328,01005950300,2022,2590.333333333333,957.0,903.3333333333334,01,AL,005
329,01005950400,2016,3233.0,1071.0,1002.0,01,AL,005
330,01005950400,2017,3232.0,1115.0,1052.0,01,AL,005
331,01005950400,2018,3307.0,1005.0,952.0,01,AL,005
332,01005950400,2019,3285.0,1006.0,955.0,01,AL,005
333,01005950400,2020,3354.0,1094.0,1017.0,01,AL,005
334,01005950400,2021,3089.0,1176.6666666666667,1083.0,01,AL,005
335,01005950400,2022,2824.0,1259.3333333333333,1149.0,01,AL,005
336,01005950500,2016,2559.0,1342.0,1215.0,01,AL,005
337,01005950500,2017,2633.0,1422.0,1276.0,01,AL,005
338,01005950500,2018,2791.0,1537.0,1411.0,01,AL,005
339,01005950500,2019,2628.0,1413.0,1281.0,01,AL,005
340,01005950500,2020,2633.0,1470.0,1384.0,01,AL,005
341,01005950500,2021,2251.0,1261.6666666666667,1183.0,01,AL,005
342,01005950500,2022,1869.0,1053.3333333333333,982.0,01,AL,005
343,01005950600,2016,1487.0,845.0,781.0,01,AL,005
344,01005950600,2017,1507.0,896.0,828.0,01,AL,005
345,01005950600,2018,1429.0,882.0,817.0,01,AL,005
346,01005950600,2019,1439.0,867.0,807.0,01,AL,005
347,01005950600,2020,1369.0,814.0,774.0,01,AL,005
348,01005950600,2021,1386.6666666666667,799.0,747.3333333333334,01,AL,005
349,01005950600,2022,1404.3333333333333,784.0,720.6666666666666,01,AL,005
350,01005950700,2016,1422.0,769.0,694.0,01,AL,005
351,01005950700,2017,1402.0,700.0,618.0,01,AL,005
352,01005950700,2018,1359.0,688.0,602.0,01,AL,005
353,01005950700,2019,1264.0,557.0,474.0,01,AL,005
354,01005950700,2020,1225.0,572.0,535.0,01,AL,005
355,01005950700,2021,1395.6666666666667,731.0,680.6666666666666,01,AL,005
356,01005950700,2022,1566.3333333333333,890.0,826.3333333333333,01,AL,005
357,01005950800,2016,1737.0,1049.0,972.0,01,AL,005
358,01005950800,2017,1648.0,1029.0,901.0,01,AL,005
359,01005950800,2018,1783.0,1064.0,960.0,01,AL,005
360,01005950800,2019,1812.0,1138.0,1061.0,01,AL,005
361,01005950800,2020,1905.0,996.0,900.0,01,AL,005
362,01005950800,2021,2254.0,1269.6666666666667,1093.3333333333333,01,AL,005
363,01005950800,2022,2603.0,1543.3333333333337,1286.6666666666667,01,AL,005
364,01005950900,2016,2952.0,1817.0,1480.0,01,AL,005
365,01005950900,2017,2971.0,1708.0,1433.0,01,AL,005
366,01005950900,2018,3118.0,1619.0,1402.0,01,AL,005
367,01005950900,2019,2921.0,1434.0,1260.0,01,AL,005
368,01005950900,2020,2640.0,1350.0,1274.0,01,AL,005
369,01005950900,2021,2527.333333333333,1264.3333333333333,1171.3333333333333,01,AL,005
370,01005950900,2022,2414.6666666666665,1178.6666666666667,1068.6666666666667,01,AL,005
371,01007010001,2016,2302.0,1093.0,966.0,01,AL,007
372,01007010001,2017,2109.0,955.0,845.0,01,AL,007
373,01007010001,2018,1893.0,871.0,836.0,01,AL,007
374,01007010001,2019,1813.0,735.0,735.0,01,AL,007
375,01007010001,2020,1599.0,743.0,736.0,01,AL,007
376,01007010001,2021,2702.666666666667,1326.6666666666663,1246.0,01,AL,007
377,01007010001,2022,3806.3333333333335,1910.3333333333333,1756.0,01,AL,007
378,01007010002,2016,4910.0,2494.0,2266.0,01,AL,007
379,01007010002,2017,4726.0,2348.0,2174.0,01,AL,007
380,01007010002,2018,4841.0,2609.0,2422.0,01,AL,007
381,01007010002,2019,4664.0,2627.0,2330.0,01,AL,007
382,01007010002,2020,4463.0,2542.0,2269.75,01,AL,007
383,01007010002,2021,4262.0,2457.0,2209.5,01,AL,007
384,01007010002,2022,4061.0,2372.0,2149.25,01,AL,007
385,01007010003,2016,3860.0,2287.0,2089.0,01,AL,007
386,01007010003,2017,4007.0,2594.0,2311.0,01,AL,007
387,01007010003,2018,3946.0,2457.0,2159.0,01,AL,007
388,01007010003,2019,3971.0,2474.0,2253.0,01,AL,007
389,01007010003,2020,4834.25,2637.5,2448.0,01,AL,007
390,01007010003,2021,5697.5,2801.0,2643.0,01,AL,007
391,01007010003,2022,6560.75,2964.5,2838.0,01,AL,007
392,01007010004,2016,7424.0,3128.0,3033.0,01,AL,007
393,01007010004,2017,7573.0,3004.0,2841.0,01,AL,007
394,01007010004,2018,7790.0,2820.0,2682.0,01,AL,007
395,01007010004,2019,8044.0,3210.0,3069.0,01,AL,007
396,01007010004,2020,7648.5,3223.75,3069.0,01,AL,007
397,01007010004,2021,7253.0,3237.5,3069.0,01,AL,007
398,01007010004,2022,6857.5,3251.25,3069.0,01,AL,007
399,01009050101,2016,6462.0,3265.0,3069.0,01,AL,009
400,01009050101,2017,6224.0,3169.0,3009.0,01,AL,009
401,01009050101,2018,6324.0,3062.0,2907.0,01,AL,009
402,01009050101,2019,6188.0,3020.0,2870.0,01,AL,009
403,01009050101,2020,6030.5,2966.75,2813.75,01,AL,009
404,01009050101,2021,5873.0,2913.5,2757.5,01,AL,009
405,01009050101,2022,5715.5,2860.25,2701.25,01,AL,009
406,01009050102,2016,5558.0,2807.0,2645.0,01,AL,009
407,01009050102,2017,5576.0,2891.0,2746.0,01,AL,009
408,01009050102,2018,5509.0,2817.0,2714.0,01,AL,009
409,01009050102,2019,5624.0,2684.0,2561.0,01,AL,009
410,01009050102,2020,4891.75,2387.25,2280.75,01,AL,009
411,01009050102,2021,4159.5,2090.5,2000.5,01,AL,009
412,01009050102,2022,3427.25,1793.75,1720.25,01,AL,009
413,01009050200,2016,2695.0,1497.0,1440.0,01,AL,009
414,01009050200,2017,2767.0,1540.0,1493.0,01,AL,009
415,01009050200,2018,2987.0,1703.0,1672.0,01,AL,009
416,01009050200,2019,3136.0,1865.0,1831.0,01,AL,009
417,01009050200,2020,3153.0,1663.0,1611.0,01,AL,009
418,01009050200,2021,3458.0,1691.0,1619.6666666666667,01,AL,009
419,01009050200,2022,3763.0,1719.0,1628.3333333333333,01,AL,009
420,01009050300,2016,4068.0,1747.0,1637.0,01,AL,009
421,01009050300,2017,3977.0,1647.0,1568.0,01,AL,009
422,01009050300,2018,3951.0,1432.0,1377.0,01,AL,009
423,01009050300,2019,4093.0,1610.0,1570.0,01,AL,009
