,tract,year,16+_Pop,16+_Labor,16+_Employed
106,4001970502,2017,3031.0,1464.0,1300.0
107,4001970502,2018,3261.0,1489.0,1367.0
108,4001970502,2019,3223.0,1483.0,1370.0
109,4001970502,2020,3349.0,1395.0,1292.0
110,4001970502,2021,2667.0,1127.3333333333333,1044.0
111,4001970502,2022,1985.0,859.6666666666666,796.0
112,4003000100,2016,1303.0,592.0,548.0
113,4003000100,2017,1332.0,602.0,575.0
114,4003000100,2018,1407.0,686.0,655.0
115,4003000100,2019,1443.0,668.0,661.0
116,4003000100,2020,1703.0,875.25,837.75
117,4003000100,2021,1963.0,1082.5,1014.5
118,4003000100,2022,2223.0,1289.75,1191.25
119,4003000201,2016,2483.0,1497.0,1368.0
120,4003000201,2017,2408.0,1290.0,1134.0
121,4003000201,2018,2637.0,1417.0,1278.0
122,4003000201,2019,2759.0,1491.0,1371.0
123,4003000201,2020,2665.0,1537.0,1453.0
124,4003000201,2021,2775.3333333333335,1573.6666666666667,1475.6666666666667
125,4003000201,2022,2885.6666666666665,1610.3333333333333,1498.3333333333333
126,4003000202,2016,2996.0,1647.0,1521.0
127,4003000202,2017,2755.0,1470.0,1391.0
128,4003000202,2018,2748.0,1413.0,1315.0
129,4003000202,2019,2610.0,1380.0,1255.0
130,4003000202,2020,2614.0,1410.0,1293.0
131,4003000202,2021,2523.0,1236.0,1127.3333333333333
132,4003000202,2022,2432.0,1062.0,961.6666666666667
133,4003000203,2016,2341.0,888.0,796.0
134,4003000203,2017,2263.0,856.0,772.0
135,4003000203,2018,2211.0,880.0,835.0
136,4003000203,2019,2235.0,924.0,873.0
137,4003000203,2020,2365.0,1018.0,949.0
138,4003000203,2021,2633.0,1127.3333333333333,1036.6666666666667
139,4003000203,2022,2901.0,1236.6666666666667,1124.3333333333333
140,4003000301,2016,3169.0,1346.0,1212.0
141,4003000301,2017,3200.0,1302.0,1166.0
142,4003000301,2018,3129.0,1231.0,1077.0
143,4003000301,2019,3070.0,1182.0,1087.0
144,4003000301,2020,3003.0,1358.0,1278.0
145,4003000301,2021,3295.0,1461.6666666666667,1396.0
146,4003000301,2022,3587.0,1565.3333333333333,1514.0
147,4003000302,2016,3879.0,1669.0,1632.0
