,tract,year,16+_Pop,16+_Labor,16+_Employed,state_code,state,county
0,12001000200,2016,7228.0,3465.0,3012.0,12,FL,001
1,12001000200,2017,6681.0,3151.0,2923.0,12,FL,001
2,12001000200,2018,6534.0,3140.0,2913.0,12,FL,001
3,12001000200,2019,7399.0,4067.0,3851.0,12,FL,001
4,12001000200,2020,6360.75,3581.5,3356.5,12,FL,001
5,12001000200,2021,5322.5,3096.0,2862.0,12,FL,001
6,12001000200,2022,4284.25,2610.5,2367.5,12,FL,001
7,12001000301,2016,3246.0,2125.0,1873.0,12,FL,001
8,12001000301,2017,3499.0,2397.0,2161.0,12,FL,001
9,12001000301,2018,3871.0,2646.0,2417.0,12,FL,001
10,12001000301,2019,3898.0,2504.0,2397.0,12,FL,001
11,12001000301,2020,3601.0,2353.0,2252.0,12,FL,001
12,12001000301,2021,3095.0,1994.0,1841.0,12,FL,001
13,12001000301,2022,2589.0,1635.0,1430.0,12,FL,001
14,12001000302,2016,2083.0,1276.0,1019.0,12,FL,001
15,12001000302,2017,2047.0,1241.0,1064.0,12,FL,001
16,12001000302,2018,1967.0,1259.0,1103.0,12,FL,001
17,12001000302,2019,1960.0,1174.0,1078.0,12,FL,001
18,12001000302,2020,1896.0,1038.0,1019.0,12,FL,001
19,12001000302,2021,2563.6666666666665,1477.0,1380.6666666666667,12,FL,001
20,12001000302,2022,3231.333333333333,1916.0,1742.3333333333337,12,FL,001
21,12001000400,2016,3899.0,2355.0,2104.0,12,FL,001
22,12001000400,2017,4258.0,2565.0,2333.0,12,FL,001
23,12001000400,2018,4711.0,3107.0,2846.0,12,FL,001
24,12001000400,2019,4409.0,3199.0,2951.0,12,FL,001
25,12001000400,2020,4498.0,3180.0,2906.0,12,FL,001
26,12001000400,2021,4463.0,3133.0,2811.0,12,FL,001
27,12001000400,2022,4428.0,3086.0,2716.0,12,FL,001
28,12001000500,2016,4393.0,3039.0,2621.0,12,FL,001
29,12001000500,2017,4647.0,3286.0,2825.0,12,FL,001
30,12001000500,2018,4560.0,3265.0,3076.0,12,FL,001
31,12001000500,2019,4381.0,3184.0,3079.0,12,FL,001
32,12001000500,2020,4097.0,3149.0,3081.0,12,FL,001
33,12001000500,2021,3828.6666666666665,2695.6666666666665,2516.333333333333,12,FL,001
34,12001000500,2022,3560.333333333333,2242.333333333333,1951.6666666666667,12,FL,001
35,12001000600,2016,3292.0,1789.0,1387.0,12,FL,001
36,12001000600,2017,3555.0,1977.0,1541.0,12,FL,001
37,12001000600,2018,3835.0,2181.0,1776.0,12,FL,001
38,12001000600,2019,3361.0,2090.0,1875.0,12,FL,001
39,12001000600,2020,3701.0,1980.0,1783.0,12,FL,001
40,12001000600,2021,4226.333333333333,2192.0,1925.6666666666667,12,FL,001
41,12001000600,2022,4751.666666666667,2404.0,2068.333333333333,12,FL,001
42,12001000700,2016,5277.0,2616.0,2211.0,12,FL,001
43,12001000700,2017,5176.0,2526.0,2197.0,12,FL,001
44,12001000700,2018,5284.0,2822.0,2520.0,12,FL,001
45,12001000700,2019,5671.0,3103.0,2778.0,12,FL,001
46,12001000700,2020,5581.0,3156.0,2949.0,12,FL,001
47,12001000700,2021,4343.0,2434.333333333333,2265.0,12,FL,001
48,12001000700,2022,3105.0,1712.6666666666667,1581.0,12,FL,001
49,12001000806,2016,1867.0,991.0,897.0,12,FL,001
50,12001000806,2017,1993.0,1082.0,989.0,12,FL,001
51,12001000806,2018,2268.0,1304.0,1197.0,12,FL,001
52,12001000806,2019,2301.0,1278.0,1200.0,12,FL,001
53,12001000806,2020,1114.0,516.0,478.0,12,FL,001
54,12001000806,2021,1968.3333333333333,1203.3333333333337,1129.0,12,FL,001
55,12001000806,2022,2822.666666666667,1890.6666666666667,1780.0,12,FL,001
56,12001000808,2016,3677.0,2578.0,2431.0,12,FL,001
57,12001000808,2017,3093.0,2202.0,2066.0,12,FL,001
58,12001000808,2018,2930.0,1974.0,1790.0,12,FL,001
59,12001000808,2019,3000.0,2053.0,1923.0,12,FL,001
60,12001000808,2020,2755.0,2123.0,2002.0,12,FL,001
61,12001000808,2021,2214.0,1626.6666666666667,1528.6666666666667,12,FL,001
62,12001000808,2022,1673.0,1130.3333333333337,1055.3333333333337,12,FL,001
63,12001000809,2016,1132.0,634.0,582.0,12,FL,001
64,12001000809,2017,1146.0,593.0,547.0,12,FL,001
65,12001000809,2018,1159.0,598.0,545.0,12,FL,001
66,12001000809,2019,1181.0,602.0,569.0,12,FL,001
