,tract,year,population,white_pop,Black_pop,Native_pop,Asian_pop,Pacific_pop,male_population,female_population,0-19_pop,20-29_pop,30-39_pop,40-49_pop,50-59_pop,60-69_pop,70+_pop
8972,12057010814,2021,2482.3333333333335,1053.6666666666667,962.6666666666666,15.0,107.0,0.0,1209.0,1273.3333333333333,510.6666666666667,680.6666666666666,263.6666666666667,311.3333333333333,146.66666666666666,174.66666666666666,394.66666666666663
8973,12057010814,2022,2091.6666666666665,855.3333333333333,924.3333333333334,22.5,60.0,0.0,1025.0,1066.6666666666667,493.3333333333333,520.3333333333333,265.3333333333333,249.66666666666669,193.33333333333331,141.33333333333331,228.33333333333331
8974,12057010815,2016,1701.0,657.0,886.0,30.0,13.0,0.0,841.0,860.0,476.0,360.0,267.0,188.0,240.0,108.0,62.0
8975,12057010815,2017,1870.0,766.0,877.0,76.0,47.0,6.0,1017.0,853.0,489.0,365.0,304.0,222.0,260.0,157.0,73.0
8976,12057010815,2018,1786.0,737.0,719.0,90.0,58.0,7.0,963.0,823.0,414.0,328.0,339.0,230.0,231.0,162.0,82.0
8977,12057010815,2019,2274.0,928.0,940.0,99.0,55.0,7.0,1157.0,1117.0,776.0,343.0,441.0,222.0,242.0,189.0,61.0
8978,12057010815,2020,1926.0,763.0,696.0,92.0,49.0,9.0,1003.0,923.0,481.0,287.0,387.0,258.0,203.0,244.0,66.0
8979,12057010815,2021,2642.3333333333335,982.3333333333334,1071.0,67.0,48.333333333333336,6.0,1334.0,1308.3333333333333,707.3333333333334,486.66666666666663,457.3333333333333,361.3333333333333,269.3333333333333,219.66666666666666,140.66666666666669
8980,12057010815,2022,3358.666666666667,1201.6666666666667,1446.0,42.0,47.666666666666664,3.0,1665.0,1693.6666666666665,933.6666666666667,686.3333333333333,527.6666666666666,464.66666666666663,335.66666666666663,195.33333333333334,215.33333333333334
8981,12057010816,2016,4075.0,1421.0,1821.0,17.0,47.0,0.0,1996.0,2079.0,1160.0,886.0,598.0,568.0,402.0,171.0,290.0
8982,12057010816,2017,3795.0,1419.0,1677.0,0.0,105.0,0.0,1779.0,2016.0,961.0,804.0,534.0,596.0,419.0,199.0,282.0
8983,12057010816,2018,4064.0,1361.0,1931.0,0.0,130.0,0.0,1994.0,2070.0,1200.0,832.0,410.0,562.0,500.0,241.0,319.0
8984,12057010816,2019,3897.0,1207.0,1896.0,0.0,159.0,0.0,1915.0,1982.0,1082.0,817.0,442.0,487.0,494.0,285.0,290.0
8985,12057010816,2020,3430.0,921.0,1713.0,27.0,229.0,0.0,1648.0,1782.0,975.0,624.0,446.0,384.0,382.0,302.0,317.0
8986,12057010816,2021,3840.3333333333335,1539.0,1437.0,54.0,184.66666666666666,0.0,1838.6666666666667,2001.6666666666667,1150.3333333333333,700.0,549.3333333333334,439.3333333333333,401.0,322.0,278.3333333333333
8987,12057010816,2022,4250.666666666667,2157.0,1161.0,81.0,140.33333333333331,0.0,2029.3333333333333,2221.3333333333335,1325.6666666666667,776.0,652.6666666666666,494.6666666666667,420.0,342.0,239.66666666666669
8988,12057010817,2016,4661.0,2775.0,885.0,108.0,96.0,0.0,2220.0,2441.0,1501.0,852.0,756.0,550.0,439.0,362.0,201.0
8989,12057010817,2017,4524.0,2477.0,950.0,137.0,142.0,0.0,2182.0,2342.0,1358.0,790.0,768.0,602.0,405.0,423.0,178.0
8990,12057010817,2018,4547.0,2651.0,989.0,121.0,124.0,0.0,2310.0,2237.0,1325.0,839.0,803.0,638.0,378.0,395.0,169.0
8991,12057010817,2019,4786.0,3056.0,1051.0,12.0,69.0,0.0,2421.0,2365.0,1509.0,808.0,759.0,669.0,484.0,385.0,172.0
8992,12057010817,2020,2843.0,1232.0,1114.0,12.0,24.0,0.0,1303.0,1540.0,923.0,563.0,542.0,418.0,237.0,139.0,21.0
8993,12057010817,2021,3645.0,1414.3333333333333,1392.3333333333333,12.0,37.0,0.0,1800.3333333333333,1844.6666666666667,1125.0,739.6666666666666,725.0,448.3333333333333,277.6666666666667,245.0,84.33333333333334
8994,12057010817,2022,4447.0,1596.6666666666667,1670.6666666666665,12.0,50.0,0.0,2297.6666666666665,2149.3333333333335,1327.0,916.3333333333333,908.0,478.6666666666667,318.3333333333333,351.0,147.66666666666669
8995,12057010818,2016,5249.0,1779.0,1949.0,12.0,63.0,0.0,2795.0,2454.0,1529.0,1093.0,1091.0,509.0,359.0,457.0,211.0
8996,12057010818,2017,5488.0,2356.0,1742.0,0.0,56.0,0.0,2966.0,2522.0,1425.0,1388.0,1083.0,451.0,395.0,500.0,246.0
8997,12057010818,2018,5347.0,2343.0,1629.0,0.0,0.0,0.0,2931.0,2416.0,1224.0,1464.0,969.0,483.0,428.0,505.0,274.0
8998,12057010818,2019,5066.0,2154.0,1642.0,0.0,7.0,0.0,2836.0,2230.0,1187.0,1256.0,886.0,420.0,543.0,469.0,305.0
8999,12057010818,2020,5098.0,2580.75,1375.75,2.5,80.75,2.25,2646.25,2451.75,1862.25,1264.5,664.5,315.0,407.5,352.25,232.0
9000,12057010818,2021,5130.0,3007.5,1109.5,5.0,154.5,4.5,2456.5,2673.5,2537.5,1273.0,443.0,210.0,272.0,235.5,159.0
9001,12057010818,2022,5162.0,3434.25,843.25,7.5,228.25,6.75,2266.75,2895.25,3212.75,1281.5,221.5,105.0,136.5,118.75,86.0
9002,12057010900,2016,5194.0,3861.0,577.0,10.0,302.0,9.0,2077.0,3117.0,3888.0,1290.0,0.0,0.0,1.0,2.0,13.0
9003,12057010900,2017,5375.0,4058.0,617.0,9.0,284.0,0.0,2069.0,3306.0,3973.0,1377.0,0.0,0.0,1.0,10.0,14.0
9004,12057010900,2018,5418.0,3909.0,724.0,6.0,313.0,0.0,2143.0,3275.0,4085.0,1306.0,0.0,0.0,0.0,12.0,15.0
9005,12057010900,2019,5331.0,3864.0,790.0,16.0,225.0,8.0,2116.0,3215.0,3967.0,1340.0,0.0,0.0,0.0,11.0,13.0
9006,12057010900,2020,5299.0,3870.0,785.0,20.0,215.0,8.0,2053.0,3246.0,3901.0,1374.0,115.0,140.25,143.0,12.0,12.0
9007,12057010900,2021,4990.333333333333,3536.0,809.3333333333334,13.333333333333332,218.0,5.333333333333334,2144.0,2846.3333333333335,2891.0,1299.3333333333333,230.0,280.5,286.0,149.0,120.0
9008,12057010900,2022,4681.666666666667,3202.0,833.6666666666666,6.666666666666666,221.0,2.666666666666667,2235.0,2446.6666666666665,1881.0,1224.6666666666667,345.0,420.75,429.0,286.0,228.0
9009,12057011003,2016,4373.0,2868.0,858.0,0.0,224.0,0.0,2326.0,2047.0,871.0,1150.0,460.0,561.0,572.0,423.0,336.0
9010,12057011003,2017,4623.0,3039.0,737.0,0.0,237.0,0.0,2482.0,2141.0,912.0,1399.0,404.0,536.0,646.0,418.0,308.0
9011,12057011003,2018,5010.0,3268.0,786.0,0.0,247.0,0.0,2605.0,2405.0,946.0,1439.0,550.0,495.0,693.0,479.0,408.0
9012,12057011003,2019,5089.0,3272.0,774.0,0.0,263.0,0.0,2568.0,2521.0,924.0,1390.0,690.0,437.0,819.0,444.0,385.0
9013,12057011003,2020,4792.0,3622.0,899.0,5.5,127.0,0.0,2317.0,2475.0,1147.0,898.0,839.0,454.0,605.0,454.0,395.0
9014,12057011003,2021,4153.0,3134.3333333333335,707.0,11.0,115.0,0.0,2022.3333333333333,2130.6666666666665,997.3333333333334,694.6666666666666,639.3333333333334,452.0,581.6666666666666,430.6666666666667,357.3333333333333
9015,12057011003,2022,3514.0,2646.6666666666665,515.0,16.5,103.0,0.0,1727.6666666666665,1786.3333333333335,847.6666666666667,491.3333333333333,439.6666666666667,450.0,558.3333333333334,407.3333333333333,319.6666666666667
9016,12057011005,2016,2875.0,2159.0,323.0,22.0,91.0,0.0,1433.0,1442.0,698.0,288.0,240.0,448.0,535.0,384.0,282.0
9017,12057011005,2017,2893.0,2138.0,443.0,40.0,95.0,0.0,1394.0,1499.0,691.0,324.0,260.0,454.0,499.0,386.0,279.0
9018,12057011005,2018,2783.0,2425.0,118.0,8.0,76.0,0.0,1433.0,1350.0,633.0,200.0,332.0,392.0,529.0,395.0,302.0
9019,12057011005,2019,2865.0,2594.0,51.0,8.0,63.0,0.0,1535.0,1330.0,660.0,176.0,357.0,577.0,377.0,421.0,297.0
9020,12057011005,2020,2877.0,2474.0,130.0,8.0,61.0,0.0,1597.0,1280.0,672.0,194.0,463.0,367.0,406.0,405.0,370.0
9021,12057011005,2021,3709.6666666666665,3288.6666666666665,130.0,6.333333333333333,61.333333333333336,0.0,1961.0,1748.6666666666667,930.0,348.66666666666663,551.3333333333334,440.6666666666667,566.6666666666666,475.3333333333333,397.0
9022,12057011005,2022,4542.333333333333,4103.333333333333,130.0,4.666666666666666,61.666666666666664,0.0,2325.0,2217.3333333333335,1188.0,503.3333333333333,639.6666666666666,514.3333333333334,727.3333333333333,545.6666666666666,424.0
9023,12057011006,2016,5375.0,4918.0,130.0,3.0,62.0,0.0,2689.0,2686.0,1446.0,658.0,728.0,588.0,888.0,616.0,451.0
9024,12057011006,2017,5557.0,4877.0,177.0,4.0,155.0,0.0,2829.0,2728.0,1435.0,717.0,688.0,621.0,996.0,654.0,446.0
9025,12057011006,2018,5547.0,4800.0,190.0,6.0,162.0,0.0,2728.0,2819.0,1408.0,707.0,699.0,606.0,908.0,729.0,490.0
9026,12057011006,2019,5770.0,4958.0,238.0,7.0,184.0,0.0,2880.0,2890.0,1459.0,802.0,676.0,696.0,856.0,794.0,487.0
9027,12057011006,2020,6172.0,4385.0,232.0,11.75,246.0,0.0,3191.0,2981.0,1646.0,798.0,716.0,614.0,833.0,948.0,617.0
9028,12057011006,2021,5224.333333333333,3908.0,216.33333333333334,16.5,213.66666666666666,0.0,2659.3333333333335,2565.0,1350.0,615.6666666666666,580.0,571.3333333333334,766.6666666666666,769.6666666666666,571.0
9029,12057011006,2022,4276.666666666667,3431.0,200.66666666666666,21.25,181.33333333333331,0.0,2127.666666666667,2149.0,1054.0,433.3333333333333,444.0,528.6666666666666,700.3333333333334,591.3333333333333,525.0
9030,12057011007,2016,3329.0,2954.0,185.0,26.0,149.0,0.0,1596.0,1733.0,758.0,251.0,308.0,486.0,634.0,413.0,479.0
9031,12057011007,2017,3249.0,2928.0,145.0,0.0,170.0,0.0,1589.0,1660.0,762.0,209.0,297.0,425.0,581.0,502.0,473.0
9032,12057011007,2018,3149.0,2886.0,109.0,0.0,147.0,0.0,1583.0,1566.0,654.0,200.0,281.0,417.0,562.0,579.0,456.0
9033,12057011007,2019,3163.0,2931.0,73.0,0.0,144.0,0.0,1610.0,1553.0,602.0,221.0,357.0,374.0,599.0,614.0,396.0
9034,12057011007,2020,3276.0,2773.0,75.0,0.0,73.0,0.0,1573.0,1703.0,482.0,349.0,354.0,278.0,800.0,595.0,418.0
9035,12057011007,2021,4466.666666666667,3505.3333333333335,271.33333333333337,0.0,293.66666666666663,0.0,2075.0,2391.6666666666665,916.3333333333333,753.6666666666667,487.33333333333337,589.0,829.0,507.6666666666667,383.6666666666667
9036,12057011007,2022,5657.333333333334,4237.666666666667,467.6666666666667,0.0,514.3333333333333,0.0,2577.0,3080.333333333333,1350.6666666666665,1158.3333333333335,620.6666666666667,900.0,858.0,420.33333333333337,349.3333333333333
9037,12057011008,2016,6848.0,4970.0,664.0,0.0,735.0,0.0,3079.0,3769.0,1785.0,1563.0,754.0,1211.0,887.0,333.0,315.0
9038,12057011008,2017,6878.0,4838.0,671.0,105.0,763.0,0.0,3044.0,3834.0,1842.0,1368.0,908.0,1019.0,1012.0,410.0,319.0
9039,12057011008,2018,6839.0,4543.0,781.0,99.0,923.0,0.0,3274.0,3565.0,1538.0,1427.0,1011.0,1047.0,956.0,533.0,327.0
9040,12057011008,2019,6712.0,4419.0,864.0,145.0,945.0,0.0,3391.0,3321.0,1503.0,1273.0,1103.0,1055.0,879.0,600.0,299.0
9041,12057011008,2020,7619.0,4515.0,1308.0,176.0,855.0,0.0,4047.0,3572.0,2210.0,1133.0,1297.0,1153.0,923.0,568.0,335.0
9042,12057011008,2021,6844.333333333333,4123.666666666667,1414.6666666666667,117.33333333333334,636.6666666666666,0.0,3404.0,3440.3333333333335,1844.6666666666667,1433.3333333333333,1021.6666666666667,976.3333333333334,771.6666666666666,501.6666666666667,295.0
9043,12057011008,2022,6069.666666666667,3732.3333333333335,1521.3333333333333,58.66666666666667,418.3333333333333,0.0,2761.0,3308.6666666666665,1479.3333333333335,1733.6666666666665,746.3333333333334,799.6666666666667,620.3333333333333,435.33333333333337,255.0
9044,12057011010,2016,5295.0,3341.0,1628.0,0.0,200.0,0.0,2118.0,3177.0,1114.0,2034.0,471.0,623.0,469.0,369.0,215.0
9045,12057011010,2017,5081.0,3177.0,1398.0,0.0,178.0,0.0,1988.0,3093.0,923.0,1893.0,447.0,578.0,537.0,360.0,343.0
9046,12057011010,2018,5562.0,3550.0,1419.0,0.0,261.0,0.0,2170.0,3392.0,1060.0,1932.0,641.0,574.0,567.0,352.0,436.0
9047,12057011010,2019,5878.0,4080.0,1130.0,0.0,369.0,0.0,2584.0,3294.0,1155.0,1971.0,752.0,714.0,535.0,324.0,427.0
9048,12057011010,2020,5059.0,3138.0,1198.0,2.0,326.0,0.0,2198.0,2861.0,954.0,1952.0,498.0,555.0,418.0,331.0,351.0
9049,12057011010,2021,5661.333333333333,3816.3333333333335,921.0,4.0,518.0,0.0,2569.3333333333335,3092.0,1360.6666666666667,1550.6666666666667,721.0,736.6666666666666,555.0,369.6666666666667,367.6666666666667
9050,12057011010,2022,6263.666666666667,4494.666666666667,644.0,6.0,710.0,0.0,2940.6666666666665,3323.0,1767.3333333333335,1149.3333333333335,944.0,918.3333333333333,692.0,408.3333333333333,384.3333333333333
9051,12057011012,2016,6866.0,5173.0,367.0,8.0,902.0,0.0,3312.0,3554.0,2174.0,748.0,1167.0,1100.0,829.0,447.0,401.0
9052,12057011012,2017,7309.0,5463.0,581.0,7.0,885.0,0.0,3470.0,3839.0,2061.0,720.0,1219.0,1297.0,1073.0,529.0,410.0
9053,12057011012,2018,6842.0,4843.0,561.0,0.0,1182.0,0.0,3222.0,3620.0,2008.0,610.0,1084.0,1115.0,1219.0,446.0,360.0
9054,12057011012,2019,7296.0,5265.0,567.0,0.0,1192.0,0.0,3315.0,3981.0,2135.0,674.0,1108.0,1266.0,1178.0,478.0,457.0
9055,12057011012,2020,6410.25,4473.5,639.25,0.0,1065.0,0.0,2995.75,3414.5,1875.0,645.5,1013.75,1107.5,988.25,416.5,363.75
9056,12057011012,2021,5524.5,3682.0,711.5,0.0,938.0,0.0,2676.5,2848.0,1615.0,617.0,919.5,949.0,798.5,355.0,270.5
9057,12057011012,2022,4638.75,2890.5,783.75,0.0,811.0,0.0,2357.25,2281.5,1355.0,588.5,825.25,790.5,608.75,293.5,177.25
9058,12057011013,2016,3753.0,2099.0,856.0,0.0,684.0,0.0,2038.0,1715.0,1095.0,560.0,731.0,632.0,419.0,232.0,84.0
9059,12057011013,2017,3929.0,2167.0,780.0,0.0,761.0,0.0,2144.0,1785.0,1147.0,643.0,722.0,576.0,539.0,248.0,54.0
9060,12057011013,2018,4051.0,2418.0,832.0,0.0,614.0,0.0,2057.0,1994.0,1185.0,683.0,608.0,644.0,597.0,226.0,108.0
9061,12057011013,2019,4349.0,2700.0,762.0,0.0,685.0,0.0,2190.0,2159.0,1075.0,802.0,679.0,699.0,636.0,335.0,123.0
9062,12057011013,2020,4163.0,2217.0,683.0,0.0,1004.0,0.0,1975.0,2188.0,1004.0,713.0,848.0,640.0,503.0,237.0,218.0
9063,12057011013,2021,3138.666666666667,1705.3333333333333,533.6666666666666,0.0,693.6666666666667,0.0,1472.0,1666.6666666666665,769.0,579.6666666666666,613.6666666666666,492.0,376.3333333333333,160.66666666666669,147.33333333333331
9064,12057011013,2022,2114.3333333333335,1193.6666666666665,384.3333333333333,0.0,383.33333333333337,0.0,969.0,1145.3333333333333,534.0,446.3333333333333,379.3333333333333,344.0,249.66666666666666,84.33333333333334,76.66666666666666
9065,12057011014,2016,1090.0,682.0,235.0,0.0,73.0,0.0,466.0,624.0,299.0,313.0,145.0,196.0,123.0,8.0,6.0
9066,12057011014,2017,1281.0,736.0,359.0,0.0,75.0,0.0,458.0,823.0,338.0,434.0,146.0,185.0,146.0,15.0,17.0
9067,12057011014,2018,1279.0,689.0,434.0,0.0,80.0,0.0,438.0,841.0,315.0,452.0,163.0,195.0,104.0,34.0,16.0
9068,12057011014,2019,1416.0,742.0,457.0,0.0,144.0,0.0,563.0,853.0,394.0,435.0,215.0,189.0,122.0,41.0,20.0
9069,12057011014,2020,2578.0,1570.75,537.0,0.0,239.5,0.0,1141.25,1436.75,585.0,886.25,327.75,314.0,276.25,119.75,69.0
9070,12057011014,2021,3740.0,2399.5,617.0,0.0,335.0,0.0,1719.5,2020.5,776.0,1337.5,440.5,439.0,430.5,198.5,118.0
9071,12057011014,2022,4902.0,3228.25,697.0,0.0,430.5,0.0,2297.75,2604.25,967.0,1788.75,553.25,564.0,584.75,277.25,167.0
9072,12057011015,2016,6064.0,4057.0,777.0,0.0,526.0,0.0,2876.0,3188.0,1158.0,2240.0,666.0,689.0,739.0,356.0,216.0
9073,12057011015,2017,6233.0,4041.0,879.0,0.0,566.0,0.0,2939.0,3294.0,931.0,2695.0,728.0,551.0,706.0,407.0,215.0
9074,12057011015,2018,6600.0,4678.0,1027.0,0.0,520.0,0.0,3019.0,3581.0,1015.0,2540.0,715.0,736.0,703.0,551.0,340.0
9075,12057011015,2019,6981.0,5041.0,1111.0,0.0,521.0,0.0,3322.0,3659.0,983.0,2747.0,730.0,701.0,805.0,668.0,347.0
9076,12057011015,2020,6185.0,4372.25,990.75,0.0,557.25,0.0,2950.25,3234.75,1001.75,2202.75,724.75,666.25,707.75,566.25,315.5
9077,12057011015,2021,5389.0,3703.5,870.5,0.0,593.5,0.0,2578.5,2810.5,1020.5,1658.5,719.5,631.5,610.5,464.5,284.0
9078,12057011015,2022,4593.0,3034.75,750.25,0.0,629.75,0.0,2206.75,2386.25,1039.25,1114.25,714.25,596.75,513.25,362.75,252.5
9079,12057011016,2016,3797.0,2366.0,630.0,0.0,666.0,0.0,1835.0,1962.0,1058.0,570.0,709.0,562.0,416.0,261.0,221.0
9080,12057011016,2017,4046.0,2400.0,510.0,0.0,997.0,0.0,1998.0,2048.0,1099.0,607.0,679.0,724.0,410.0,297.0,230.0
9081,12057011016,2018,4105.0,2160.0,508.0,0.0,1225.0,0.0,1940.0,2165.0,1103.0,577.0,780.0,718.0,394.0,339.0,194.0
9082,12057011016,2019,4233.0,2081.0,581.0,0.0,1385.0,19.0,1959.0,2274.0,1138.0,521.0,850.0,660.0,444.0,375.0,245.0
9083,12057011016,2020,4042.0,1962.0,616.0,0.0,1081.0,26.0,2051.0,1991.0,1086.0,520.0,831.0,535.0,496.0,415.0,159.0
9084,12057011016,2021,3881.3333333333335,2369.6666666666665,470.66666666666663,0.0,761.6666666666667,17.333333333333336,1961.0,1920.3333333333333,991.0,501.6666666666667,678.3333333333334,507.3333333333333,513.6666666666666,453.6666666666667,235.66666666666669
9085,12057011016,2022,3720.6666666666665,2777.3333333333335,325.3333333333333,0.0,442.33333333333337,8.666666666666668,1871.0,1849.6666666666667,896.0,483.3333333333333,525.6666666666667,479.6666666666667,531.3333333333334,492.3333333333333,312.33333333333337
9086,12057011103,2016,3560.0,3185.0,180.0,0.0,123.0,0.0,1781.0,1779.0,801.0,465.0,373.0,452.0,549.0,531.0,389.0
9087,12057011103,2017,3570.0,3169.0,146.0,0.0,131.0,0.0,1826.0,1744.0,735.0,431.0,329.0,521.0,573.0,617.0,364.0
9088,12057011103,2018,3491.0,3188.0,113.0,0.0,27.0,0.0,1764.0,1727.0,739.0,380.0,312.0,532.0,532.0,679.0,317.0
9089,12057011103,2019,3666.0,3318.0,88.0,0.0,31.0,0.0,1805.0,1861.0,802.0,386.0,429.0,479.0,515.0,667.0,388.0
9090,12057011103,2020,3384.0,3087.0,84.0,0.0,21.0,0.0,1545.0,1839.0,744.0,328.0,358.0,538.0,452.0,499.0,465.0
9091,12057011103,2021,2880.0,2487.3333333333335,124.0,0.0,46.0,0.0,1344.0,1536.0,621.6666666666666,377.0,310.6666666666667,440.6666666666667,400.3333333333333,390.3333333333333,339.3333333333333
9092,12057011103,2022,2376.0,1887.6666666666667,164.0,0.0,71.0,0.0,1143.0,1233.0,499.33333333333337,426.0,263.3333333333333,343.33333333333337,348.6666666666667,281.66666666666663,213.66666666666666
9093,12057011106,2016,1872.0,1288.0,204.0,0.0,96.0,0.0,942.0,930.0,377.0,475.0,216.0,246.0,297.0,173.0,88.0
9094,12057011106,2017,1949.0,1385.0,246.0,0.0,54.0,0.0,1011.0,938.0,416.0,412.0,273.0,304.0,257.0,152.0,135.0
9095,12057011106,2018,2054.0,1493.0,256.0,0.0,85.0,0.0,1044.0,1010.0,451.0,412.0,297.0,315.0,293.0,132.0,154.0
9096,12057011106,2019,2052.0,1521.0,285.0,0.0,106.0,0.0,1044.0,1008.0,441.0,400.0,306.0,282.0,326.0,150.0,147.0
9097,12057011106,2020,2402.0,1791.0,259.0,0.0,131.0,0.0,1172.0,1230.0,663.0,515.0,310.0,292.0,286.0,171.0,165.0
9098,12057011106,2021,3995.666666666667,3058.0,330.6666666666667,0.0,294.66666666666663,0.0,1991.0,2004.6666666666665,1023.0,602.3333333333334,518.0,556.6666666666667,604.0,333.33333333333337,358.33333333333337
9099,12057011106,2022,5589.333333333334,4325.0,402.33333333333337,0.0,458.3333333333333,0.0,2810.0,2779.333333333333,1383.0,689.6666666666666,726.0,821.3333333333334,922.0,495.6666666666667,551.6666666666667
9100,12057011107,2016,7183.0,5592.0,474.0,0.0,622.0,0.0,3629.0,3554.0,1743.0,777.0,934.0,1086.0,1240.0,658.0,745.0
9101,12057011107,2017,7160.0,5516.0,391.0,0.0,550.0,0.0,3357.0,3803.0,1611.0,857.0,890.0,1241.0,1118.0,868.0,575.0
9102,12057011107,2018,6805.0,5580.0,333.0,0.0,502.0,0.0,3192.0,3613.0,1458.0,870.0,881.0,1107.0,1081.0,903.0,505.0
9103,12057011107,2019,6752.0,5371.0,356.0,0.0,491.0,0.0,3245.0,3507.0,1438.0,871.0,871.0,1069.0,1046.0,915.0,542.0
9104,12057011107,2020,7041.0,5653.0,175.0,2.0,319.0,0.0,3361.0,3680.0,1534.0,767.0,1279.0,1001.0,926.0,943.0,591.0
9105,12057011107,2021,5173.666666666667,4193.0,123.0,4.0,227.0,0.0,2466.0,2707.6666666666665,1074.6666666666667,557.6666666666666,895.0,723.0,688.0,744.3333333333334,491.0
9106,12057011107,2022,3306.3333333333335,2733.0,71.0,6.0,135.0,0.0,1571.0,1735.3333333333333,615.3333333333334,348.3333333333333,511.0,445.0,450.0,545.6666666666667,391.0
9107,12057011108,2016,1439.0,1273.0,19.0,8.0,43.0,0.0,676.0,763.0,156.0,139.0,127.0,167.0,212.0,347.0,291.0
9108,12057011108,2017,1458.0,1232.0,53.0,8.0,37.0,0.0,670.0,788.0,187.0,123.0,115.0,176.0,195.0,354.0,308.0
9109,12057011108,2018,1484.0,1240.0,67.0,0.0,37.0,0.0,705.0,779.0,222.0,96.0,142.0,150.0,184.0,392.0,298.0
9110,12057011108,2019,1561.0,1243.0,84.0,0.0,118.0,0.0,836.0,725.0,278.0,123.0,115.0,171.0,170.0,329.0,375.0
9111,12057011108,2020,1660.0,1283.0,101.0,0.0,124.0,0.0,867.0,793.0,261.0,157.0,170.0,142.0,174.0,343.0,413.0
9112,12057011108,2021,2174.6666666666665,1865.0,74.33333333333333,0.0,100.0,0.0,1123.3333333333333,1051.3333333333333,398.0,229.0,207.66666666666666,252.66666666666669,309.0,409.3333333333333,369.0
9113,12057011108,2022,2689.333333333333,2447.0,47.666666666666664,0.0,76.0,0.0,1379.6666666666665,1309.6666666666665,535.0,301.0,245.33333333333331,363.33333333333337,444.0,475.66666666666663,325.0
9114,12057011109,2016,3204.0,3029.0,21.0,0.0,52.0,0.0,1636.0,1568.0,672.0,373.0,283.0,474.0,579.0,542.0,281.0
9115,12057011109,2017,3348.0,3053.0,98.0,0.0,57.0,0.0,1622.0,1726.0,723.0,358.0,332.0,550.0,504.0,554.0,327.0
9116,12057011109,2018,3736.0,3347.0,177.0,0.0,95.0,0.0,1793.0,1943.0,872.0,340.0,353.0,685.0,555.0,621.0,310.0
9117,12057011109,2019,3906.0,3289.0,293.0,0.0,156.0,0.0,1840.0,2066.0,881.0,380.0,344.0,776.0,525.0,646.0,354.0
9118,12057011109,2020,4278.0,3487.0,257.0,0.0,304.0,20.0,1961.0,2317.0,973.0,358.0,461.0,753.0,467.0,654.0,612.0
9119,12057011109,2021,4053.0,3248.6666666666665,322.6666666666667,0.0,208.33333333333331,40.0,1873.3333333333333,2179.6666666666665,883.3333333333334,453.0,468.3333333333333,626.3333333333334,471.3333333333333,557.3333333333334,593.3333333333334
9120,12057011109,2022,3828.0,3010.3333333333335,388.33333333333337,0.0,112.66666666666666,60.0,1785.6666666666667,2042.3333333333333,793.6666666666666,548.0,475.6666666666667,499.66666666666663,475.6666666666667,460.66666666666663,574.6666666666666
9121,12057011203,2016,3603.0,2772.0,454.0,0.0,17.0,80.0,1698.0,1905.0,704.0,643.0,483.0,373.0,480.0,364.0,556.0
9122,12057011203,2017,3481.0,2909.0,395.0,0.0,33.0,0.0,1670.0,1811.0,565.0,584.0,415.0,403.0,449.0,485.0,580.0
9123,12057011203,2018,3653.0,3131.0,396.0,0.0,34.0,0.0,1789.0,1864.0,744.0,487.0,411.0,422.0,438.0,520.0,631.0
9124,12057011203,2019,3666.0,3141.0,335.0,0.0,84.0,0.0,1749.0,1917.0,842.0,385.0,408.0,437.0,463.0,536.0,595.0
9125,12057011203,2020,3003.0,2519.0,219.0,10.5,135.0,0.0,1466.0,1537.0,700.0,367.0,334.0,267.0,585.0,343.0,407.0
9126,12057011203,2021,3821.0,2985.6666666666665,343.0,21.0,158.0,0.0,1811.6666666666667,2009.3333333333333,916.0,417.6666666666667,446.0,452.66666666666663,614.3333333333334,482.0,492.3333333333333
9127,12057011203,2022,4639.0,3452.3333333333335,467.0,31.5,181.0,0.0,2157.3333333333335,2481.6666666666665,1132.0,468.3333333333333,558.0,638.3333333333333,643.6666666666666,621.0,577.6666666666666
9128,12057011204,2016,5457.0,3919.0,591.0,42.0,204.0,0.0,2503.0,2954.0,1348.0,519.0,670.0,824.0,673.0,760.0,663.0
9129,12057011204,2017,5515.0,4002.0,610.0,30.0,128.0,0.0,2690.0,2825.0,1354.0,606.0,782.0,678.0,686.0,799.0,610.0
9130,12057011204,2018,5631.0,4447.0,204.0,36.0,127.0,0.0,2532.0,3099.0,1382.0,732.0,739.0,794.0,778.0,714.0,492.0
9131,12057011204,2019,6108.0,4958.0,498.0,0.0,136.0,0.0,2974.0,3134.0,1330.0,730.0,911.0,784.0,842.0,709.0,802.0
9132,12057011204,2020,5655.0,4676.0,407.0,0.0,73.0,0.0,2872.0,2783.0,1282.0,613.0,935.0,758.0,799.0,517.0,751.0
9133,12057011204,2021,4690.666666666667,3889.6666666666665,344.3333333333333,0.0,48.66666666666667,0.0,2340.6666666666665,2350.0,1055.0,532.6666666666666,764.6666666666666,647.3333333333334,617.0,465.0,609.0
9134,12057011204,2022,3726.333333333333,3103.333333333333,281.6666666666667,0.0,24.333333333333336,0.0,1809.3333333333333,1917.0,828.0,452.33333333333337,594.3333333333333,536.6666666666666,435.0,413.0,467.0
9135,12057011205,2016,2762.0,2317.0,219.0,0.0,0.0,0.0,1278.0,1484.0,601.0,372.0,424.0,426.0,253.0,361.0,325.0
