Date,Florida,Colorado,Texas,California,Ohio,Minnesota,Montana,Massachusetts,Arizonia,Rhode Island,Maine,Virginia,New York,Alabama,West Virginia,Georgia,Oklahoma,Vermont,Nevada,Mississippi,Michigan,Indiana,North Carolina,New Mexico,Pennsylvania,Utah,Arkansas,Kentucky,Maryland,Louisiana,Wyoming,Tennessee,Connecticut,Idaho,Illinois,South Carolina,South Dakota,New Jersey,Washington,New Hampshire,Alaska,Delaware,Hawaii,Iowa,Kansas,Missouri,Nebraska,Oregon,North Dakota,Wisconsin
11/1/1996,6405,2381,6225,6172,2560,1484,92,1100,3172,169,321,2925,1795,1094,246,5183,614,163,1678,704,3169,2294,4206,771,2458,1204,521,1116,1901,1047,101,2243,603,623,2899,1934,163,1812,2272,309,130,332,168,580,742,1391,429,1277,84,1663
12/1/1996,6461,2385,6538,5178,2552,1465,75,1238,3431,167,359,2752,1521,1134,243,4859,662,139,1820,627,3213,2269,4343,784,2312,1242,539,1081,1638,1005,116,2710,637,576,2693,2101,144,1734,2305,332,156,329,192,622,819,1513,493,1342,53,1448
1/1/1997,7223,2540,6376,6256,2702,1566,113,1469,3942,239,418,3130,1617,1172,264,5194,702,131,1744,632,3354,2301,4835,822,2738,1166,636,1058,1820,1064,106,2425,690,637,2639,2009,103,1798,2284,318,150,357,189,632,801,1360,459,1503,27,1608
2/1/1997,6778,2628,6083,7821,2501,1722,127,1316,3521,209,304,3182,1461,1136,234,4776,655,91,1997,586,3333,2298,4488,766,2590,1444,616,1138,1766,1066,108,2482,671,692,2554,1769,169,1649,2361,393,165,348,148,508,715,1415,420,1448,116,1485
3/1/1997,7448,2651,5765,6131,2556,1511,110,1179,3084,184,281,2799,1501,1069,240,4608,682,135,1836,610,2987,2231,4107,683,2726,1202,499,1068,1737,886,70,2338,714,637,2587,1708,175,1712,2114,315,181,345,245,535,688,1460,485,1351,74,1571
4/1/1997,8002,2543,6619,6725,2802,1575,121,1228,3537,176,317,3002,1606,1169,231,5138,629,134,2107,679,3582,2651,5148,721,2598,1267,614,1391,1705,1153,105,2814,680,683,2727,1850,190,1776,2354,359,161,346,249,937,743,1645,493,1461,66,1680
5/1/1997,7946,2815,6448,6647,2666,1640,124,1255,3429,167,355,2993,1777,1143,279,4779,698,143,1847,684,3050,2370,4610,672,2433,1282,549,1268,1650,1024,119,2335,651,678,2815,1868,219,1603,2451,348,159,365,208,610,745,1553,492,1391,98,1619
6/1/1997,8336,2477,6654,6446,2578,1721,106,1305,3283,174,322,2816,1599,1073,233,4949,652,115,1823,629,3065,2092,4475,683,2474,1245,559,1210,1842,1152,97,2355,644,670,2756,1764,211,1679,2510,351,146,323,212,761,862,1378,439,1423,98,1589
7/1/1997,7804,2716,6926,6757,2718,1644,122,1309,3585,181,354,3105,1704,1192,237,5132,683,159,2088,711,3296,2395,4681,761,2706,1160,583,1220,1934,1131,117,2506,877,730,2913,1811,201,1668,2575,362,139,343,223,614,730,1509,470,1466,95,1630
8/1/1997,7372,2476,6476,6915,2704,1559,110,1252,3677,194,391,2884,1621,1036,223,4828,582,173,1900,584,3128,2285,4191,671,2399,1158,439,1161,1645,922,103,2187,596,741,2604,1731,193,1584,2364,330,129,317,207,663,664,1326,409,1207,81,1556
9/1/1997,7488,2860,7386,7382,2860,1787,148,1316,4262,193,344,3115,1803,1157,241,5190,714,156,2042,735,3471,2438,4840,549,2698,1333,671,1366,1885,1040,118,2504,686,720,2857,1902,203,1745,2733,374,225,354,217,624,821,1618,523,1431,73,1657
10/1/1997,8062,2743,7259,8742,2739,1859,112,1383,3843,184,395,3113,1843,1117,249,5923,714,140,2040,627,3253,2375,4852,763,2767,1303,621,1330,1862,1140,114,2469,767,776,2646,2016,235,1715,2735,368,143,372,185,698,834,1468,548,1229,77,1519
11/1/1997,6324,2379,6807,6842,2426,1673,93,1140,3712,201,381,2783,1436,1091,197,4321,719,120,1740,638,3052,2284,4741,670,2444,1190,567,1140,1639,1055,106,2430,587,658,2399,1737,192,1768,2566,436,178,341,252,639,773,1413,461,1067,63,1603
12/1/1997,6853,2670,7325,6613,3721,1791,80,1378,3824,201,330,3168,1779,1085,245,5056,688,159,1855,652,3433,2536,4380,689,2778,1161,559,1365,1782,1157,115,2363,728,843,2880,1869,226,1779,2719,357,123,359,190,602,794,1408,464,1561,107,1854
1/1/1998,6904,2698,7335,6710,3227,1694,99,1452,3473,207,344,3014,1851,1094,214,5111,691,211,2036,586,3476,2582,4651,756,2877,1279,517,1592,1817,914,118,2389,759,741,2786,1663,173,2045,2531,387,162,361,217,694,778,1478,492,1253,104,1608
2/1/1998,7134,2798,7878,6754,3237,1915,121,1464,3846,200,428,2930,1862,1153,239,5386,802,133,1974,633,3598,2755,4683,700,2930,1083,554,1037,1720,1076,114,2444,826,765,3080,1828,222,1981,2559,399,174,345,234,700,861,1483,525,1463,114,2127
3/1/1998,8042,2769,7646,7722,2903,1735,141,1441,4039,220,389,3283,1894,1158,245,5645,687,163,2098,739,3705,2523,5248,528,2750,1277,704,1417,1718,1131,106,2506,830,801,2827,1926,185,1852,2672,452,178,341,188,668,805,1398,396,1488,147,1691
4/1/1998,8608,3079,7837,7494,3023,1806,123,1334,4328,218,361,3219,1808,1252,244,5574,895,154,3039,684,3536,2544,5086,762,2885,1315,712,1283,1712,1129,143,2499,774,785,3052,1906,234,1989,2720,448,210,373,217,695,923,1571,550,1387,152,1752
5/1/1998,7843,2745,7963,7072,2898,1907,118,1328,3698,174,364,2620,1738,1183,248,5380,774,145,1554,716,3397,2526,4757,925,2325,1153,687,1409,2129,1057,96,2570,768,738,2915,1799,224,1675,2527,384,144,362,213,688,819,1618,554,1267,120,1680
6/1/1998,9585,2891,8201,8000,3066,1950,111,1331,4214,202,418,3349,2109,1244,268,5527,836,176,1850,881,3568,2597,5189,754,2852,1228,568,1145,1880,1235,126,2603,800,806,3145,1916,221,2191,2641,416,150,389,200,733,880,1738,522,1362,109,1813
7/1/1998,9412,3103,8543,8191,2939,2045,122,1269,4286,222,403,3401,1684,1189,262,5767,860,147,1869,723,3509,2585,5551,769,2748,1215,597,1531,1904,1162,126,2548,823,857,2944,2114,220,2059,2567,450,176,454,229,813,854,1719,489,1550,137,1905
8/1/1998,8984,2729,8348,7691,3034,1858,96,1243,4005,202,343,3312,1739,1274,277,5890,799,155,1715,718,3243,2479,5049,765,2768,1148,558,1262,1910,1085,108,2470,752,748,2813,2038,250,1937,2416,338,167,454,199,666,809,1532,564,1394,113,1824
9/1/1998,7854,2955,8249,8182,3097,2073,142,1368,4014,180,446,3763,1949,1235,259,6342,798,161,2156,759,3615,2755,5719,858,3038,1262,656,1426,2754,1069,134,2668,820,828,2899,2124,222,1899,2547,445,147,398,194,797,857,1699,535,1413,160,1783
10/1/1998,8146,3034,8149,8099,3783,1975,142,1280,4416,233,427,3457,1897,1231,232,6062,853,167,2006,794,3782,2716,5816,817,2779,1204,592,1439,1871,1244,110,2526,755,831,2966,2106,230,2079,2478,432,171,339,200,795,855,1628,477,1439,165,1947
11/1/1998,6733,3158,8495,8029,3246,2315,156,1301,4615,223,458,3524,1862,1239,270,5912,810,160,2159,781,3823,2730,5280,807,3033,1208,607,1398,1808,1117,124,2593,786,806,2939,2073,280,1886,2456,429,165,410,199,775,836,1720,527,1360,172,1865
12/1/1998,7573,3531,9168,8040,3401,2490,133,1548,4514,214,547,4009,2235,1456,282,7211,928,188,1987,860,4629,3207,6321,903,2918,1266,638,1863,1898,1301,118,2745,913,887,3674,2589,309,2174,2360,478,199,428,257,949,1113,2021,568,1441,362,2291
1/1/1999,7685,3164,7960,7984,2809,1529,93,1271,4531,232,332,3350,2012,1239,269,5775,912,123,1564,836,2875,2225,5337,779,2576,1187,637,1156,1599,1109,133,2173,892,841,2988,2083,202,1966,2445,399,126,445,263,790,824,1444,545,1335,114,1805
2/1/1999,7810,3055,8305,8090,3296,1933,125,1263,4354,222,465,3425,2298,1235,266,6217,814,185,2631,875,3513,2892,5724,462,3226,1228,662,1395,2004,1181,128,2985,786,663,3193,2385,269,2190,2384,456,90,426,212,874,899,1725,560,1306,84,1901
3/1/1999,9712,3245,8988,8384,3368,2304,126,1462,4846,216,452,3686,2036,1386,297,6156,921,180,2059,802,4010,2945,5590,867,2949,1497,630,1514,1922,1195,136,2712,841,839,3221,2264,291,1954,2511,468,121,451,277,887,925,1789,543,1422,137,2101
4/1/1999,9036,3076,8256,8083,3323,2262,112,1415,4323,231,504,3561,2087,1315,299,5922,871,192,1896,760,3701,2921,5198,858,3028,1191,631,1451,2086,1158,116,2587,912,845,3132,2232,243,2119,2476,546,119,393,225,812,903,1655,521,1522,140,2101
5/1/1999,8948,2927,7950,8265,3266,1989,118,1253,4324,221,423,3603,1961,1306,276,5519,794,174,1983,735,3573,2628,5228,769,2855,1115,582,1346,1863,1156,137,2537,831,769,3017,2039,226,2049,2437,435,154,405,258,628,870,1534,511,1258,93,1830
6/1/1999,9785,3529,8529,10220,3511,2279,130,1296,4842,225,428,3566,2084,1457,286,6069,1085,220,2389,835,3677,2914,5678,847,3107,1190,712,1666,1828,1076,96,2582,867,940,3287,2321,242,2066,2723,430,146,415,248,830,858,1750,586,1420,114,1899
7/1/1999,9661,3121,8344,8594,3549,2062,117,1310,4194,233,443,3614,2153,1421,262,5810,952,203,2091,755,3519,2779,5309,751,2905,1210,748,1335,2306,1076,120,2652,729,783,3196,2313,259,2030,2434,451,134,399,201,896,960,1618,553,1278,115,1856
8/1/1999,9450,3071,8435,7598,3411,2272,102,1283,4100,210,383,3323,2191,1257,258,6144,934,138,2098,818,3601,2851,5287,728,2783,1183,681,1309,1963,1149,129,2566,833,805,3353,2196,221,2410,2487,418,129,383,285,1055,887,1680,572,1320,158,2001
9/1/1999,8131,3088,8474,8073,3486,2348,98,1174,4262,213,455,3413,1955,1495,288,5940,907,179,2041,735,3638,2730,5128,700,2583,1017,735,1295,1915,1140,114,2618,787,802,3560,2358,259,1973,2434,413,144,436,203,798,972,1654,560,1387,121,2121
10/1/1999,8005,2985,7376,7393,3262,2021,103,1136,3732,219,387,3116,1761,1410,225,5579,740,145,1591,669,3398,2777,4501,548,2450,1148,644,1240,1836,987,133,2679,590,792,3331,1897,249,1765,2284,393,111,387,296,650,887,1569,448,1321,125,1925
11/1/1999,7895,3124,8658,7862,3340,2220,118,1179,4016,207,440,3292,2048,1385,376,6170,850,174,2155,770,3597,2809,5148,751,2873,1286,657,1400,1993,1195,134,2865,748,791,3682,2180,269,1891,2439,463,108,385,240,904,876,1717,689,1415,135,2055
12/1/1999,7661,3398,8230,9048,3157,2311,119,1386,4235,219,519,3359,1868,1371,256,6466,933,190,2237,773,3806,2820,5229,792,2882,1260,677,1346,2059,1025,128,2453,677,772,3516,2115,242,2114,2461,482,97,407,279,795,849,1680,611,1376,167,1790
1/1/2000,7833,3087,8363,8443,3171,2271,104,1194,3963,201,485,3298,1937,1298,252,5655,789,155,2129,731,3673,2567,4555,749,2835,1266,643,1407,2056,1087,123,2368,598,779,3518,2048,304,1824,2174,405,145,367,248,803,948,1660,524,1123,154,1843
2/1/2000,8166,3120,9507,8073,3290,2282,122,1201,4091,213,410,3566,2051,1472,281,5869,834,164,2153,804,3792,2508,5101,769,2634,1375,897,1361,2066,1266,120,2678,760,823,3397,2194,340,1848,2328,469,111,407,187,796,861,1753,562,1143,138,2005
3/1/2000,9504,3005,9302,8398,3298,2503,142,1341,4105,232,498,3842,2308,1384,265,6237,775,195,2110,697,4153,2840,5598,781,3080,1199,639,1336,2282,1112,143,2245,893,781,3535,2153,306,1987,2266,499,137,392,375,942,778,1548,557,1437,150,2370
4/1/2000,8223,2853,7779,8004,3000,2632,131,1105,3909,195,447,2928,1921,1131,233,5255,723,159,1979,565,3431,2453,3862,594,2557,1174,527,1171,1711,889,128,1977,635,713,3105,1914,263,1711,2133,410,111,267,246,643,699,1420,511,1196,77,1723
5/1/2000,9509,2914,8722,8753,3202,1936,112,1116,4467,190,464,3331,1823,1526,255,6269,755,185,1951,640,3491,2532,4815,701,2845,1185,532,1256,1998,1107,106,2260,673,760,3158,2068,244,2154,2392,532,130,377,313,817,863,1624,460,1353,105,1924
6/1/2000,10402,2919,8533,8733,2944,1960,124,1191,3919,185,470,3453,1985,1283,260,5445,675,178,1876,673,3349,2544,4940,681,2627,1104,505,1212,1935,997,114,2069,666,786,2944,2018,262,1745,2209,468,126,468,344,649,742,1363,633,1357,102,1906
7/1/2000,8211,2913,8237,7305,3035,1776,109,1065,3275,183,430,3074,1852,1169,256,5362,645,160,1793,619,3228,2365,4365,652,2523,1095,527,1004,1776,1026,119,1975,612,718,3118,1853,285,1632,2020,452,136,282,240,501,711,1230,472,1105,87,1690
8/1/2000,9797,3375,8962,8803,3052,2130,146,1140,3936,162,483,3389,1968,1293,259,5722,728,181,2589,674,3389,2745,4650,653,2854,1109,634,1338,2062,1004,117,2255,658,899,3268,2135,305,1670,2645,496,150,339,323,811,731,1506,507,1446,72,1834
9/1/2000,8172,3249,8912,8776,3166,1849,123,1161,4096,175,384,3129,1847,1227,242,5459,867,146,1843,658,3340,2437,4656,664,2699,1048,487,1210,1943,1089,121,2109,644,807,3052,2065,266,1835,2248,527,123,366,272,759,729,1322,470,1385,97,1792
10/1/2000,8258,3408,8995,9249,3078,2048,126,1111,3959,171,449,3384,1978,1286,294,6150,692,169,2129,685,3402,2503,4753,630,2825,1161,735,1154,1987,1023,119,2110,661,737,2995,2151,268,1866,2390,567,138,378,312,624,749,1406,521,1213,104,2183
11/1/2000,7542,3530,9253,9758,3124,1804,125,1153,3829,173,433,3660,1994,1296,332,5942,723,179,2342,650,3390,2412,4773,688,2751,1103,604,1284,2166,965,140,2141,760,846,3271,2092,241,1909,2355,476,125,400,352,650,711,1359,484,1499,93,1957
12/1/2000,7306,3096,9025,9268,2632,1583,116,1037,3799,181,309,3114,1940,1050,217,4968,523,162,2131,512,2284,2098,4275,615,2254,1074,480,1182,2202,1023,81,2028,590,626,2296,1696,165,1679,2269,552,142,381,375,595,438,1058,458,1345,61,1645
1/1/2001,8891,3435,9501,11067,3460,2314,142,1120,4169,195,394,3588,1824,1345,284,6279,638,210,2169,638,3252,2719,5973,549,2645,1121,582,1143,1943,1031,115,2339,727,856,3449,2284,283,1798,2498,457,153,410,355,861,800,1393,544,1467,49,2196
2/1/2001,8319,3285,9020,9087,3110,1941,125,1137,4137,185,447,3501,1681,1274,273,5895,693,206,2058,711,3234,2794,5211,719,2710,1209,618,1166,1931,1034,106,2263,601,783,3136,2140,240,1634,2438,534,163,407,361,627,622,1295,461,1412,147,2040
3/1/2001,9712,3382,8999,8847,3345,2072,122,996,3876,170,368,3419,2080,1344,285,5760,836,136,2199,699,3302,2864,4909,924,2674,1248,664,1204,1942,1064,117,2284,540,852,3222,2036,266,1610,2514,421,142,424,358,686,789,1582,515,1466,106,2108
4/1/2001,10094,3094,8725,9003,3209,1881,125,1047,3850,178,398,3319,1923,1294,294,6010,852,139,2555,744,3496,2659,5000,807,2416,1057,636,1301,1826,1068,106,2330,615,788,3185,2177,281,1485,2376,452,152,367,350,747,781,1518,508,1435,117,1689
5/1/2001,11025,3300,9652,8862,3418,2302,137,1130,4088,190,544,3304,2118,1436,264,6245,834,187,2252,736,3429,2943,5325,791,2753,1211,714,1240,1891,1166,120,2310,647,894,3569,2129,293,1612,2338,465,141,397,377,763,793,1636,556,1433,128,2032
6/1/2001,10464,3214,9506,8425,3503,2068,128,1040,3854,195,446,3285,1918,1350,243,6383,891,156,2190,686,3510,2814,4896,385,2603,1159,679,1262,2040,1085,142,2335,622,795,3393,1964,294,1627,2290,489,171,415,264,721,745,1511,552,1332,120,2004
7/1/2001,10667,2919,9144,7927,3288,2216,147,1089,3862,182,460,3023,1909,1345,284,5707,812,193,2193,674,3475,2709,4972,862,2793,1190,620,1216,2024,1132,119,2179,702,756,3315,1888,254,1737,2240,475,161,371,350,697,710,1482,536,1322,97,2049
8/1/2001,10894,3188,8948,9054,3362,2106,152,1173,4245,190,471,3203,2037,1462,288,5826,851,173,2609,719,3492,2676,5369,830,2966,1229,659,1261,2017,1194,120,2372,843,805,3407,2153,270,1805,2558,508,141,389,295,699,976,1608,688,1291,98,1959
9/1/2001,8391,2714,8651,7585,2778,1831,123,1007,3959,170,448,3209,1919,1132,285,5324,688,211,2220,484,3039,2219,4642,696,2256,1130,516,1142,1790,977,112,2042,581,672,2937,1790,277,1535,2209,430,100,372,367,703,732,1411,479,1170,92,1897
10/1/2001,9691,2699,9152,8599,3093,2102,119,1065,3959,174,459,3537,2062,1355,296,5426,815,194,2211,639,2888,2423,4905,773,2767,1143,643,1310,2021,1102,110,2173,655,763,3133,2040,274,1633,2144,447,168,362,269,822,727,1523,473,1300,134,1832
11/1/2001,9405,2611,9055,8548,3309,2280,119,1070,3995,185,450,3684,1964,1521,301,5788,886,167,2238,822,3193,2573,5423,760,2636,1090,642,1301,2024,1163,114,2265,647,709,3179,2279,301,1815,2135,556,234,385,375,795,814,1666,551,1352,130,1951
12/1/2001,8583,2358,9348,8908,3229,2110,143,1063,3706,189,436,3080,2045,1362,284,5503,770,143,1778,659,3051,2451,4864,330,2621,1164,623,1283,1858,1039,104,2377,768,637,3113,1979,258,1689,2211,393,177,340,249,831,923,1483,539,1203,122,1865
1/1/2002,10819,2545,9915,9070,3843,2443,202,1330,4222,272,469,3979,2350,1584,323,5898,994,191,2170,775,3772,3079,5276,467,2869,1279,700,1498,1964,1296,123,2302,768,870,3724,2358,256,1894,2371,601,225,479,279,888,726,1756,589,1459,170,2112
2/1/2002,10681,2791,9639,9741,3526,2395,155,1175,4438,197,623,4287,2449,1810,306,6255,961,173,2141,766,3372,2655,6150,810,3520,1088,666,1414,2137,1301,168,2878,753,729,3607,2275,758,2057,2403,860,155,417,298,883,796,1784,560,1435,162,2067
3/1/2002,10842,2782,8863,9148,3177,1975,122,1041,3851,189,527,3377,2014,1461,277,5749,760,171,2225,682,3452,2347,5031,772,2699,1132,507,1243,1942,1149,114,1899,805,685,3109,2157,206,1496,2255,473,176,437,259,731,773,1338,500,1325,112,1915
4/1/2002,10000,3068,10439,9636,3375,2136,154,1127,4662,185,479,3536,2182,1560,311,6418,902,207,1907,732,3332,2623,5923,829,3010,1224,692,1361,2073,1153,149,2531,760,833,3791,2481,264,1889,2714,544,104,513,360,761,737,1738,706,1432,124,2145
5/1/2002,10475,3084,10235,9637,3470,2211,169,1171,4920,178,510,3720,2034,1508,330,6677,917,184,2035,757,3555,2682,5567,900,2925,1330,708,1320,1867,1333,145,2543,704,853,3554,2322,276,1910,2688,511,143,479,350,784,784,1487,534,1584,133,2050
6/1/2002,10541,3054,9617,9015,3176,1989,174,1030,4321,181,447,3523,2020,1458,288,5691,784,146,2027,711,3153,2422,4792,770,2854,1485,755,1290,1897,1083,152,2436,596,779,3323,2417,286,1708,2675,477,139,455,350,724,769,1587,477,1343,131,1978
7/1/2002,11059,3055,10333,10356,3268,2119,142,1102,4508,155,501,4127,2057,1587,288,6722,890,196,2249,721,3361,2577,5584,943,2806,1341,685,1413,2073,1313,132,2537,865,847,3296,2265,273,1917,2843,508,137,462,361,751,796,1828,607,1499,160,2152
8/1/2002,11501,2968,10112,10246,3132,2097,158,1082,4577,187,468,4017,1840,1470,332,6067,832,187,2190,671,3315,2567,5547,977,2758,1304,681,1316,1930,1166,137,2348,614,855,3241,2188,287,1580,2802,516,126,520,420,761,773,1620,493,1412,153,2101
9/1/2002,9710,2868,10034,9953,3027,2081,164,1116,4342,165,480,4055,2076,1426,331,6126,953,208,2361,735,3208,2577,5451,938,2980,1259,635,1405,2308,1213,135,2501,723,885,3575,2143,256,1848,2664,551,161,427,434,828,751,1778,608,1536,193,2136
10/1/2002,11474,3050,10837,12919,3553,2215,195,1064,5659,183,562,4038,2003,1690,327,6140,925,207,2891,772,3583,2811,5502,931,3152,1335,662,1355,1982,1246,158,2739,703,962,3811,2328,301,1805,3025,553,156,539,504,810,817,1768,663,1716,123,2166
11/1/2002,10004,2926,10301,10600,3445,2237,182,1096,4856,171,482,3643,1924,1535,333,5822,1193,222,2617,730,3340,2770,5458,886,2953,1339,761,1353,1918,1118,153,2439,653,874,3431,2143,269,1547,3112,479,136,519,315,906,835,1678,686,1337,185,1992
12/1/2002,9967,3021,10157,9907,3657,2482,171,1024,4629,154,523,3814,2537,1697,335,5937,953,206,2764,701,3728,2627,7128,895,3132,1430,672,1392,1839,1325,169,2458,706,1023,3995,2332,575,1710,2835,453,138,524,431,1095,797,1871,577,1744,103,2300
1/1/2003,10862,2990,10430,13376,3638,2909,202,1006,4719,136,551,3891,2023,1545,301,6254,1118,227,2547,890,3424,2631,5504,990,2870,1453,726,1388,2041,1421,155,2528,595,953,3487,2793,352,1877,3065,551,90,419,434,918,888,1708,628,1741,272,2500
2/1/2003,11181,2836,10270,10899,3178,2265,187,850,4752,123,478,3815,1661,1628,252,6359,986,219,2626,728,3199,2361,4377,861,2510,1560,638,1126,1455,1259,132,2294,597,930,3332,2297,262,1446,2902,443,173,460,489,762,783,1677,692,1689,174,1796
3/1/2003,11608,2091,10039,10251,3273,2138,144,931,4545,156,455,3704,1670,1531,321,5264,870,168,2300,675,3209,2388,4942,905,2569,1329,733,1378,1777,1118,132,2461,594,947,3339,2264,276,1572,2719,472,127,438,429,994,770,1549,732,1460,121,2001
4/1/2003,12880,2683,10445,10515,3570,2391,243,1045,4876,155,537,3982,1861,1610,318,6372,940,231,2471,817,3331,2706,5359,859,2756,1575,728,1437,1850,1374,187,2807,686,1038,3598,2506,271,1659,3258,554,142,508,386,1147,759,1711,700,1561,171,2261
5/1/2003,12965,2564,10527,10713,3257,2346,145,1023,4658,170,513,3760,2050,1580,358,5973,978,191,2438,754,3508,2663,5299,881,2661,1372,768,1401,2209,1337,140,2452,690,953,3404,2373,339,1661,2566,527,217,658,285,1008,788,1726,680,1404,169,2226
6/1/2003,13526,2667,10897,11094,3407,2541,173,1022,5240,145,496,3896,2082,1742,342,6076,1011,191,2797,747,3716,2623,5593,917,2655,1420,780,1215,2703,1432,144,2732,695,891,3869,2570,313,1734,2461,511,109,505,407,1171,922,1785,712,1456,173,2255
7/1/2003,13788,3088,12034,11289,3721,2736,193,1116,5363,168,567,4038,2058,1875,384,6872,1309,184,2953,910,3813,2946,5740,975,3232,1440,748,1482,1865,1389,170,2839,706,1137,3887,2809,370,1662,2848,515,136,608,481,1318,1008,1940,853,1572,207,2392
8/1/2003,13701,2703,11202,10588,3562,2553,179,963,5335,151,541,4091,1971,1870,381,6298,1031,164,2639,894,3485,2720,5759,957,2977,1405,957,1465,1618,1317,170,2805,666,959,3664,2332,319,1795,2771,513,136,550,378,1043,841,1806,546,1519,242,2235
9/1/2003,12547,2898,12202,12361,3805,3018,204,1077,5813,196,576,4031,2126,1950,371,7415,1038,184,3054,993,4123,2983,6081,1054,3135,1628,842,1651,1911,1461,160,2935,658,1165,3940,2756,363,1805,2861,495,118,636,385,1039,832,2003,748,1606,170,2343
10/1/2003,14072,3693,11548,13985,3863,2794,177,1171,6013,237,546,3954,2212,1771,387,7277,1124,258,2921,1016,4157,2903,6414,1149,3078,1803,888,1733,1932,1634,170,3399,745,1247,4029,2841,350,1929,2851,521,170,663,415,1078,888,1994,732,1758,176,2454
11/1/2003,10552,2793,10327,11524,3356,2552,164,1036,5472,188,517,3745,2033,1748,350,6195,962,194,2673,940,3287,2384,5284,1026,2906,1497,716,1372,1692,1395,137,2494,656,1160,3240,2335,323,1807,2683,464,152,661,490,1037,811,1822,611,1321,203,2331
12/1/2003,13068,3058,11849,12849,3637,2587,185,1205,7091,147,599,4219,2142,1923,442,7991,1168,224,3827,948,3893,2835,6330,1103,3254,1603,846,1459,2318,1483,188,2885,671,1183,3768,2949,385,1691,2911,431,170,702,489,976,1202,1946,686,1644,171,2386
1/1/2004,12327,2923,11303,13038,3458,2153,124,1100,5132,165,602,3711,1876,1858,394,6850,961,205,3251,910,3608,2746,5980,1021,2798,1479,811,1403,2073,1281,161,2906,704,910,4027,2529,389,1667,2656,535,150,511,528,930,858,1798,656,1490,164,2298
2/1/2004,12964,2804,11640,12234,3515,2573,147,1102,5369,160,565,3708,2151,1899,412,6674,1040,163,3135,868,3993,2745,5831,1228,3103,1489,762,1508,1714,1204,204,3082,700,1067,3777,2629,415,1756,2764,550,153,706,345,803,856,1829,674,1522,98,2419
3/1/2004,15418,3285,12306,13146,3885,2593,193,1256,6652,180,668,4595,2279,1975,392,7597,1112,260,2840,1063,3956,2766,6900,1071,4376,1607,779,1816,1774,1528,199,3254,820,1145,4026,3026,499,1785,2873,594,154,745,476,1079,928,2066,687,1754,277,2338
4/1/2004,15923,3271,12116,12524,3473,2832,181,1228,6046,175,785,3875,2113,2111,427,7116,1090,237,3500,973,3924,2662,6326,1078,4095,1644,739,1286,1897,1467,191,3092,742,1082,3739,2750,433,1971,2970,578,179,448,617,1096,988,1881,810,1681,191,2294
5/1/2004,16196,3331,11448,12048,3198,2431,169,1108,6032,163,616,3653,1963,1958,381,6616,1038,218,3993,754,3459,2455,5918,1004,3117,1561,815,1511,1650,1403,195,3046,646,1090,3489,2837,291,1848,3180,496,136,617,409,1125,808,1968,800,1625,196,2075
6/1/2004,18002,3058,11903,11822,3474,2696,190,1252,6312,161,702,3821,1928,2047,457,7201,1108,279,3307,902,3511,2764,6572,1115,3424,1604,760,1505,1880,1572,186,3077,753,1304,3780,2806,347,1865,3232,530,158,683,510,1084,845,2032,752,1799,239,2354
7/1/2004,17186,3159,11747,11964,3289,2537,213,1182,7601,171,552,3912,1960,2053,463,6790,1092,203,3220,979,3687,2706,6586,994,2775,1675,861,1453,1694,1520,268,3226,758,1213,3878,2869,359,1687,3038,560,172,657,513,1031,833,1846,653,1728,198,2377
8/1/2004,15029,3006,11727,13023,3498,2630,186,1136,6470,174,530,4032,2076,1969,364,6971,1071,172,2764,880,3452,2522,6378,955,2590,1887,762,1505,1728,1626,190,2978,797,1141,4220,2931,363,1893,2870,500,158,676,512,1021,912,1950,757,1921,188,2322
9/1/2004,13079,3543,12440,13119,3342,2586,208,1141,6689,160,642,4817,1938,2008,396,8063,1203,203,2984,934,3863,2641,6248,1093,2620,1735,980,1595,1880,1636,230,3201,773,1283,3964,3111,261,1824,3245,495,148,615,461,1004,1065,2016,675,1954,160,2346
10/1/2004,14726,3013,11678,12416,3101,2446,148,981,6752,136,574,3977,1822,1731,379,6599,1079,209,2442,834,3426,2491,6195,1042,2481,1762,850,1535,2013,1573,180,3066,643,1257,3183,2732,409,1638,3061,570,106,688,426,952,653,1905,708,1620,169,2031
11/1/2004,13048,2921,11769,13210,3245,2643,261,1134,6882,152,750,3975,2117,2098,419,6708,1087,234,3375,843,3711,2984,6260,1129,3057,1953,822,1440,2063,1783,207,3003,1061,1359,3775,3254,443,1804,3322,583,138,668,390,1041,767,1795,731,1851,150,2420
12/1/2004,13750,3280,12452,12336,3432,2579,279,1112,6643,143,852,4234,2601,2476,430,7311,1404,256,2862,960,3860,2963,6884,1052,2794,1709,959,1491,1947,1587,268,3249,749,1702,4055,3378,401,1903,3198,559,147,608,425,1027,893,2544,787,2371,401,2738
1/1/2005,14913,3390,12313,11423,3386,2076,353,1097,6368,117,610,3843,1797,1982,449,7354,1082,170,2054,948,3615,2431,6497,1088,2506,1941,914,1450,1700,2117,204,3149,665,1403,3570,3301,329,1715,3423,532,138,613,444,879,738,2190,691,2055,65,2245
2/1/2005,15241,3383,12980,11663,3934,2285,246,1107,6436,153,706,3763,1716,1907,384,6755,1175,194,3009,841,6140,2546,6621,1090,2888,1910,888,1550,1991,1618,213,3079,777,1666,4035,3262,412,1727,3195,492,115,670,526,1025,981,2089,706,1956,170,2218
