lat,lon,zipcode
41.9,-87.63,60610
41.91,-87.63,60610
41.9,-87.63,60610
41.91,-87.63,60610
41.9,-87.63,60610
41.84,-87.67,60608
41.87,-87.66,60607
41.87,-87.64,60607
41.86,-87.64,60607
41.88,-87.65,60606
41.88,-87.64,60606
41.88,-87.65,60606
41.88,-87.64,60606
41.88,-87.64,60606
41.88,-87.64,60606
41.88,-87.64,60606
41.88,-87.64,60606
41.88,-87.64,60606
41.88,-87.64,60606
41.88,-87.64,60606
41.88,-87.65,60606
41.88,-87.65,60606
41.88,-87.64,60606
41.88,-87.64,60606
41.88,-87.64,60606
41.87,-87.62,60605
41.87,-87.63,60605
41.87,-87.63,60605
41.87,-87.63,60605
41.88,-87.62,60602
41.88,-87.63,60602
41.88,-87.63,60602
41.88,-87.62,60602
41.88,-87.63,60602
41.88,-87.63,60602
41.88,-87.62,60602
41.88,-87.63,60602
41.88,-87.63,60602
41.88,-87.63,60602
41.88,-87.63,60602
41.88,-87.63,60602
41.88,-87.63,60602
41.88,-87.63,60602
41.88,-87.63,60602
41.88,-87.63,60602
41.88,-87.63,60602
41.88,-87.63,60602
41.88,-87.63,60602
41.88,-87.63,60602
41.88,-87.63,60602
41.88,-87.63,60602
41.89,-87.62,60601
41.89,-87.61,60601
41.89,-87.62,60601
41.89,-87.62,60601
41.89,-87.62,60601
41.89,-87.63,60601
41.89,-87.62,60601
41.89,-87.63,60601
41.89,-87.62,60601
41.89,-87.62,60601
41.89,-87.63,60601
41.89,-87.63,60601
41.89,-87.62,60601
41.89,-87.63,60601
41.89,-87.63,60601
41.89,-87.62,60601
41.89,-87.62,60601
41.89,-87.63,60601
41.89,-87.62,60601
41.89,-87.62,60601
41.89,-87.63,60601
41.89,-87.63,60601
41.89,-87.63,60601
41.89,-87.62,60601
41.76,-88.21,60599
41.78,-88.24,60599
41.55,-88.2,60586
41.57,-88.2,60586
41.65,-88.2,60585
41.7,-88.12,60565
41.75,-88.12,60565
41.71,-88.21,60564
41.8,-88.2,60563
41.77,-88.2,60563
41.75,-87.97,60561
41.66,-88.44,60560
41.81,-87.99,60559
41.81,-87.98,60559
41.81,-87.9,60558
41.8,-88.17,60555
41.8,-88.17,60555
41.82,-87.83,60546
41.61,-88.2,60544
41.7,-88.31,60543
41.8,-88.36,60542
41.76,-88.19,60540
41.77,-88.15,60540
41.75,-88.16,60540
41.79,-88.15,60540
41.77,-88.15,60540
41.81,-88.28,60539
41.72,-88.37,60538
41.79,-88.07,60532
41.78,-88.09,60532
41.8,-88.12,60532
41.79,-88.12,60532
41.77,-88.07,60532
41.77,-88.05,60532
41.75,-87.91,60527
41.76,-87.94,60527
41.79,-87.88,60525
41.78,-87.87,60525
41.81,-87.87,60525
41.85,-87.95,60523
41.85,-87.95,60523
41.85,-87.95,60523
41.85,-87.95,60523
41.8,-87.93,60521
41.79,-87.91,60521
41.82,-87.92,60521
41.72,-88.04,60517
41.75,-88.01,60516
41.81,-88.01,60515
41.8,-88.01,60515
41.8,-87.95,60514
41.68,-88.47,60512
41.85,-88.34,60510
41.79,-88.38,60506
41.74,-88.25,60504
41.75,-88.2,60504
41.8,-88.27,60502
41.76,-88.25,60502
41.6,-88.02,60491
41.69,-88.13,60490
41.68,-87.8,60482
41.55,-87.8,60477
41.58,-87.6,60473
41.63,-87.93,60467
41.6,-87.89,60467
41.62,-87.85,60462
41.6,-87.85,60462
41.62,-87.85,60462
41.6,-87.85,60462
41.6,-87.85,60462
41.63,-87.85,60462
41.75,-87.74,60459
41.72,-87.73,60456
41.75,-87.8,60455
41.72,-87.78,60455
41.72,-87.79,60455
41.71,-87.74,60453
41.69,-87.74,60453
41.72,-87.75,60453
41.6,-87.74,60452
41.6,-87.79,60452
41.37,-88.42,60450
41.51,-87.85,60448
41.51,-87.92,60448
41.51,-87.92,60448
41.56,-87.89,60448
41.42,-88.27,60447
41.61,-88.12,60446
41.61,-88.12,60446
41.51,-87.73,60443
41.5,-87.73,60443
41.7,-88.07,60440
41.69,-88.07,60440
41.65,-88,60439
41.64,-88,60439
41.53,-88.08,60436
41.52,-88.15,60436
41.56,-87.64,60430
41.56,-87.68,60429
41.56,-87.67,60429
41.53,-87.71,60422
41.65,-87.74,60418
41.6,-87.56,60409
41.52,-88.2,60404
41.53,-88.2,60404
41.88,-87.81,60305
41.89,-87.81,60305
41.89,-87.81,60305
41.89,-87.79,60301
42.05,-87.68,60202
42.03,-87.68,60202
42.05,-87.67,60202
42.04,-87.7,60202
42.04,-87.68,60202
42.06,-87.7,60201
42.08,-88.07,60195
42.05,-88.09,60195
42,-88.13,60193
42.07,-88.19,60192
42.07,-88.19,60192
41.86,-88.14,60190
41.83,-88.1,60189
41.84,-88.1,60189
41.9,-88.1,60188
41.89,-88.11,60187
41.87,-88.11,60187
41.91,-88.21,60185
41.86,-87.97,60181
41.86,-87.98,60181
41.96,-88.72,60178
41.95,-88.73,60178
41.99,-88.34,60177
41.98,-88.34,60177
41.98,-87.9,60176
41.98,-87.9,60176
41.98,-87.9,60176
41.98,-87.9,60176
41.98,-87.9,60176
41.97,-87.9,60176
41.98,-87.9,60176
41.97,-87.9,60176
41.98,-87.9,60176
41.97,-87.9,60176
41.98,-87.87,60176
41.95,-87.88,60176
41.96,-87.87,60176
41.92,-88.26,60174
41.91,-88.34,60174
41.91,-88.31,60174
42.05,-88.04,60173
42.05,-88.04,60173
42.05,-88.04,60173
42.05,-88.05,60173
42.04,-88.03,60173
42.05,-88.04,60173
42.04,-88.05,60173
42.05,-88.04,60173
42.04,-88.05,60173
41.98,-88.08,60172
42.05,-88.14,60169
42.06,-88.14,60169
41.91,-87.87,60165
41.92,-87.94,60164
41.87,-87.88,60162
41.95,-88.03,60157
41.96,-88.07,60157
42.17,-88.34,60156
42.16,-88.34,60156
42.18,-88.33,60156
41.85,-87.85,60155
41.85,-87.85,60155
41.85,-87.9,60154
41.83,-88.02,60148
41.84,-88,60148
41.84,-88.01,60148
41.86,-88.02,60148
41.85,-87.98,60148
41.97,-88,60143
41.97,-88.01,60143
42.14,-88.43,60142
42.15,-88.43,60142
41.84,-88.07,60137
41.86,-88.06,60137
41.88,-88.07,60137
42.09,-88.34,60136
41.89,-88.34,60134
41.89,-88.31,60134
41.87,-88.34,60134
41.9,-88.34,60134
41.99,-88.15,60133
41.85,-87.8,60130
41.85,-87.81,60130
41.9,-87.94,60126
41.86,-87.93,60126
42.03,-88.34,60123
41.9,-88.47,60119
42.1,-88.29,60118
41.9,-88.74,60115
41.93,-88.77,60115
41.94,-88.12,60108
41.94,-88.08,60108
41.94,-88.09,60108
42.02,-88.15,60107
42.02,-88.14,60107
42.02,-88.2,60107
42.02,-88.2,60107
41.93,-87.94,60106
41.98,-87.91,60106
41.96,-87.91,60106
41.98,-87.91,60106
41.98,-87.91,60106
41.98,-87.91,60106
41.98,-87.91,60106
41.98,-87.91,60106
41.98,-87.91,60106
41.95,-88.21,60103
42.16,-88.27,60102
41.91,-87.97,60101
41.91,-88.01,60101
41.91,-87.98,60101
42.31,-88.45,60098
42.1,-87.77,60093
42.08,-87.76,60093
42.08,-87.76,60093
42.11,-87.74,60093
42.29,-87.95,60092
42.26,-87.95,60092
42.06,-87.73,60091
42.06,-87.75,60091
42.06,-87.75,60091
42.14,-87.91,60090
42.15,-87.92,60090
42.18,-87.96,60089
42.14,-87.99,60089
42.15,-87.94,60089
42.41,-87.86,60087
42.37,-87.88,60085
42.01,-87.77,60077
42.04,-87.75,60077
42.04,-87.73,60076
42.16,-88.05,60074
42.16,-88.05,60074
42.14,-88.03,60074
42.14,-88.02,60074
42.1,-87.88,60070
42.2,-87.94,60069
42,-87.88,60068
42.01,-87.83,60068
42.01,-87.83,60068
41.99,-87.86,60068
41.99,-87.86,60068
42.11,-88.05,60067
42.11,-87.87,60062
42.1,-87.85,60062
42.13,-87.83,60062
42.11,-87.8,60062
42.25,-87.91,60061
42.24,-87.96,60061
42.24,-87.97,60061
42.24,-87.95,60061
42.26,-88.02,60060
42.28,-88.04,60060
42.28,-88.02,60060
42.08,-87.94,60056
42.06,-87.94,60056
42.04,-87.8,60053
42.36,-88.27,60050
42.31,-87.96,60048
42.19,-88.11,60047
42.19,-88.11,60047
42.18,-88.09,60047
42.19,-88.1,60047
42.38,-88.06,60046
42.38,-88.06,60046
42.22,-87.87,60045
42.25,-87.84,60045
42.28,-87.88,60044
42.28,-87.88,60044
42.08,-87.71,60043
42.09,-87.7,60043
42.36,-88.17,60041
42.22,-87.82,60037
42.19,-87.83,60035
42.17,-87.82,60035
42.19,-87.8,60035
42.15,-87.8,60035
42.38,-87.96,60031
42.39,-87.96,60031
42.38,-87.94,60031
42.38,-87.97,60031
42.39,-87.96,60031
42.39,-87.98,60031
42.35,-87.9,60031
42.34,-88.03,60030
42.35,-88.07,60030
42.09,-87.82,60026
42.08,-87.82,60026
42.1,-87.8,60026
42.08,-87.8,60025
42.05,-87.84,60025
42.13,-87.76,60022
42.14,-87.79,60022
42.19,-88.21,60021
42.03,-87.89,60018
42.01,-87.88,60018
42.15,-87.84,60015
42.17,-87.84,60015
42.15,-87.82,60015
42.23,-88.31,60014
42.21,-88.29,60014
42.24,-88.32,60014
42.22,-88.25,60013
42.15,-88.13,60010
42.15,-88.14,60010
42.11,-88.11,60010
42.09,-88.02,60008
42.08,-88.02,60008
42.01,-87.96,60007
42,-88.02,60007
42,-88.01,60007
42.05,-87.98,60005
42.05,-88,60005
42.08,-87.98,60004
42.11,-87.98,60004
48.4,-114.34,59912
48.24,-114.33,59901
48.2,-114.31,59901
48.24,-114.33,59901
47.69,-114.12,59860
46.85,-114.02,59801
46.83,-114.04,59801
46.84,-114.02,59801
46.89,-114.04,59801
46.85,-114.04,59801
46.91,-114.03,59801
45.68,-111.05,59773
45.7,-111.06,59773
45.68,-111.06,59773
45.71,-111.07,59773
45.68,-111.07,59773
45.22,-112.63,59725
45.78,-111.18,59714
45.98,-112.51,59701
46.6,-112.03,59626
46.59,-112.02,59626
46.59,-112.02,59626
47.49,-111.27,59401
47.49,-111.25,59401
47.49,-111.29,59401
47.49,-111.27,59401
47.52,-111.31,59401
45.81,-108.48,59105
45.81,-108.48,59105
45.76,-108.58,59102
45.77,-108.53,59102
45.77,-108.58,59102
45.78,-108.5,59102
45.76,-108.57,59102
45.78,-108.54,59102
45.78,-108.59,59102
48.23,-101.3,58701
48.21,-101.32,58701
46.88,-102.8,58601
46.83,-100.77,58505
46.83,-100.81,58505
46.8,-100.78,58504
46.8,-100.79,58504
47.89,-97.08,58201
47.89,-97.08,58201
47.91,-97.04,58201
46.83,-96.82,58103
46.86,-96.85,58103
46.86,-96.87,58078
44.5,-103.86,57783
44.38,-103.73,57732
44.1,-103.18,57701
44.08,-103.21,57701
44.08,-103.23,57701
44.08,-103.25,57701
44.11,-103.21,57701
44.07,-103.23,57701
44.08,-103.25,57701
45.46,-98.44,57401
45.46,-98.44,57401
44.89,-97.07,57201
43.54,-96.65,57110
43.51,-96.77,57105
43.51,-96.77,57105
43.51,-96.77,57105
43.52,-96.73,57105
43.5,-96.75,57105
43.51,-96.77,57105
43.53,-96.79,57105
43.54,-96.73,57104
43.53,-96.67,57103
43.55,-96.69,57103
42.89,-97.4,57078
44.3,-96.77,57006
47.49,-94.91,56601
46.85,-96.77,56560
46.86,-96.75,56560
46.37,-94.25,56425
46.37,-94.24,56401
45.55,-94.22,56387
45.57,-94.15,56379
45.85,-95.39,56308
45.55,-94.19,56301
44.17,-93.95,56001
44.17,-93.95,56001
44.03,-91.62,55987
43.95,-92.47,55904
44.02,-92.46,55902
44,-92.48,55902
44.02,-92.47,55902
44.07,-92.53,55901
44.06,-92.5,55901
44.06,-92.47,55901
46.82,-92.08,55812
46.8,-92.16,55806
46.78,-92.1,55806
46.81,-92.16,55805
47.51,-92.55,55792
47.21,-93.53,55744
46.81,-92.17,55701
44.96,-93.24,55454
44.97,-93.23,55454
44.97,-93.24,55454
44.97,-93.23,55454
44.88,-93.25,55450
45.18,-93.11,55449
45.05,-93.53,55446
45.02,-93.48,55446
45.09,-93.38,55445
45.13,-93.36,55445
45.12,-93.36,55445
45.03,-93.45,55442
45.01,-93.45,55441
44.84,-93.4,55438
44.91,-93.36,55436
44.86,-93.31,55435
44.86,-93.31,55435
44.88,-93.33,55435
44.88,-93.32,55435
44.88,-93.33,55435
44.86,-93.35,55435
44.88,-93.32,55435
44.87,-93.33,55435
45.17,-93.23,55434
45.17,-93.24,55434
45.15,-93.28,55434
45.13,-93.27,55434
45.06,-93.32,55429
45.05,-93.36,55428
45.05,-93.36,55428
45.03,-93.39,55427
44.98,-93.38,55426
44.86,-93.24,55425
44.86,-93.24,55425
44.85,-93.24,55425
44.85,-93.24,55425
44.91,-93.35,55424
44.93,-93.34,55424
44.86,-93.29,55423
45.06,-93.25,55421
45.07,-93.25,55421
44.83,-93.29,55420
44.91,-93.29,55419
44.95,-93.33,55416
44.97,-93.27,55415
44.97,-93.27,55415
44.97,-93.25,55415
44.98,-93.24,55414
45,-93.23,55413
44.91,-93.33,55410
44.95,-93.24,55407
44.96,-93.29,55405
44.96,-93.28,55403
44.97,-93.28,55403
44.98,-93.27,55401
44.98,-93.27,55401
44.98,-93.27,55401
44.98,-93.28,55401
44.98,-93.27,55401
44.97,-93.51,55391
44.85,-93.77,55387
44.78,-93.41,55379
44.75,-93.38,55378
44.74,-93.38,55378
45.2,-93.55,55374
45.2,-93.55,55374
45.13,-93.48,55369
45.1,-93.45,55369
45.09,-93.44,55369
45.29,-93.77,55362
44.87,-94.38,55350
44.92,-93.5,55345
44.85,-93.43,55344
44.89,-93.42,55344
44.85,-93.43,55344
44.86,-93.44,55344
44.93,-93.42,55343
44.94,-93.39,55343
44.75,-93.29,55337
44.9,-93.57,55331
45.32,-93.56,55330
45.28,-93.56,55330
44.83,-93.6,55318
44.86,-93.52,55317
44.86,-93.54,55317
45.14,-93.37,55316
45.16,-93.39,55316
45.17,-93.39,55316
45.17,-93.86,55313
45.13,-93.49,55311
44.74,-93.29,55306
44.75,-93.3,55306
44.71,-93.28,55306
44.97,-93.45,55305
44.97,-93.44,55305
45.22,-93.32,55304
45.21,-93.36,55303
45.2,-93.35,55303
44.96,-92.96,55128
44.96,-92.96,55128
45,-92.95,55128
45.05,-93.06,55127
45.08,-93.06,55127
45.06,-93.15,55126
45.06,-93.14,55126
45.08,-93.12,55126
44.94,-92.94,55125
44.93,-92.96,55125
44.94,-92.91,55125
44.94,-92.9,55125
44.92,-92.93,55125
44.93,-92.96,55125
44.89,-92.94,55125
44.73,-93.21,55124
44.72,-93.18,55124
44.72,-93.18,55124
44.79,-93.21,55122
44.8,-93.19,55122
44.81,-93.21,55122
44.83,-93.17,55121
44.84,-93.17,55121
44.89,-93.08,55118
44.9,-93.08,55118
44.92,-93.19,55116
45.01,-93.16,55113
45.01,-93.18,55113
45.01,-93.17,55113
45.01,-93.18,55113
44.88,-93.21,55111
44.88,-93.21,55111
44.88,-93.21,55111
45.07,-93.02,55110
45.03,-93.02,55109
45.04,-93.02,55109
44.97,-93.17,55108
44.95,-93.03,55106
44.94,-93.15,55104
44.94,-93.14,55104
44.95,-93.17,55104
44.95,-93.16,55104
44.95,-93.1,55101
45.03,-92.85,55082
45.04,-92.84,55082
45.03,-92.84,55082
44.82,-93.08,55077
44.83,-92.96,55071
44.73,-93.13,55068
44.57,-92.58,55066
44.08,-93.24,55060
44.09,-93.25,55060
44.43,-93.19,55057
44.69,-93.28,55044
44.68,-93.29,55044
44.74,-92.89,55033
45.27,-93,55025
45.28,-93.01,55025
44.82,-92.93,55016
45.57,-93.21,55008
44.18,-88.48,54956
43.78,-88.41,54937
43.78,-88.48,54935
43.79,-88.48,54935
44.24,-88.36,54915
44.27,-88.47,54914
44.27,-88.47,54914
44.26,-88.46,54914
44.29,-88.41,54911
44.01,-88.58,54902
44,-88.58,54902
44.04,-88.54,54901
44.78,-91.43,54720
44.8,-91.47,54720
44.79,-91.51,54703
44.02,-90.51,54660
43.87,-91.19,54650
44.53,-89.57,54481
44.91,-89.65,54476
44.5,-89.51,54467
44.68,-90.16,54404
44.96,-89.66,54401
44.47,-88.08,54304
44.52,-88.06,54303
44.46,-87.99,54301
44.46,-87.98,54301
44.48,-87.97,54301
44.82,-87.4,54235
44.07,-87.7,54220
44.45,-88.09,54115
44.96,-92.72,54016
43.58,-89.78,53965
43.62,-89.79,53965
43.02,-89.48,53719
43.03,-89.52,53719
43.06,-89.52,53717
43.06,-89.5,53717
43.09,-89.53,53717
43.05,-89.32,53716
43.07,-89.4,53715
43.12,-89.31,53714
43.13,-89.31,53714
43.02,-89.43,53711
43.05,-89.47,53705
43.07,-89.45,53705
43.08,-89.45,53705
43.07,-89.38,53703
43.08,-89.39,53703
43.17,-89.27,53590
43.17,-89.27,53590
43.1,-89.49,53562
42.72,-89,53545
42.72,-88.98,53545
42.52,-88.98,53511
42.72,-87.85,53406
43.04,-87.93,53233
43,-88.04,53227
43.01,-88.05,53227
42.99,-88.05,53227
43.06,-88.04,53226
43.06,-88.05,53226
43.03,-88.05,53226
43.15,-88,53223
43.07,-88.05,53222
43.07,-88.05,53222
43.07,-88.05,53222
42.93,-87.95,53221
42.95,-87.91,53221
42.96,-87.92,53221
42.95,-87.9,53221
42.96,-88.01,53220
43.02,-87.97,53219
43.02,-87.97,53219
43.18,-87.91,53217
43.09,-87.98,53216
42.99,-87.95,53215
42.98,-87.95,53215
43.05,-88.01,53213
43.09,-87.89,53211
43.07,-87.88,53211
43.09,-87.89,53211
43.12,-87.91,53209
43.12,-87.91,53209
42.99,-87.91,53207
42.99,-87.88,53207
42.98,-87.91,53207
43.04,-87.91,53203
43.04,-87.92,53203
43.04,-87.91,53203
43.03,-87.91,53203
43.05,-87.91,53203
43.05,-87.89,53202
43.02,-88.24,53186
42.99,-88.22,53186
42.99,-88.26,53186
42.7,-87.85,53177
42.52,-87.91,53158
42.88,-87.92,53154
42.87,-87.94,53154
42.9,-87.92,53154
42.89,-87.91,53154
42.88,-87.91,53154
42.98,-88.11,53151
42.96,-88.11,53151
42.92,-88.11,53150
42.6,-88.41,53147
42.59,-88.43,53147
42.57,-87.95,53144
42.57,-87.93,53144
42.56,-87.89,53142
42.57,-87.86,53142
42.62,-87.82,53140
42.91,-88.04,53130
42.94,-88.05,53130
42.95,-88,53129
42.95,-88.01,53129
43.04,-88.07,53122
43.02,-88.11,53122
43.04,-88.07,53122
43.03,-88.11,53122
43.04,-88.1,53122
42.63,-88.61,53115
43.4,-88.18,53095
43.22,-87.92,53092
43.14,-88.24,53089
43.71,-87.76,53081
43.08,-88.23,53072
43.07,-88.47,53066
43.17,-88.11,53051
43.03,-88.18,53045
43.04,-88.14,53045
43.1,-88.16,53045
43.03,-88.18,53045
43.76,-87.72,53044
43.72,-87.75,53044
43.32,-87.93,53024
43.34,-87.93,53024
43.19,-88.13,53022
43.22,-88.11,53022
43.19,-88.13,53022
43.05,-88.37,53018
43.05,-88.38,53018
43.29,-87.99,53012
43.09,-88.07,53007
43.09,-88.07,53007
41.58,-90.51,52807
41.54,-90.52,52803
41.57,-90.53,52803
41.57,-90.53,52803
41.56,-90.56,52803
41.45,-91.04,52761
41.46,-91.02,52761
41.84,-90.19,52732
41.55,-90.48,52722
40.82,-91.14,52655
40.82,-91.17,52655
40.63,-91.34,52627
41.01,-92.44,52501
41.96,-91.72,52405
41.94,-91.72,52404
41.98,-91.6,52403
42.04,-91.65,52402
41.96,-91.66,52401
41.97,-91.7,52401
42.03,-91.62,52302
42.04,-91.57,52302
41.65,-91.5,52245
41.68,-91.52,52245
41.69,-91.61,52241
41.68,-91.59,52241
41.68,-91.59,52241
41.64,-91.53,52240
41.66,-91.53,52240
42.03,-91.68,52233
42.03,-91.7,52233
42.52,-90.74,52002
42.49,-90.72,52001
41.22,-95.83,51501
41.24,-95.83,51501
41.25,-95.88,51501
43.42,-95.11,51360
43.15,-95.15,51301
42.45,-96.33,51106
42.45,-96.34,51106
42.49,-96.36,51105
42.51,-96.42,51103
42.52,-96.42,51103
42.46,-92.33,50702
42.46,-92.33,50702
42.46,-92.33,50702
42.51,-92.44,50613
42.47,-92.46,50613
42.51,-92.44,50613
42.51,-94.16,50501
43.15,-93.26,50401
43.15,-93.25,50401
43.15,-93.24,50401
41.61,-93.77,50325
41.6,-93.81,50325
41.6,-93.72,50324
41.6,-93.75,50324
41.6,-93.75,50324
41.6,-93.72,50324
41.63,-93.74,50322
41.54,-93.64,50321
41.59,-93.63,50314
41.6,-93.63,50314
41.63,-93.7,50310
41.63,-93.7,50310
41.55,-93.59,50307
41.56,-93.78,50266
41.57,-93.81,50266
41.56,-93.8,50266
41.57,-93.81,50266
41.6,-93.76,50265
41.56,-93.77,50265
41.57,-93.73,50265
41.7,-93.03,50208
42.04,-92.91,50158
41.66,-93.7,50131
41.66,-93.74,50111
41.65,-93.77,50111
41.71,-93.62,50023
41.73,-93.6,50021
41.71,-93.58,50021
41.71,-93.58,50021
42.02,-93.67,50014
42.02,-93.62,50010
42.02,-93.65,50010
42.02,-93.61,50010
42.02,-93.62,50010
41.64,-93.5,50009
41.64,-93.5,50009
46.55,-87.46,49855
46.55,-87.47,49855
46.56,-87.4,49855
45.85,-84.62,49781
45.03,-84.69,49735
45.03,-84.69,49735
45.22,-85.02,49712
45.41,-84.87,49706
45.78,-84.73,49701
44.73,-85.64,49685
44.74,-85.64,49685
42.86,-85.68,49548
42.91,-85.54,49546
42.91,-85.58,49546
42.92,-85.53,49546
42.91,-85.51,49546
42.91,-85.54,49546
42.91,-85.51,49546
42.92,-85.51,49546
42.97,-85.78,49534
42.97,-85.74,49534
43,-85.59,49525
43,-85.59,49525
43,-85.59,49525
42.88,-85.74,49519
42.86,-85.72,49519
42.88,-85.53,49512
42.85,-85.62,49508
42.85,-85.62,49508
42.85,-85.63,49508
42.95,-85.61,49506
42.93,-85.61,49506
42.92,-85.59,49506
42.95,-85.61,49506
42.92,-85.59,49506
42.97,-85.67,49503
42.96,-85.68,49503
42.97,-85.67,49503
42.97,-85.67,49503
42.83,-86.02,49464
43.16,-86.21,49444
43.15,-86.2,49444
42.89,-85.85,49428
42.91,-85.79,49428
42.83,-86.14,49424
42.83,-86.09,49424
42.82,-86.09,49424
42.83,-86.09,49424
42.8,-86.11,49423
42.78,-86.08,49423
42.76,-86.12,49423
42.89,-85.75,49418
42.88,-85.75,49418
42.88,-85.76,49418
43.07,-86.22,49417
43.04,-86.2,49417
43.04,-86.22,49417
42.96,-85.89,49401
42.97,-85.94,49401
43.12,-85.6,49341
43.11,-85.55,49341
43.02,-85.69,49321
43.02,-85.69,49321
42.79,-85.51,49316
42.81,-85.67,49315
43.69,-85.48,49307
43.68,-85.48,49307
43.06,-85.58,49306
41.87,-84.03,49221
42.26,-84.36,49203
42.27,-84.42,49202
41.82,-86.25,49120
42.27,-84.99,49068
42.21,-85.6,49024
42.22,-85.59,49024
42.08,-86.49,49022
42.26,-85.18,49015
42.32,-85.18,49015
42.3,-85.67,49009
42.27,-85.65,49008
42.26,-85.61,49008
42.26,-85.61,49008
42.3,-85.66,49006
42.74,-84.65,48917
42.76,-84.5,48912
42.66,-84.54,48911
42.69,-84.28,48895
42.72,-84.42,48864
42.68,-84.43,48864
43.59,-84.78,48858
43.58,-84.77,48858
43.61,-84.74,48858
42.73,-84.48,48824
42.73,-84.49,48824
42.73,-84.48,48824
42.73,-84.47,48824
43.38,-84.67,48801
43.62,-83.89,48708
44.27,-84.38,48656
43.66,-84.25,48640
43.48,-83.97,48604
43.51,-83.96,48604
43.02,-83.64,48509
42.99,-83.74,48507
43.04,-83.32,48446
42.93,-83.63,48439
42.79,-83.74,48430
42.79,-83.74,48430
42.81,-83.71,48430
43.04,-83.54,48423
43.25,-83.78,48415
42.53,-83.51,48393
42.53,-83.47,48390
42.53,-83.44,48390
42.65,-83.5,48386
42.65,-83.53,48383
42.59,-83.6,48381
42.59,-83.6,48381
42.49,-83.47,48377
42.49,-83.47,48377
42.49,-83.48,48377
42.49,-83.47,48377
42.49,-83.52,48374
42.49,-83.52,48374
42.49,-83.54,48374
42.46,-83.56,48374
42.78,-83.24,48362
42.7,-83.3,48359
42.7,-83.3,48359
42.71,-83.29,48359
42.71,-83.31,48359
42.63,-83.76,48353
42.73,-83.38,48346
42.72,-83.42,48346
42.61,-83.3,48341
42.46,-83.37,48336
42.45,-83.34,48336
42.43,-83.43,48335
42.5,-83.36,48334
42.5,-83.44,48331
42.66,-83.39,48328
42.6,-83.44,48324
42.58,-83.36,48324
42.54,-83.36,48322
42.69,-83.06,48316
42.67,-82.98,48315
42.67,-83.01,48315
42.62,-83.09,48314
42.63,-82.98,48313
42.63,-83,48313
42.62,-82.99,48313
42.62,-82.99,48313
42.62,-82.99,48313
42.56,-83.03,48312
42.56,-83.03,48312
42.56,-83.09,48310
42.56,-83.08,48310
42.63,-83.13,48309
42.68,-83.19,48309
42.64,-83.13,48307
42.64,-83.13,48307
42.73,-83.2,48306
42.7,-83.14,48306
42.58,-83.28,48302
42.6,-83.26,48302
42.6,-83.29,48302
42.55,-83.26,48301
42.55,-83.29,48301
42.33,-83.04,48243
42.34,-83.04,48243
42.22,-83.35,48242
42.22,-83.35,48242
42.22,-83.35,48242
42.38,-83.33,48239
42.37,-83.33,48239
42.47,-83.2,48237
42.38,-82.92,48230
42.39,-82.92,48230
42.33,-83.05,48226
42.43,-82.91,48225
42.45,-83.12,48220
42.36,-83.07,48202
42.36,-83.07,48202
42.35,-83.06,48201
42.35,-83.06,48201
42.25,-83.67,48197
42.25,-83.63,48197
42.21,-83.62,48197
42.27,-83.5,48188
42.32,-83.49,48187
42.32,-83.45,48187
42.32,-83.43,48187
42.34,-83.39,48185
42.34,-83.4,48185
42.14,-83.23,48183
42.14,-83.22,48183
42.2,-83.26,48180
42.2,-83.26,48180
42.2,-83.26,48180
42.37,-83.47,48170
42.36,-83.48,48170
42.44,-83.48,48167
42.43,-83.48,48167
42.52,-83.62,48165
41.95,-83.4,48162
42.4,-83.35,48154
42.41,-83.42,48152
42.25,-83.19,48146
41.75,-83.63,48144
42.13,-83.16,48138
42.33,-83.3,48127
42.33,-83.3,48127
42.36,-83.27,48127
42.32,-83.17,48126
42.28,-83.22,48125
42.31,-83.25,48124
42.28,-83.21,48122
42.32,-83.22,48120
42.54,-83.79,48116
42.54,-83.8,48116
42.54,-83.79,48116
42.22,-83.48,48111
42.3,-83.71,48109
42.24,-83.77,48108
42.24,-83.74,48108
42.24,-83.77,48108
42.24,-83.75,48108
42.24,-83.68,48108
42.24,-83.68,48108
42.24,-83.77,48108
42.27,-83.74,48104
42.27,-83.73,48104
42.27,-83.74,48104
42.28,-83.78,48104
42.28,-83.74,48104
42.26,-83.69,48104
42.28,-83.75,48104
42.29,-83.84,48103
42.6,-83.17,48098
42.71,-83.03,48094
42.51,-83.05,48092
42.62,-83.13,48085
42.54,-83.18,48084
42.56,-83.18,48084
42.56,-83.17,48084
42.56,-83.18,48084
42.56,-83.18,48084
42.56,-83.18,48084
42.55,-83.17,48084
42.56,-83.11,48083
42.51,-83.23,48076
42.51,-83.22,48076
42.52,-83.18,48073
42.52,-83.19,48073
42.51,-83.19,48072
42.5,-83.11,48071
42.5,-83.12,48071
42.49,-83.08,48071
42.49,-83.14,48067
42.51,-82.93,48066
43.03,-82.46,48059
43.03,-82.46,48059
42.67,-82.83,48051
42.68,-82.83,48051
42.64,-82.9,48044
42.63,-82.86,48043
42.91,-82.5,48040
42.63,-82.95,48038
42.63,-82.95,48038
42.63,-82.91,48038
42.63,-82.91,48038
42.55,-82.9,48035
42.5,-83.29,48034
42.52,-82.92,48026
42.53,-82.92,48026
42.51,-83.32,48025
42.45,-82.93,48021
42.53,-83.11,48017
42.53,-83.11,48017
