lat,lon,zipcode
34.6,-118.14,93550
34.58,-118.13,93550
34.59,-118.15,93550
37.64,-118.97,93546
37.65,-118.99,93546
34.66,-118.2,93534
34.68,-118.11,93534
34.69,-118.17,93534
34.67,-118.17,93534
34.68,-118.15,93534
34.7,-118.17,93534
34.92,-117.93,93523
37.37,-118.4,93514
37.37,-118.4,93514
35.53,-120.7,93465
35.58,-120.7,93465
35.58,-120.7,93465
34.92,-120.43,93458
34.94,-120.44,93458
34.97,-120.44,93458
34.92,-120.44,93458
34.92,-120.43,93458
34.92,-120.43,93458
34.95,-120.42,93458
34.86,-120.42,93455
35.62,-120.66,93446
35.64,-120.69,93446
35.62,-120.68,93446
35.04,-120.49,93444
35.04,-120.49,93444
35.37,-120.84,93442
34.65,-120.46,93436
34.66,-120.46,93436
35.12,-120.6,93433
35.13,-120.6,93433
35.12,-120.61,93433
35.14,-120.63,93433
34.61,-120.19,93427
35.49,-120.66,93422
35.3,-120.66,93410
35.3,-120.66,93410
35.3,-120.66,93410
35.29,-120.67,93407
35.28,-120.66,93407
35.25,-120.69,93405
35.26,-120.68,93405
35.25,-120.67,93405
35.31,-120.83,93402
35.25,-120.64,93401
35.25,-120.64,93401
35.37,-119.02,93381
35.4,-119.09,93312
35.35,-119.12,93312
35.44,-119.08,93312
35.38,-119.15,93312
35.38,-119.15,93312
35.41,-119.11,93312
35.4,-119.11,93312
35.38,-119.1,93312
35.35,-119.12,93312
35.38,-119.1,93312
35.4,-119.09,93312
35.33,-119.07,93309
35.36,-119.07,93309
35.32,-119.05,93309
35.32,-119.09,93309
35.34,-119.05,93309
35.31,-119.09,93309
35.34,-119.1,93309
35.36,-119.09,93309
35.36,-119.06,93309
35.34,-119.1,93309
35.4,-118.95,93305
35.39,-118.97,93305
35.35,-118.91,93305
35.3,-119.05,93304
35.34,-119.04,93304
35.34,-119.03,93304
35.34,-119.03,93304
35.32,-119.03,93304
35.3,-119.03,93304
35.38,-119.02,93301
35.37,-119.04,93301
35.41,-119.06,93301
35.38,-119.02,93301
35.38,-119.04,93301
36.31,-119.35,93277
36.29,-119.32,93277
36.32,-119.31,93277
36.29,-119.31,93277
36.3,-119.33,93277
36.33,-119.33,93277
36.31,-119.32,93277
36.34,-119.35,93277
36.23,-119.33,93274
36.23,-119.32,93274
35.15,-119.47,93268
36.07,-119.04,93267
36.08,-119.05,93267
36.08,-119.04,93267
36.06,-119.02,93267
36.2,-119.1,93247
36.31,-119.78,93245
36.3,-119.78,93245
34.99,-118.94,93243
34.98,-118.95,93243
35.62,-118.48,93240
35.99,-119.96,93239
36.33,-119.29,93235
36.36,-119.3,93235
35.78,-119.25,93215
36.14,-120.36,93210
35.4,-119.4,93206
36.33,-119.65,93202
36.32,-119.68,93202
36.33,-119.67,93202
34.43,-119.87,93111
34.44,-119.83,93111
34.41,-119.86,93111
34.44,-119.75,93110
34.44,-119.75,93110
34.4,-119.72,93109
34.42,-119.65,93103
34.42,-119.7,93101
34.42,-119.7,93101
34.42,-119.7,93101
34.42,-119.7,93101
34.42,-119.7,93101
34.42,-119.71,93101
34.27,-118.68,93093
34.28,-118.72,93093
34.27,-118.78,93065
34.26,-118.79,93065
34.25,-118.81,93065
34.27,-118.8,93065
34.28,-118.77,93065
34.28,-118.76,93065
34.28,-118.74,93063
34.29,-118.72,93063
34.35,-119.07,93060
34.34,-119.08,93060
34.23,-119.18,93036
34.22,-119.16,93036
34.24,-119.18,93036
34.22,-119.16,93036
34.23,-119.18,93036
34.19,-119.22,93035
34.18,-119.22,93035
34.17,-119.18,93030
34.17,-119.16,93030
34.2,-119.18,93030
34.42,-119.29,93022
34.28,-118.88,93021
34.28,-118.87,93021
34.3,-118.84,93021
34.27,-118.9,93021
34.28,-118.87,93021
34.4,-118.92,93015
34.39,-119.51,93013
34.22,-119,93012
34.23,-119,93012
34.22,-119.07,93010
34.22,-119.07,93010
34.23,-119.04,93010
34.22,-119.06,93010
34.24,-119.04,93010
34.27,-119.25,93003
34.26,-119.27,93003
34.26,-119.21,93003
34.26,-119.24,93003
34.28,-119.21,93003
34.27,-119.25,93003
34.27,-119.26,93003
34.26,-119.21,93003
34.26,-119.23,93003
34.28,-119.21,93003
34.26,-119.21,93003
34.28,-119.29,93001
34.28,-119.3,93001
33.81,-117.87,92899
33.89,-117.78,92886
33.75,-117.45,92883
33.75,-117.45,92883
33.84,-117.57,92882
33.82,-117.52,92881
33.84,-117.53,92881
33.82,-117.52,92881
33.88,-117.66,92880
33.89,-117.52,92879
33.85,-117.54,92879
33.89,-117.52,92879
33.85,-117.56,92878
33.9,-117.56,92878
33.9,-117.56,92878
33.89,-117.87,92870
33.89,-117.87,92870
33.88,-117.84,92870
33.89,-117.83,92870
33.79,-117.8,92869
33.79,-117.87,92868
33.78,-117.86,92868
33.78,-117.87,92868
33.78,-117.87,92868
33.79,-117.85,92867
33.8,-117.84,92867
33.79,-117.85,92867
33.79,-117.85,92867
33.79,-117.84,92866
33.85,-117.84,92865
33.83,-117.84,92865
33.82,-117.84,92865
33.83,-117.84,92865
33.79,-117.81,92861
33.96,-117.59,92860
33.96,-117.59,92860
33.94,-117.56,92860
33.79,-118.03,92845
33.78,-118.03,92845
33.77,-118.01,92845
33.76,-118.02,92845
33.76,-117.96,92844
33.76,-117.95,92844
33.74,-117.92,92843
33.77,-117.97,92841
33.78,-117.96,92841
33.79,-117.92,92840
33.79,-117.92,92840
33.79,-117.94,92840
33.92,-117.9,92835
33.92,-117.9,92835
33.88,-117.96,92833
33.88,-117.96,92833
33.88,-117.97,92833
33.85,-117.92,92832
33.86,-117.92,92832
33.87,-117.92,92832
33.86,-117.94,92832
33.86,-117.93,92832
33.88,-117.88,92831
33.88,-117.89,92831
33.87,-117.89,92831
33.92,-117.89,92821
33.92,-117.89,92821
33.91,-117.88,92821
33.92,-117.88,92821
33.91,-117.87,92821
33.91,-117.88,92821
33.91,-117.85,92821
33.87,-117.75,92808
33.87,-117.76,92808
33.86,-117.74,92808
33.86,-117.74,92808
33.85,-117.79,92807
33.86,-117.79,92807
33.85,-117.79,92807
33.85,-117.89,92806
33.84,-117.91,92805
33.82,-117.91,92805
33.82,-117.96,92804
33.81,-117.92,92802
33.81,-117.92,92802
33.8,-117.92,92802
33.8,-117.89,92802
33.81,-117.92,92802
33.81,-117.92,92802
33.8,-117.92,92802
33.79,-117.89,92802
33.84,-117.96,92801
33.83,-117.93,92801
33.84,-117.94,92801
33.83,-117.94,92801
33.73,-117.79,92782
33.73,-117.79,92782
33.73,-117.79,92782
33.73,-117.84,92780
33.75,-117.81,92780
33.73,-117.82,92780
33.72,-117.84,92780
33.74,-117.82,92780
33.72,-117.83,92780
33.69,-117.95,92708
33.7,-117.93,92708
33.73,-117.95,92708
33.73,-117.95,92708
33.69,-117.88,92707
33.7,-117.88,92707
33.7,-117.87,92707
33.72,-117.88,92707
33.77,-117.9,92706
33.78,-117.89,92706
33.75,-117.87,92706
33.76,-117.89,92706
33.76,-117.89,92706
33.77,-117.88,92706
33.69,-117.89,92704
33.69,-117.89,92704
33.69,-117.89,92704
33.69,-117.89,92704
33.69,-117.89,92704
33.7,-117.89,92704
33.7,-117.89,92704
33.76,-117.83,92701
33.76,-117.85,92701
33.76,-117.85,92701
33.76,-117.83,92701
33.56,-117.63,92694
33.56,-117.65,92694
33.56,-117.65,92694
33.58,-117.63,92692
33.6,-117.68,92691
33.61,-117.67,92691
33.61,-117.68,92691
33.6,-117.67,92691
33.58,-117.67,92691
33.59,-117.66,92691
33.63,-117.63,92688
33.64,-117.6,92688
33.64,-117.59,92688
33.64,-117.59,92688
33.65,-117.58,92688
33.64,-117.6,92688
33.75,-118.01,92683
33.74,-118.01,92683
33.76,-117.99,92683
33.53,-117.72,92677
33.52,-117.69,92677
33.55,-117.67,92677
33.5,-117.66,92677
33.5,-117.66,92677
33.5,-117.65,92675
33.46,-117.6,92673
33.45,-117.61,92673
33.46,-117.6,92673
33.44,-117.63,92672
33.43,-117.61,92672
33.44,-117.61,92672
33.62,-117.93,92663
33.62,-117.92,92663
33.61,-117.89,92662
33.62,-117.9,92662
33.62,-117.88,92660
33.61,-117.87,92660
33.64,-117.88,92660
33.57,-117.83,92657
33.61,-117.83,92657
33.61,-117.83,92657
33.57,-117.71,92656
33.57,-117.71,92656
33.57,-117.73,92656
33.56,-117.71,92656
33.57,-117.71,92656
33.55,-117.72,92656
33.56,-117.69,92656
33.59,-117.72,92653
33.59,-117.7,92653
33.56,-117.67,92653
33.56,-117.67,92653
33.61,-117.69,92653
33.55,-117.79,92651
33.54,-117.78,92651
33.54,-117.79,92651
33.72,-118.04,92649
33.72,-118.04,92649
33.73,-118.03,92649
33.69,-117.99,92648
33.66,-118,92648
33.68,-117.99,92648
33.69,-118.01,92648
33.66,-117.99,92648
33.68,-118,92648
33.68,-118,92648
33.68,-118,92648
33.72,-117.97,92647
33.74,-118.02,92647
33.73,-117.99,92647
33.73,-118,92647
33.73,-117.99,92647
33.72,-117.99,92647
33.72,-117.99,92647
33.67,-117.96,92646
33.66,-117.97,92646
33.67,-117.95,92646
33.66,-117.97,92646
33.61,-117.73,92637
33.61,-117.71,92637
33.63,-117.71,92637
33.63,-117.72,92637
33.66,-117.67,92630
33.64,-117.68,92630
33.65,-117.65,92630
33.49,-117.7,92629
33.47,-117.7,92629
33.49,-117.72,92629
33.49,-117.7,92629
33.48,-117.68,92629
33.63,-117.91,92627
33.63,-117.91,92627
33.63,-117.92,92627
33.64,-117.92,92627
33.63,-117.91,92627
33.68,-117.92,92626
33.68,-117.91,92626
33.67,-117.91,92626
33.68,-117.92,92626
33.67,-117.88,92626
33.66,-117.92,92626
33.66,-117.9,92626
33.67,-117.92,92626
33.6,-117.87,92625
33.46,-117.65,92624
33.7,-117.76,92620
33.7,-117.74,92620
33.65,-117.75,92618
33.65,-117.75,92618
33.67,-117.76,92618
33.65,-117.74,92618
33.65,-117.74,92618
33.65,-117.75,92618
33.66,-117.7,92618
33.64,-117.85,92617
33.65,-117.84,92617
33.65,-117.84,92617
33.64,-117.86,92617
33.63,-117.85,92617
33.69,-117.86,92614
33.67,-117.85,92614
33.68,-117.85,92614
33.68,-117.85,92614
33.66,-117.86,92614
33.67,-117.86,92614
33.66,-117.87,92614
33.68,-117.86,92614
33.68,-117.86,92614
33.68,-117.86,92614
33.68,-117.86,92614
33.65,-117.83,92612
33.69,-117.67,92610
33.68,-117.68,92610
33.67,-117.65,92610
33.7,-117.83,92606
33.68,-117.81,92606
33.68,-117.82,92606
33.69,-117.81,92606
33.7,-117.83,92606
33.67,-117.79,92604
33.71,-117.79,92604
33.72,-117.79,92604
33.65,-117.78,92603
33.72,-117.77,92602
33.66,-117.3,92595
33.57,-117.23,92595
33.6,-117.24,92595
33.6,-117.24,92595
33.59,-117.25,92595
33.48,-117.13,92591
33.51,-117.15,92591
33.51,-117.1,92591
33.48,-117.1,92591
33.51,-117.13,92591
33.52,-117.16,92591
33.48,-117.08,92591
33.5,-117.15,92591
33.48,-117.09,92591
33.52,-117.16,92591
33.66,-117.29,92587
33.68,-117.17,92586
33.68,-117.18,92586
33.68,-117.18,92586
33.74,-117.19,92585
33.75,-116.98,92583
33.8,-116.97,92583
33.77,-117.01,92582
33.8,-117.23,92571
33.55,-117.14,92563
33.56,-117.19,92563
33.55,-117.14,92563
33.6,-117.18,92563
33.57,-117.18,92563
33.6,-117.18,92563
33.56,-117.2,92563
33.57,-117.2,92563
33.54,-117.14,92563
33.53,-117.15,92563
33.53,-117.16,92563
33.59,-117.12,92563
33.94,-117.18,92553
33.94,-117.26,92553
33.94,-117.23,92553
33.94,-117.19,92553
33.89,-117.21,92551
33.85,-117.22,92551
33.73,-116.97,92545
33.75,-117,92545
33.75,-117.01,92545
33.69,-117.34,92532
33.69,-117.34,92532
33.69,-117.37,92530
33.95,-117.42,92509
33.98,-117.46,92509
33.89,-117.33,92508
33.89,-117.32,92508
33.94,-117.28,92507
33.98,-117.34,92507
33.98,-117.34,92507
33.98,-117.32,92507
33.96,-117.33,92507
33.95,-117.38,92506
33.95,-117.39,92506
33.92,-117.33,92506
33.9,-117.49,92505
33.95,-117.45,92505
33.88,-117.37,92504
33.91,-117.46,92503
33.9,-117.47,92503
33.91,-117.46,92503
33.91,-117.46,92503
33.96,-117.39,92501
33.95,-117.4,92501
33.99,-117.37,92501
34.07,-117.26,92408
34.06,-117.28,92408
34.19,-117.36,92407
34.18,-117.33,92405
34.18,-117.33,92405
34.17,-117.33,92405
34.25,-117.21,92404
34.17,-117.28,92404
34.07,-117.32,92401
34.1,-117.3,92401
34.53,-117.22,92395
34.47,-117.24,92395
34.47,-117.24,92395
34.52,-117.22,92395
34.47,-117.29,92395
34.51,-117.32,92395
34.47,-117.29,92395
34.52,-117.33,92395
34.51,-117.4,92392
34.47,-117.34,92392
34.47,-117.35,92392
34.51,-117.33,92392
34.47,-117.35,92392
34.14,-117.37,92377
34.07,-117.14,92374
34.05,-117.17,92374
34.05,-117.17,92374
34.07,-117.2,92374
34.06,-117.18,92374
34.06,-117.18,92374
34.03,-117.12,92373
35.61,-115.39,92366
35.61,-115.39,92366
34.04,-117.07,92359
34.05,-117.24,92354
34.05,-117.23,92354
34.07,-117.21,92354
34.07,-117.21,92354
34.85,-117.08,92347
34.85,-117.08,92347
34.12,-117.2,92346
34.42,-117.29,92345
34.43,-117.38,92344
34.43,-117.39,92344
34.06,-117.43,92337
34.05,-117.44,92337
34.14,-117.44,92336
34.15,-117.47,92336
34.15,-117.47,92336
34.11,-117.45,92336
34.07,-117.44,92335
34,-117.06,92320
34.03,-117.06,92320
34.07,-117.37,92316
34.25,-116.88,92315
34.25,-116.88,92315
34.05,-117.31,92313
34.05,-117.31,92313
34.89,-117,92311
35.26,-116.69,92310
35.3,-116.64,92310
33.8,-116.53,92292
33.81,-116.54,92292
33.82,-116.53,92292
33.85,-116.53,92292
33.82,-116.51,92292
33.82,-116.55,92292
33.82,-116.51,92292
34.13,-116.4,92284
34.24,-116.06,92277
33.8,-116.39,92276
33.57,-116.09,92274
33.76,-116.39,92270
33.76,-116.39,92270
33.74,-116.41,92270
33.74,-116.41,92270
33.72,-116.4,92260
33.72,-116.38,92260
33.72,-116.39,92260
33.72,-116.38,92260
32.82,-115.57,92243
32.79,-115.57,92243
32.77,-115.53,92243
32.8,-115.57,92243
34.15,-114.28,92242
33.95,-116.5,92240
33.85,-116.48,92234
33.82,-116.46,92234
33.79,-116.48,92234
33.79,-116.49,92234
32.68,-115.5,92231
33.92,-116.8,92230
32.96,-115.55,92227
32.98,-115.55,92227
33.61,-114.59,92225
33.61,-114.6,92225
33.93,-116.9,92223
33.92,-116.95,92223
33.95,-116.98,92223
33.92,-116.95,92223
33.93,-116.82,92220
33.93,-116.81,92220
33.74,-116.3,92211
33.76,-116.36,92211
33.78,-116.36,92211
33.76,-116.3,92211
33.76,-116.36,92211
33.68,-116.3,92210
33.71,-116.29,92210
33.72,-116.3,92210
33.72,-116.36,92210
33.74,-116.22,92203
33.74,-116.22,92203
33.7,-116.22,92201
33.71,-116.23,92201
33.69,-116.27,92201
33.72,-116.2,92201
33.71,-116.27,92201
32.58,-117.06,92173
32.58,-117.04,92173
32.54,-117.04,92173
32.57,-116.97,92154
32.58,-117.03,92154
32.68,-117.04,92139
32.73,-117.2,92133
32.73,-117.2,92133
32.73,-117.2,92133
32.74,-117.2,92133
32.93,-117.06,92131
32.9,-117.1,92131
32.96,-117.19,92130
32.94,-117.1,92129
32.95,-117.11,92129
32.96,-117.13,92129
32.94,-117.11,92129
32.96,-117.15,92129
32.96,-117.12,92129
32.94,-117.1,92129
32.92,-117.12,92129
32.95,-117.07,92128
32.98,-117.06,92128
32.98,-117.06,92128
33.02,-117.06,92128
33.02,-117.07,92128
33.02,-117.06,92128
33.02,-117.08,92128
32.98,-117.08,92128
32.97,-117.09,92128
32.98,-117.08,92128
33.02,-117.07,92128
33.02,-117.11,92127
33.01,-117.15,92127
33.02,-117.13,92127
33.02,-117.11,92127
32.91,-117.14,92126
32.92,-117.14,92126
32.91,-117.15,92126
32.88,-117.16,92126
32.82,-117.1,92124
32.83,-117.1,92124
32.81,-117.12,92123
32.79,-117.1,92123
32.83,-117.13,92123
32.81,-117.12,92123
32.79,-117.1,92123
32.85,-117.22,92122
32.87,-117.21,92122
32.87,-117.21,92122
32.91,-117.17,92121
32.92,-117.21,92121
32.89,-117.2,92121
32.78,-117.04,92120
32.77,-117.05,92120
32.78,-117.07,92120
32.8,-117.01,92119
32.81,-117.2,92117
32.83,-117.21,92117
32.82,-117.18,92117
32.82,-117.18,92117
32.83,-117.17,92117
32.83,-117.19,92117
32.83,-117.2,92117
32.82,-117.18,92117
32.76,-117.12,92116
32.76,-117.11,92116
32.75,-117.12,92116
32.78,-117.1,92116
32.75,-117.1,92116
32.76,-117.11,92116
32.75,-117.13,92116
32.75,-117.13,92116
32.74,-117.05,92115
32.74,-117.06,92115
32.76,-117.06,92115
32.77,-117.07,92115
32.77,-117.07,92115
32.74,-117.05,92115
32.69,-117.13,92113
32.68,-117.12,92113
32.7,-117.13,92113
32.82,-117.15,92111
32.82,-117.15,92111
32.83,-117.15,92111
32.8,-117.16,92111
32.75,-117.21,92110
32.75,-117.21,92110
32.75,-117.21,92110
32.75,-117.22,92110
32.77,-117.17,92110
32.77,-117.17,92110
32.76,-117.2,92110
32.77,-117.17,92110
32.75,-117.22,92110
32.81,-117.27,92109
32.8,-117.25,92109
32.77,-117.25,92109
32.8,-117.24,92109
32.8,-117.24,92109
32.79,-117.25,92109
32.78,-117.16,92108
32.77,-117.16,92108
32.77,-117.15,92108
32.78,-117.13,92108
32.77,-117.15,92108
32.77,-117.14,92108
32.76,-117.14,92108
32.77,-117.15,92108
32.78,-117.15,92108
32.75,-117.25,92107
32.73,-117.23,92106
32.74,-117.22,92106
32.73,-117.23,92106
32.74,-117.22,92106
32.73,-117.22,92106
32.72,-117.13,92104
32.75,-117.17,92103
32.75,-117.16,92103
32.75,-117.15,92103
32.73,-117.16,92103
32.75,-117.17,92103
32.73,-117.17,92103
32.75,-117.15,92103
32.75,-117.17,92103
32.71,-117.09,92102
32.69,-117.18,92101
32.71,-117.16,92101
32.71,-117.16,92101
32.72,-117.16,92101
32.7,-117.16,92101
32.71,-117.16,92101
32.71,-117.16,92101
32.71,-117.16,92101
32.72,-117.17,92101
32.71,-117.16,92101
32.72,-117.16,92101
32.71,-117.15,92101
32.71,-117.17,92101
32.71,-117.16,92101
32.71,-117.17,92101
32.71,-117.16,92101
33.22,-117.23,92083
33.2,-117.24,92083
33.19,-117.25,92083
33.27,-116.95,92082
33.16,-117.22,92081
33.17,-117.25,92081
33.17,-117.22,92081
33.15,-117.24,92081
33.19,-117.24,92081
33.17,-117.21,92081
33.12,-117.12,92078
33.14,-117.09,92078
33.13,-117.16,92078
33,-117.25,92075
33,-117.26,92075
32.84,-116.98,92071
32.84,-116.99,92071
32.84,-116.97,92071
32.86,-116.97,92071
32.84,-116.99,92071
33.15,-117.11,92069
33.14,-117.12,92069
33.13,-117.17,92069
33.14,-117.14,92069
33.13,-117.21,92069
33.15,-117.2,92069
33.14,-117.17,92069
33.13,-117.21,92069
33.14,-117.19,92069
33.13,-117.17,92069
33.04,-116.88,92065
33.04,-116.87,92065
32.95,-117.04,92064
33.24,-117.29,92057
33.25,-117.3,92057
33.24,-117.29,92057
33.18,-117.3,92056
33.23,-117.31,92056
33.18,-117.29,92056
33.21,-117.29,92056
33.19,-117.28,92056
33.18,-117.32,92054
33.16,-117.35,92054
33.19,-117.36,92054
33.18,-117.33,92054
33.23,-117.33,92054
33.2,-117.37,92054
33.18,-117.34,92054
32.88,-117.24,92037
32.85,-117.25,92037
32.87,-117.23,92037
32.84,-117.27,92037
32.85,-117.27,92037
32.87,-117.22,92037
32.84,-117.27,92037
32.87,-117.23,92037
32.86,-117.22,92037
32.87,-117.22,92037
33.11,-117.11,92029
33.13,-117.09,92029
33.07,-117.07,92029
33.1,-117.08,92029
33.07,-117.07,92029
33.11,-117.1,92029
33.12,-117.09,92029
33.07,-117.07,92029
33.07,-117.07,92029
33.1,-117.07,92029
33.11,-117.1,92029
33.37,-117.25,92028
33.37,-117.25,92028
33.13,-117.06,92027
33.13,-117.06,92027
33.07,-117.26,92024
33.07,-117.27,92024
33.05,-117.26,92024
33.07,-117.27,92024
33.05,-117.26,92024
33.05,-117.27,92024
32.86,-116.93,92021
32.81,-116.96,92020
32.81,-116.96,92020
32.78,-116.96,92020
32.78,-116.96,92020
32.8,-116.96,92020
32.8,-116.97,92020
32.79,-116.93,92020
32.81,-116.95,92020
32.81,-116.92,92020
32.82,-116.96,92020
32.98,-117.25,92014
32.96,-117.26,92014
32.95,-117.25,92014
32.94,-117.23,92014
32.95,-117.25,92014
32.94,-117.23,92014
32.95,-117.23,92014
32.95,-117.23,92014
33.09,-117.27,92011
33.1,-117.31,92011
33.1,-117.27,92011
33.1,-117.31,92011
33.07,-117.29,92011
33.13,-117.26,92010
33.08,-117.24,92009
33.08,-117.23,92009
33.1,-117.2,92009
33.13,-117.23,92009
33.13,-117.23,92009
33.13,-117.32,92008
33.12,-117.31,92008
33.02,-117.28,92007
33.04,-117.29,92007
32.74,-116.94,91978
32.75,-116.93,91978
32.75,-116.96,91978
32.74,-116.94,91978
32.71,-117.01,91977
32.65,-117.09,91950
32.66,-117.07,91950
32.65,-117.07,91950
32.68,-117.08,91950
32.66,-117.11,91950
32.66,-117.09,91950
32.74,-117.04,91945
32.8,-117,91942
32.78,-117.01,91942
32.77,-117.02,91942
32.77,-117.03,91942
32.78,-117.01,91942
32.78,-117.02,91942
32.75,-116.98,91941
32.58,-117.09,91932
32.66,-116.97,91913
32.65,-116.97,91913
32.64,-117,91913
32.65,-116.97,91913
32.63,-116.97,91913
32.61,-117.03,91911
32.63,-117.04,91910
32.63,-117.09,91910
32.6,-117.08,91910
32.65,-117.06,91910
32.61,-117.08,91910
32.63,-117.09,91910
32.66,-117.03,91902
32.67,-117.02,91902
32.83,-116.75,91901
34.08,-118.11,91804
34.08,-118.15,91803
34.09,-118.14,91801
34.08,-118.13,91801
34.09,-118.15,91801
34.09,-118.13,91801
34.03,-117.91,91792
34.04,-117.91,91792
34.07,-117.89,91791
34.07,-117.96,91790
34.04,-117.95,91790
34.07,-117.93,91790
33.99,-117.87,91789
34.03,-117.84,91789
34.01,-117.86,91789
34.09,-117.67,91786
34.11,-117.67,91786
34.11,-117.65,91786
34.13,-117.64,91784
34.13,-117.64,91784
34.13,-117.64,91784
34.12,-118.07,91775
34.1,-118.07,91775
34.12,-117.78,91773
34.11,-117.8,91773
34.1,-117.82,91773
34.11,-117.81,91773
34.07,-118.07,91770
34.04,-118.08,91770
34.07,-118.07,91770
34.06,-118.09,91770
34.07,-118.07,91770
34.04,-117.8,91768
34.07,-117.79,91768
34.05,-117.81,91768
34.08,-117.72,91767
34.11,-117.76,91767
34.11,-117.76,91767
34.07,-117.75,91767
34.06,-117.75,91767
34,-117.73,91766
34.01,-117.74,91766
34.03,-117.77,91766
34.03,-117.76,91766
33.97,-117.84,91765
34,-117.82,91765
34.01,-117.82,91765
34.06,-117.61,91764
34.09,-117.69,91763
34.08,-117.69,91763
34.06,-117.71,91763
34.09,-117.69,91763
34.02,-117.67,91762
34.03,-117.69,91762
34.03,-117.68,91762
34.03,-117.69,91762
34.03,-117.67,91762
34.05,-117.55,91761
34.03,-117.59,91761
34.03,-117.61,91758
34.04,-118.14,91754
33.98,-117.56,91752
33.98,-117.56,91752
33.98,-117.56,91752
34.12,-117.77,91750
33.99,-117.91,91748
33.99,-117.92,91748
34.06,-117.97,91746
34.02,-117.96,91745
34,-117.97,91745
33.99,-117.93,91744
34.13,-117.89,91741
34.14,-117.86,91741
34.13,-117.83,91741
34.13,-117.86,91741
34.14,-117.87,91741
34.11,-117.83,91740
34.11,-117.49,91739
34.12,-117.51,91739
34.11,-117.53,91739
34.13,-117.54,91739
34.11,-117.53,91739
34.11,-117.53,91739
34.12,-117.56,91737
34.14,-117.56,91737
34.12,-117.57,91737
34.03,-118.01,91733
34.04,-118.03,91733
34.06,-117.99,91732
34.07,-117.98,91732
34.07,-117.98,91732
34.07,-118.02,91732
34.06,-118.02,91732
34.08,-118.04,91731
34.07,-117.55,91730
34.08,-117.56,91730
34.08,-117.55,91730
34.07,-117.55,91730
34.07,-117.59,91730
34.07,-117.55,91730
34.08,-117.56,91730
34.11,-117.54,91730
34.11,-117.57,91730
34.11,-117.59,91730
34.11,-117.57,91730
34.06,-117.82,91724
34.08,-117.89,91723
34.09,-117.87,91723
34.07,-117.88,91723
34.09,-117.91,91722
34.09,-117.89,91722
34.11,-117.89,91722
34.1,-117.72,91711
34.12,-117.71,91711
34.11,-117.7,91711
34.11,-117.74,91711
34,-117.72,91710
34,-117.65,91710
34,-117.72,91710
33.98,-117.71,91710
33.97,-117.69,91710
33.96,-117.7,91709
34.13,-117.62,91701
34.13,-117.61,91701
34.11,-117.61,91701
34.15,-118.34,91608
34.15,-118.34,91608
34.15,-118.34,91608
34.13,-118.35,91608
34.14,-118.36,91608
34.14,-118.36,91608
34.14,-118.35,91608
34.16,-118.4,91607
34.17,-118.4,91607
34.2,-118.41,91605
34.19,-118.37,91605
34.19,-118.41,91605
34.14,-118.4,91604
34.14,-118.4,91604
34.15,-118.35,91602
34.14,-118.37,91602
34.16,-118.37,91601
34.16,-118.37,91601
34.16,-118.38,91601
34.17,-118.32,91506
34.16,-118.33,91506
34.15,-118.32,91506
34.18,-118.34,91505
34.16,-118.35,91505
34.16,-118.35,91505
34.2,-118.35,91504
34.2,-118.33,91504
34.19,-118.33,91504
34.19,-118.33,91504
34.19,-118.32,91504
34.16,-118.31,91502
34.18,-118.31,91502
34.16,-118.31,91502
34.16,-118.49,91436
34.15,-118.43,91423
34.14,-118.41,91423
34.16,-118.47,91411
34.17,-118.45,91411
34.17,-118.47,91411
34.17,-118.45,91411
34.2,-118.47,91406
34.2,-118.45,91405
34.13,-118.44,91403
34.15,-118.44,91403
34.15,-118.45,91403
34.15,-118.46,91403
34.21,-118.45,91402
34.21,-118.46,91402
34.16,-118.44,91401
34.16,-118.42,91401
34.5,-118.62,91384
34.37,-118.52,91382
34.16,-118.76,91377
34.16,-118.64,91367
34.19,-118.64,91367
34.19,-118.64,91367
34.17,-118.59,91367
34.17,-118.58,91367
34.17,-118.62,91367
34.17,-118.61,91367
34.16,-118.63,91367
34.16,-118.61,91367
34.18,-118.79,91362
34.21,-118.84,91362
34.16,-118.82,91362
34.21,-118.84,91362
34.15,-118.83,91362
34.18,-118.82,91362
34.2,-118.87,91360
34.2,-118.87,91360
34.18,-118.86,91360
34.18,-118.89,91360
34.23,-118.87,91360
34.18,-118.89,91360
34.19,-118.91,91360
34.18,-118.88,91360
34.17,-118.54,91356
34.17,-118.56,91356
34.42,-118.56,91355
34.4,-118.55,91355
34.41,-118.56,91355
34.38,-118.54,91355
34.41,-118.58,91355
34.39,-118.57,91355
34.42,-118.56,91355
34.42,-118.56,91355
34.42,-118.56,91355
34.39,-118.57,91355
34.42,-118.58,91355
34.43,-118.59,91355
34.45,-118.62,91354
34.46,-118.53,91354
34.44,-118.57,91354
34.45,-118.55,91354
34.42,-118.47,91351
34.43,-118.43,91351
34.43,-118.43,91351
34.45,-118.42,91351
34.41,-118.47,91351
34.43,-118.54,91350
34.42,-118.5,91350
34.43,-118.54,91350
34.44,-118.51,91350
34.44,-118.51,91350
34.26,-118.47,91345
34.27,-118.5,91344
34.27,-118.52,91344
34.27,-118.5,91344
34.26,-118.5,91344
34.29,-118.5,91344
34.23,-118.47,91343
34.22,-118.47,91343
34.28,-118.44,91340
34.31,-118.43,91340
34.19,-118.54,91335
34.19,-118.55,91335
34.26,-118.53,91326
