Longitude,Latitude,Zipcode
-10402875.0481,5621465.7804,55441
-10402872.4883,5621489.8314,55441
-10482191.1104,5429324.808,56031
-10527478.4681,5748970.9522,56345
-12214344.4071,3872531.6352,85546
-12457273.443,3965406.811,85250
-10382152.3417,5598684.2342,55420
-12437493.7703,3881358.6832,85122
-8946911.5305,2944150.8036,33170
-9922457.9846,5061079.8936,61354
-12712329.1648,5051110.0695,89830
-12925813.0948,5057326.3575,89834
-10809306.6983,3862636.295,76011
-10809248.1617,3862585.4661,76011
-8248110.8224,4967644.654,7305
-10783072.0105,3867690.8119,75212
-10783079.0772,3867656.8619,75212
-10829374.7976,3856705.1315,76105
-8260125.0851,4835561.3421,8758
-10782817.5057,3876708.1326,75220
-10606304.7926,3799197.4166,75703
-11865348.6137,4183627.153,87109
-11806435.4842,4306315.5039,87566
-10884807.3777,3526617.0316,78747
-10628453.3169,3466346.5858,77081
-10953084.952,3660904.4295,76853
-10862381.9859,3456685.4192,78629
-10779520.89,3824583.091,75165
-10873764.5942,3582837.2317,78626
-10620519.8727,3465611.6746,77030
-10778838.9761,3856065.8067,75224
-10803655.7072,3900620.9461,75028
-10803478.3969,3913697.0675,76210
-10575352.26,3423347.467,77568
-10866045.1388,3560608.6484,78660
-11834848.0134,3727687.4666,79907
-10874554.3472,3550025.5099,78753
-10958767.4619,3428516.9555,78203
-10958777.2088,3428565.8457,78203
-10876752.8071,3545902.606,78752
-10945980.7568,3028418.873,78574
-10647071.0429,3484060.3454,77084
-10788301.3536,3896819.7803,75007
-10794359.8664,3843154.1011,75104
-10588019.7092,3477843.7243,77530
-10802748.4974,3853684.5556,75052
-10797015.3225,3878183.1863,75038
-13820297.1257,4983077.2254,95501
-10648527.3008,3465146.5986,77083
-10824680.8868,3872156.9077,76180
-10809292.6456,3853611.8518,76014
-7953690.3735,5308867.583,3109
-10810012.5055,3864048.8989,76011
-7956717.0287,5311281.2032,3102
-10484775.9919,3513053.1287,77707
-8322032.2188,4927958.2439,8525
-10836481.7069,3833701.8044,76028
-10787578.8432,3969582.9587,76233
-10809054.0003,3716394.7318,76705
-10756465.5947,3923925.2127,75069
-10844148.0837,3209817.6531,78413
-10626821.501,3438630.7436,77583
-13028273.2181,3914402.1619,92027
-13617932.9655,4918123.1694,96022
-13052745.0146,3945840.2584,92028
-13022238.2606,3871094.8929,92020
-13019681.8421,3992826.2386,92543
-13139898.4061,4007475.5234,90623
-13169611.4776,4052791.9055,91502
-13649616.4473,4712143.166,95422
-13506530.6926,4579785.9541,95207
-13254473.8797,4075759.3358,93060
-13054871.8053,3899481.7195,92007
-13146460.2959,4005348.232,90808
-11754624.9076,4351631.7333,87571
-13602483.0762,4761882.0017,95955
-13412229.7404,4484824.9508,95348
-10780303.7893,3846993.939,75232
-10776374.6348,3862276.0588,75203
-10781543.7887,3870810.0837,75235
-10790121.2766,3923790.0999,75068
-8851892.6595,4308654.2154,27215
-8806475.7484,4275217.5189,27516
-10763034.7995,3870171.6277,75228
-10587536.2124,3431899.4663,77573
-10587544.7107,3431787.6414,77573
-10915776.6018,3019145.8175,78537
-11350595.4866,4285161.6058,79029
-10844649.3561,3876156.8852,76179
-11396835.8533,3752114.2285,79762
-9198484.5031,4237745.34,28806
-10832992.3053,3862127.3385,76102
-10782320.5013,3913563.7953,75034
-8480626.3007,4346364.2002,27921
-13088681.9111,4012585.4104,92882
-9281984.7492,4185715.7365,28734
-10654250.6303,3463133.1655,77407
-9316004.8866,5106920.1732,43615
-9105356.1589,4753516.0351,45723
-10786412.2983,3923236.1521,75068
-10754913.934,3887850.5997,75040
-10797831.9166,3861045.5977,75051
-10617316.7621,3469730.5928,77004
-10612520.7932,3469458.2575,77023
-11023409.9314,6102674.2561,58335
-9067228.3701,4961137.1255,44612
-10602927.3282,3501257.8613,77338
-10604627.1289,3504576.8757,77338
-10604621.0749,3504578.1291,77338
-10954755.9919,3539341.0804,78636
-13192053.9432,4057449.5728,91406
-13157218.5829,4032300.3991,90023
-13180681.8349,4018752.2143,90245
-13497149.1775,4343805.1324,93927
-13146923.6349,4018772.4915,90650
-10667337.3828,3470084.9704,77494
-10888037.6434,3648238.9315,76544
-10948486.286,3028584.6447,78572
-10576874.6353,3459294.8169,77571
-10783877.1091,3899934.4363,75010
-8705072.1074,4025086.502,28422
-8227937.7876,4984017.1392,10454
-9016646.7942,4230207.485,28037
-10885423.7521,3642573.4075,76549
-10831549.3852,3880276.6924,76137
-10866763.2627,3503701.1671,78616
-10860222.1458,3546210.8146,78653
-10784593.7159,3673517.3392,76661
-10663405.5228,3817845.8133,75754
-10824662.2342,3540032.8095,78650
-10764121.9668,3921435.9437,75070
-11108595.7707,3621472.1847,76859
-11152693.4745,3711630.9814,76861
-10574835.969,3917054.0867,75455
-10649022.7349,3545698.883,77316
-10649421.2041,3548464.0097,77316
-10696104.3678,3554093.6289,77868
-10956063.8138,3444362.5237,78217
-10595341.7102,3457087.6992,77504
-10776258.1401,3894647.48,75252
-10904606.5617,3011119.2723,78579
-11348355.5562,3662311.0949,79778
-13278089.9046,5362350.2854,97738
-13006032.8295,5710031.4552,97842
-10994364.0959,3442185.0289,78235
-10722491.5498,3448991.1258,77434
-8606292.3401,5040980.2436,17740
-10739240.0077,3873796.0145,75032
-11234485.3198,3424741.032,78843
-8561385.5768,4689757.863,20735
-8610092.9862,4919678.9679,17047
-10939956.4051,3446214.677,78154
-11830346.9037,3724773.9682,79928
-11830046.012,3732222.4648,79936
-8414156.3291,5016446.6419,18210
-7878975.515,5111994.7789,2739
-10630423.1421,3477310.0773,77079
-10625085.5168,3499962.1278,77014
-8927825.9665,3992035.7028,29102
-10613635.2471,3799113.1385,75703
-8491262.8714,4964459.8686,17901
-10809514.7669,3819496.5577,76084
-10903912.2734,3017390.3169,78596
-8429948.2889,5121873.9935,18826
-8181395.8859,4983339.2283,11791
-10962581.3455,4011187.3811,76302
-10747603.1836,3902543.0715,75098
-11837646.885,3728563.0784,79915
-11839622.6331,3732152.9345,79907
-11682432.2899,5505987.8948,82721
-12098753.1706,5349544.7358,82523
-8231355.5163,5029901.6727,10989
-13624227.6434,5704806.6331,97060
-13591447.0277,4494310.6311,94040
-9234786.9517,4853470.556,43207
-12757799.6746,4142137.5132,92363
-9655869.5649,4319341.4842,37210
-9182295.9061,4973843.2686,44907
-10899124.8477,5585027.284,57322
-11578528.3804,5418080.2211,57735
-10960819.2095,5345467.3514,57356
-11454355.3875,5413857.4829,57744
-10794670.2943,5621442.583,57201
-9399591.4857,4246650.4416,37874
-8996690.0523,4712475.7098,26351
-13656078.457,4642358.8555,95405
-9141714.604,4704549.3568,25550
-8884578.2161,4793051.1236,26520
-13052305.7292,3858700.8944,92107
-9977823.8501,5748545.5587,54539
-13046054.0028,3862277.6666,92110
-13272224.6867,4065342.999,93003
-11225208.5657,3813764.2012,79512
-9820947.3045,5313842.559,53186
-10212192.7474,5685129.3641,54822
-8485512.6755,5021683.5848,18603
-9832606.9678,5507815.877,54136
-10028120.1431,5432714.4824,53948
-13369380.157,4374207.1165,93627
-9791064.0939,5314338.3525,53215
-9768576.123,5630465.672,54157
-13683377.3633,5802899.888,98632
-13648426.383,5722659.4703,98661
-13616421.3279,6040227.6336,98104
-13616412.579,6025974.8325,98168
-13065554.6931,6057746.3791,99217
-13068753.3688,6050096.3774,99202
-13432242.9924,6040287.1808,98826
-13638808.392,5968091.1006,98499
-13654663.7093,6034770.8279,98312
-13088650.5607,6023769.7849,99004
-13635719.9638,5969049.3967,98499
-13603448.5853,6101063.7653,98201
-13348040.0164,5821340.5311,98930
-13687391.79,5802905.1188,98632
-13066207.3231,6069226.6749,99021
-13635072.9023,5865919.9775,98564
-13086572.8596,6075157.4538,99026
-13265905.8569,5825196.6921,99301
-13255895.0671,5819006.1676,99301
-13258553.5077,5818912.0461,99301
-13316356.7072,5927720.7406,99357
-13612935.0524,6033667.557,98118
-13156091.2125,4014760.115,90221
-13613964.8916,6030400.7108,98108
-13419373.5972,5886282.9409,98942
-13417095.4288,5886736.5615,98942
-13647675.3079,5969630.0254,98388
-13647609.1123,5969738.8176,98388
-13583758.4357,5969094.4918,98321
-13664277.3644,5765022.2487,98674
-10982000.6308,3430662.0462,78245
-9874412.9742,5176199.1363,60135
-10817807.78,3927081.9339,76207
-10790714.8693,3854920.6169,75236
-13651428.397,4614041.8782,94952
-9170518.3968,4143945.9994,29607
-10012064.3211,4656081.2069,62221
-9621438.4251,4354975.7806,37066
-13544688.1968,4396912.976,93907
-9995514.9932,4166797.8987,38106
-10593943.1106,5415377.6287,56150
-13219832.0291,4065995.6158,93065
-13628272.1537,4532782.3976,94080
-10953067.9439,3441867.643,78239
-9670862.9396,4288726.1303,37064
-10637886.7947,3461591.4335,77099
-10804605.5625,3854668.2262,75052
-8374828.424,5012161.0882,18360
-8518315.7235,4489767.3296,23061
-8632188.7968,4718507.8286,20148
-8635162.9415,4689454.4183,20136
-8631669.9988,4513682.1954,23225
-8618350.6019,4514970.2394,23223
-11672824.7498,4703423.1496,80904
-11702179.191,4831777.5268,80033
-8542736.8701,4570108.3974,22572
-12453141.9399,4951651.7778,84094
-8358638.1427,4680170.469,19971
-12461784.4464,4975235.501,84104
-8958442.4704,2933260.9166,33030
-12470027.0735,4947219.4052,84009
-12439411.8423,4909117.2593,84058
-9044227.8047,3436019.4154,32110
-12471306.4391,4942743.6202,84096
-12461652.9165,4941894.0575,84065
-8616301.9108,4515481.0716,23223
-12471689.3459,4940590.1672,84096
-9717596.998,3762609.4517,36726
-11674723.6123,4829534.6331,80010
-11674706.941,4829542.1759,80010
-11694212.2786,4844362.7088,80031
-10543997.0522,3681025.7514,75904
-11711627.0008,4828530.2712,80401
-11664842.4758,4825007.3214,80011
-11669060.9254,4806787.9022,80112
-11977428.0246,4703145.9426,81428
-12468233.5846,5048392.1917,84404
-12463565.0064,5039424.4619,84405
-13582482.4243,4617328.5046,94533
-9078110.9204,3352309.555,32776
-10853854.7104,5396527.6007,57319
-9226793.9274,3443580.8296,32626
-11556950.0464,5540707.3393,57783
-8922170.0598,3903836.8298,29483
-12469426.1974,4948388.0165,84009
-10596841.484,3453724.8212,77503
-10595170.6014,3460377.981,77504
-9168001.229,4147620.4531,29615
-7949984.058,5143952.189,2864
-7954476.8595,5133676.7792,2920
-7960718.5967,5161816.7394,2895
-7936979.2695,5089812.2665,2842
-7954094.5071,5136987.9321,2909
-7995181.607,5068064.0074,2891
-10978690.8224,3446882.8577,78249
-8890208.927,4916915.3961,15132
-10981261.4729,3447819.6887,78249
-11679999.6812,4831897.663,80207
-11661955.0525,4836339.4429,80249
-11691597.7449,4816645.1763,80236
-8401177.5794,4953542.2515,18101
-8373576.174,4863040.9782,19131
-8881863.2875,4919175.627,15137
-8881891.6636,4919263.2902,15137
-8932731.6427,4964859.8233,15042
-8932789.8404,4964951.4105,15042
-11177148.1892,3826470.6352,79556
-12443029.4181,4920354.484,84058
-11595636.8918,4667262.3917,80864
-11663196.2681,4927062.6626,80634
-11667330.3419,4692788.6311,80905
-9395197.8563,3985249.9482,30315
-12756749.2733,5246077.1943,83328
-11892454.8103,4937109.4558,80487
-11676071.4028,4934362.2837,80550
-8055816.6834,5120412.0506,6232
-8133623.4327,5060677.3479,6401
-8135714.0998,5062790.0566,6401
-8119528.4079,5092022.6703,6410
-9339455.8194,3952617.6529,30016
-9760527.6117,5151320.4924,60618
-9936051.5232,4514401.2872,62920
-8443622.9766,4989128.8226,18232
-8443549.131,4989248.1005,18232
-8878198.8227,4937968.4801,15239
-8383654.946,5000327.8903,18354
-8548098.6199,4862895.1909,17408
-13674213.0216,5694132.0254,97007
-13510311.4985,5473955.5563,97701
-13502506.4309,5470777.0358,97702
-13450101.9519,5513273.8847,97754
-13728707.0583,5608259.1082,97338
-12464792.6422,4971133.021,84119
-13635209.3229,5583437.1045,97360
-12464486.8046,5117794.24,84325
-12468265.4143,4936673.9132,84096
-10893030.1083,3354104.8812,78119
-8141856.4072,5038830.7624,6615
-8575114.7113,4716005.3286,20011
-8573777.3929,4705085.1065,20024
-8927390.7042,3029458.417,33063
-12685137.627,4737268.5478,84728
-8924795.6613,3017603.5492,33311
-12440450.4445,5034058.5865,84050
-12506636.5865,4943325.2,84074
-8952876.4871,3005983.6442,33332
-13224673.3194,5727034.9981,97801
-11018369.6449,4096778.8603,73555
-10791822.4464,4197883.9416,74873
-10791830.8132,4197953.2903,74873
-10547672.9644,4261851.8284,74931
-11018843.3185,4232554.5985,73601
-10772195.9289,4298251.3957,74023
-10857346.709,4253370.176,73012
-10850734.2398,4260803.2562,73034
-12925636.6336,5398553.9442,83716
-10847247.0335,4205317.7884,73160
-10859154.9463,4208522.6928,73170
-9330268.3855,4854100.7626,45506
-9078426.1463,5078778.2916,44128
-9086562.543,5090674.321,44108
-9241267.0456,4859815.5875,43215
-9249649.488,4859422.219,43204
-9192559.5158,4639878.7236,45680
-10765204.7826,3891820.9234,76011
-10926008.592,3039772.1584,78541
-9104998.6601,5078507.0037,44111
-9023963.9189,5107609.205,44086
-9355910.8875,4830475.0538,45431
-9061826.2901,4953465.0732,44656
-10814489.6014,3236771.7995,78336
-10621753.7273,3463024.6478,77054
-9720936.8288,5091608.1968,46409
-9218633.0412,4878405.0794,43054
-9396938.1599,4762786.8844,45241
-9181087.2334,4920748.6379,43050
-9313655.0325,5020375.6344,45840
-8221408.2528,4997801.9281,10470
-8222648.1681,4989309.9751,10462
-8224609.3089,4981493.9763,11370
-8215196.1977,4969481.5162,11432
-9726641.1154,4785540.1849,47802
-10010641.4122,4691006.9349,62025
-9794133.5078,5140743.1706,60181
-9758524.7761,5086103.8489,60411
-10627850.5108,3436371.9315,77583
-10783305.2157,3864914.223,75212
-8234187.2596,5019250.2623,10962
-8219427.192,4992360.4907,10469
-8549793.9669,5175406.7927,14901
-8772278.7437,5301917.1993,14222
-8228940.4469,4984201.0063,10455
-8236178.038,4967069.796,11201
-10499417.9307,3551041.1966,77625
-8213505.6459,4964487.7154,11434
-8228673.6178,4984816.4206,10455
-10871071.6726,3583285.9474,78626
-10935430.5241,3020761.5516,78503
-8227797.2662,4990807.4284,10453
-8217458.0461,5274485.4099,12211
-8214871.4609,5199351.5319,12534
-8109828.739,5113929.7483,6062
-8662449.4601,5281802.5413,14454
-8237794.3661,5025474.2012,10954
-8634321.7955,5336145.3171,14609
-12811385.5547,4324428.7098,89110
-12818941.211,4327653.8359,89106
-13018341.3732,4959507.9521,89820
-13338670.5579,4797223.4323,89509
-11886284.0337,3803703.0537,88001
-10988294.2939,3464164.9086,78006
-11800979.2015,4249087.3495,87507
-10871046.8176,3583275.4343,78626
-11416656.8627,4004212.8182,79353
-12136718.2995,4287966.9894,87328
-12064889.8633,4403866.9127,87417
-9388531.7202,4674924.5318,41040
-9778206.5731,5098069.2434,60487
-10845718.0479,4599385.5269,67062
-10459620.2381,3853853.0874,71060
-11226422.7321,4505883.5427,67877
-9253315.4466,4639707.2231,41143
-9409321.2385,4585980.5618,40504
-11864240.9115,4208425.7434,87144
-9065620.5595,3093639.8553,33935
-9044518.9428,3436036.4388,32110
-9484401.8794,3517108.0367,32465
-9487442.4484,3603723.6156,32446
-10434707.0054,3832086.9131,71111
-9637096.4863,3600278.6825,32536
-9079717.1932,3304850.1496,34786
-9082178.1257,3317698.202,34787
-8913060.5027,3089899.5474,33407
-9189384.6904,3302041.3556,34610
-11212121.2744,3719983.4901,76958
-10396912.5785,5636688.3136,55445
-8340096.3093,4922357.7945,8530
-12464097.6732,5027041.8446,84041
-8282655.2941,4958422.0416,7062
-8296122.3091,4777722.9306,8234
-8247142.977,4970536.4033,7304
-8296994.283,4948062.859,8805
-10314471.9254,5470663.5436,55920
-8297380.2963,4948273.2961,8805
-8360800.9442,4855088.7113,8103
-8286483.8097,4956803.2,7060
-12694394.6994,4712319.1401,84728
-10949969.6379,5003791.9407,68803
-13641612.7994,5743090.8321,98604
-11063756.1832,4931780.3129,68949
-10753654.1015,4985264.1624,68506
-10698531.5719,5035268.336,68046
-10806357.4909,6086943.9913,58201
-11266343.8262,6143677.4509,58701
-12211651.4052,6197358.1865,59501
-8483854.7953,4338681.5457,27909
-8782312.2341,4288803.2024,27713
-8986608.5438,4223646.1514,28027
-8758023.0871,4317578.9841,27522
-9819587.5411,5132791.546,60563
-8992805.5122,4190430.6365,28205
-8751932.6512,4264578.6002,27610
-8990278.2425,4213030.1488,28269
-8785515.2887,4270489.1461,27523
-7739676.101,5533839.0451,4926
-7867942.1931,5168602.6121,2332
-9046270.6732,3358864.5615,32725
-9405236.9498,3988463.9539,30311
-9263157.881,4044688.6841,30607
-9266852.3424,3615719.8993,31602
-8092558.8515,5262752.3976,1340
-7904549.5655,5331134.9247,3861
-9353100.5963,5141107.5928,49221
-9306300.67,3876514.1107,31211
-9316355.7221,3866428.0359,31206
-9044938.5708,3747417.1315,31324
-11796787.4194,4273088.0736,87506
-9023241.4686,3771588.5187,31404
-9378207.2956,3994969.9143,30032
-9403570.6516,3985463.9785,30344
-12228968.1942,4235401.8764,86505
-9403569.1441,3985448.1834,30344
-9347442.0117,4023682.9508,30046
-9717065.3415,5604296.9986,54235
-9374893.8584,4014770.3008,30093
-9354704.9983,4022828.3879,30046
-9717015.9354,5604267.6863,54235
-8391156.635,4907510.1393,19438
-7327390.3696,2053876.1806,792
-7383246.7465,2085586.6606,692
-9365985.1347,3955322.8414,30253
-9128596.0732,3958126.144,30904
-10784883.1568,3850734.2036,75237
-9127917.3283,3958392.9854,30904
-9376457.7256,3769364.657,31709
16123865.174,1515329.7246,96913
16113159.8325,1512910.1507,96919
-9690760.1932,4056700.3174,35057
16118346.2127,1513604.5145,96913
16113935.5111,1512472.3496,96910
16129597.3192,1520871.6997,96929
16124493.8906,1524683.3416,96929
16121813.4084,1518021.1323,96929
16122076.3091,1518981.6185,96929
-10296252.3014,5442624.1549,55976
16117017.7335,1517195.4881,96913
16104946.6071,1490876.231,96916
16128239.0029,1526465.0193,96929
16119976.3875,1513537.3013,96913
-12358767.1201,3817063.7757,85742
16114461.8533,1500229.0898,96915
-12353530.4947,3757947.1547,85629
16117079.7739,1516898.0582,96913
16119251.5838,1512953.9221,96913
-12431511.7187,3953075.8458,85207
16122647.3669,1520919.0563,96929
-12419083.3074,3947381.7567,85120
-10354673.7855,4344037.3296,72601
-9875584.2302,4045355.2703,38868
-9894243.9562,3560634.5579,39532
-13172231.4753,4460376.9451,93513
-8764538.1342,4287971.6308,27617
-8741733.5485,4276013.0988,27604
-9089362.8505,4330452.2178,28607
-8669040.2396,4253994.9047,27893
-10841386.9844,3811067.1156,76031
-9720413.1496,5099008.4829,46407
-12345741.0789,5868115.0207,59645
-12345764.775,5868036.1162,59645
-12100536.4969,5738447.6286,59106
-10043471.0159,3798407.8857,39204
-9913597.4274,3941169.5497,39769
-9887483.7261,3955252.5703,39759
-9887592.8057,3955335.9859,39759
-9887859.4938,3956591.6312,39759
-9887340.5826,3957403.2556,39759
-13259495.8803,4202518.865,93311
-9878561.2812,3964466.0202,39759
-10798447.4883,4512015.3457,67039
-9866445.6275,3974599.7823,39773
-9866269.6038,3974290.2655,39773
-9461776.133,5153470.2533,49036
-9901587.0925,3991822.6201,39741
-9868941.5728,3974137.8866,39773
-9869787.658,3979221.6836,39773
-10061821.8479,3743842.4015,39083
-10040051.2352,3961429.7256,38930
-9855447.9552,3957688.1404,39702
-9867184.4244,3959102.1119,39753
-10040815.7741,3833656.8789,39110
-10070304.9189,3669357.0596,39666
-10070231.8105,3664494.9215,39648
-10396504.0991,5333508.7797,50428
-9158170.291,4693311.5572,45631
-10405789.9766,5331069.18,50482
-10187186.0226,5104550.86,52240
-10664748.9102,5284372.1752,51035
-10449369.9929,5098755.1044,50263
-9690916.053,3996107.231,35148
-9880142.9607,4029306.933,38860
-9700125.7015,3923181.9374,35188
-10012667.3847,4099291.7257,38619
