Longitude,Latitude,Zipcode
-7427366.0942,2067369.8212,641
-9781100.3837,5269135.6118,53406
-7307818.6917,2076058.7976,738
-7353566.8829,2089403.8364,907
-7474629.6257,2058891.3973,680
17611989.2715,776644.722800002,96941
-9773542.2847,5123849.2342,60455
-9404331.1429,5271677.488,48823
-7413174.2533,2038321.5691,716
-12230701.1773,6155219.7499,59521
-10439319.2076,5108098.5801,50323
-9099389.5166,3033460.6263,34119
-9719624.5727,4381105.4446,37040
-7353461.2577,2086201.9168,919
-9411292.2555,4015411.5599,30080
-13152382.984,4039749.5518,91803
-8344061.4562,4858458.5986,8057
-8768521.4243,5280080.0165,14127
-10880646.2288,3645966.9375,76542
-7327634.8288,2055023.821,791
-11040769.0089,4211941.8327,73624
-8183782.5133,4984257.9068,11791
-8917378.5003,3047666.9688,33431
-7349899.5226,2065965.3814,725
-9051684.9348,3326826.467,32792
-13334836.575,4408876.5406,93726
-13130212.4607,4007063.6647,92801
-13058276.8655,4036358.2542,92404
-11763942.1783,3941354.5599,88345
-11347305.2649,4188855.2467,79121
-9200347.3924,3232031.735,33716
-10770968.1121,3892615.8168,75080
-8238378.6677,4969504.7698,10038
-13502362.8436,4579515.6404,95210
-11847870.3221,3733402.0703,79905
-13556137.1313,4473789.2498,95138
-7353725.0428,2089252.3887,914
-17597502.5695,2431704.2788,96813
-10967735.6707,3421063.052,78221
-13808830.6853,5559212.2645,97366
-8327014.9166,4904568.1928,8628
-8130627.173,5094665.5986,6702
-7956850.6722,5151766.6866,2865
-13120159.6967,3998782.8517,92705
-8259120.6928,4863802.3771,8753
-7364402.0331,2084370.7702,961
-8915131.2253,3086307.9667,33409
-8575217.3455,4707930.5236,20005
-7367124.6746,2085175.4895,961
-8939377.3294,2982453.7394,33012
-10384629.2181,4469610.0961,65802
-9475008.5431,5023653.9862,46803
-13169785.2371,4037173.5486,90010
-8786721.465,4732502.4208,26836
-13088544.7296,4040026.995,91730
-8930634.9374,2971814.8352,33125
-13128334.1559,4038279.8169,91790
-8257789.7341,4988925.7697,7003
-9996004.44,4192008.5301,38133
-13152258.3454,4039588.0246,91803
-10549924.2566,4710580.9463,66219
-8255587.9659,5061712.9585,10950
-9482407.1627,4168534.1375,37421
-8344845.4291,4886256.0678,19053
-8683129.6341,4784223.9176,25403
-10018713.0172,4157938.5568,38637
-9032054.8178,4546524.1694,25813
-8558273.1272,4904079.6978,17101
-8141018.0106,5052546.1784,6484
-12455603.286,4977895.358,84111
-13573290.9517,4493447.3379,95134
-9524879.2519,4611085.1702,40223
-13027080.0622,5897607.9679,83844
-10554999.53,5372624.1351,51334
-9339361.9134,5407749.9002,48706
-10385106.2998,4471208.3237,65803
-9103699.4831,3818556.0759,30460
-13041999.6928,3857921.0347,92101
-13172329.2056,4040821.8672,90038
-8667339.8439,4762979.2236,25414
-8221878.7509,4972470.8571,11374
-7401464.5145,2087906.5102,674
-9367299.2736,4021933.1313,30096
-9127058.9353,4160422.4923,29303
-10670868.4054,3789029.7,75751
-8256443.1145,4973819.8814,7102
-10791510.0398,3873562.9628,75061
-13502410.9079,4675934.8841,95621
-13139290.9762,4002758.0536,90630
-8244062.3206,4999839.5172,7652
-10873144.8809,3565260.0711,78728
-9315266.2311,5118181.0212,43560
-8239009.9449,4969148.7087,10004
-9390336.5525,4020571.5527,30328
-8919334.6996,3053457.8537,33484
-11681090.0576,4823287.5422,80227
-8244076.374,4992043.1817,7608
-12433226.0897,3945368.4037,85209
-8235123.8444,4976160.6252,10001
-8748144.2957,4277898.3462,27604
-8955240.0199,2934309.7697,33030
-7950938.9104,5134799.6264,2903
-9967937.39,4959728.6846,61611
-8239324.1921,4970095.4675,10281
-8474109.601,4415944.741,23452
-10637947.563,3482767.1263,77041
-13142128.4687,4003140.7656,90720
-7402038.8956,2087838.2077,674
-7949675.1277,5134024.6777,2903
-8617680.6529,4130417.6016,28540
-8793516.3014,4000481.5522,29526
-7401339.0225,2088338.0863,674
-13173043.4796,4049239.5965,91505
-13602746.1938,6051460.1837,98033
-7916430.6971,5271199.2022,1845
-9061654.1914,3308484.7352,32809
-9667260.7972,4326477.5473,37218
-7827419.3499,5404997.1141,4074
-8240766.7944,5032850.6008,10977
-8768509.6012,5280086.1983,14127
-9127033.4858,3957948.1664,30912
-13151755.4385,4119952.6166,93901
-12480911.6407,3971827.896,85051
-8076962.9144,5176311.6055,1109
-12429511.6839,4896756.0246,84606
-9389849.7164,4016950.871,30342
-11677192.9462,4809267.1946,80011
-10874793.3305,3565333.1004,78681
-10528054.3803,4713004.5446,64131
-13042987.3871,3873412.447,92111
-13150558.6872,4047899.1674,91101
-10674327.4531,4316177.3885,74145
-10542390.8709,4713251.0408,66212
-10676143.1666,4307060.8801,74133
-11474739.558,5487182.3795,57706
-13636051.4258,5719304.6518,98683
-10082702.233,5089671.0781,52801
-9572009.743,4850651.8747,46236
-10770600.1455,3881319.8828,75243
-12944393.7559,5414074.1227,83714
-13059985.8325,3926222.6499,92057
-10870676.2679,3018485.7781,78586
-9620302.9226,4279881.7776,37129
-8265360.8719,4903972.0674,7728
-13033548.3731,3911360.0601,92025
-9257837.9573,5239936.9751,48073
-10959636.064,3457019.9827,78259
-8087222.099,5208118.6057,1060
-10809145.5612,3872919.3216,76021
-9721192.2298,5081059.2647,46410
-10273400.6107,4129404.9701,72201
-10058962.2781,4676721.8729,63114
-12937553.3109,3989228.1841,92508
-11687293.5197,4828920.2038,80523
-11687293.4059,4828886.2774,80202
-9194498.722,3306187.2916,34606
-10775173.7715,3866373.0699,75201
-8078880.7522,5509003.7569,5602
-8382733.4427,5017318.7584,18372
-10217500.8327,4571507.1167,65401
-13081994.9278,4013261.3255,92583
-8292083.858,4998306.8937,7834
-8944605.2922,2995846.2622,33186
-9526589.8343,4614653.4195,40222
-10012965.859,4181504.8451,38111
-10683906.0053,4303852.1121,74037
-13109991.6603,3982755.8332,92618
-12455625.9471,4977779.9863,84111
-13151409.3824,4048866.5783,91101
-8246421.0445,5030511.7694,10952
-9177358.683,4870403.105,43056
-9634592.4228,4351254.275,37066
-10640820.1725,3458161.9101,77477
-9421342.6132,4716041.1624,41042
-9266768.3282,5250593.6227,48304
-10625318.7732,3461655.7618,77035
-13625439.2905,4546627.8831,94107
-13194347.5165,4055801.9825,91335
-11672530.8397,4833515.8667,80239
-12480931.2355,3976384.445,85029
-9807688.6032,5132109.5158,60532
-12354814.9723,3793127.2465,85709
-13326159.9321,4404322.3426,93727
-12429683.0808,4190337.4233,86001
-13184517.544,4038247.0463,90024
-8939373.1245,3161203.2435,34952
-13084003.9195,4008364.764,92881
-13280279.7718,4069376.7419,93010
-8431534.3436,4824068.8873,19711
-9203896.2396,3222965.3484,33713
-9207661.9503,3221647.6642,33710
-9394247.1623,3999952.969,30309
-17594771.1558,2434301.9391,96707
-9754609.0421,5143403.4684,60602
-9796944.8763,5136053.7556,60563
-9906734.6552,5207729.0924,61114
-9796944.9294,5136043.0894,60515
-9079344.0929,4696288.5711,25252
-10289608.833,5237802.4947,50613
-9401319.3198,4583434.7234,40505
-10377166.4507,3529622.0375,70601
-9236412.0078,5236971.7369,48088
-10381985.4474,3840503.0137,71055
-8516969.2575,4764527.3558,21224
-7946774.3516,5230463.7853,1742
-9284867.0111,5147116.118,48161
-10523006.508,4712825.9308,64137
-10067301.8602,4656619.4894,63026
-8348953.2006,4844410.5698,8043
-8305902.357,4783894.5134,8234
-13656061.971,5697471.9121,97239
-9317110.6824,5112392.849,43615
-9186690.6688,3255512.4113,33624
-13144697.409,4012131.5882,90701
-9176729.9109,3248621.5023,33610
-13174254.6515,4006084.8844,90248
-13633565.6235,5978584.3329,98409
-9758379.4913,5160964.6462,60626
-13168137.3341,4039728.0141,90004
-8933409.5102,4312725.7139,27101
-9187010.6453,3252348.2293,33634
-13521337.538,4660580.4954,95816
-9725185.5299,4372599.1823,37040
-8911684.4874,4158913.3104,28170
-8558832.8164,5009746.7635,17837
-8398942.2738,4959392.2532,18109
-8610312.5407,4700071.4763,22030
-9671224.7956,4291304.886,37064
-8211429.1253,4954402.9161,11691
-13559213.5587,4824749.6704,95928
-9179551.6339,4132767.6048,29673
-8908118.5522,3867316.097,29407
-9674655.0266,3957058.1942,35228
-9234024.567,4879867.2366,43231
-10339999.9762,4485931.8649,65706
-12764542.9595,3855393.4939,85350
-9168845.7197,4142704.4158,29607
-9388853.0248,4561805.6529,40475
-9198699.8046,4646765.7446,41101
-9640431.5694,4342688.7311,37075
-9458779.2941,4131614.6742,30720
-9766235.142,5087088.6834,60443
-8678431.2059,4791684.2199,25404
-13152251.6192,4039584.362,91803
-8233128.5656,4955811.459,11230
-8244261.3243,4973320.6945,7306
-9001276.9204,3960766.1273,29115
-13169231.4147,4036989.6818,91210
-9011201.7424,4024606.367,29209
-8944856.4668,2986483.2248,33018
-9350120.8867,4304465.0344,37918
-12455914.6095,3968888.3907,85281
-9796573.0207,5168860.0195,60008
-8255412.0432,5061323.722,10950
-10619969.2506,3378965.0079,77531
-9597759.697,4852388.1635,46268
-10101641.4742,3452035.7106,70360
-10505853.9696,4556491.6923,64772
-10525964.6999,4735779.1412,64127
-9621024.9846,4432510.8375,42104
-13469414.2422,4539015.2825,95356
-9385234.5586,4542025.3475,40475
-9207756.4271,3236085.8114,33760
-10315672.6265,4537373.256,65536
-8236723.27,4974931.3245,10001
-8432397.0364,4815577.1359,19713
-13681392.9728,5949468.1212,98501
-9057782.5245,3323761.1121,32789
-10944124.9108,3025580.4013,78572
-8640079.4604,5298231.5034,14485
-8261148.9684,4872285.2951,8701
-8921112.7152,3027115.6809,33069
-8259633.8255,4879164.1344,8701
-8386052.6393,4882029.3298,19401
-13089954.4267,6047719.2825,99001
-13104308.8911,4041461.7009,91711
-9763349.7357,5084139.6662,60471
-13501874.3802,4681884.7875,95661
-9596582.26,4836408.5926,46222
-13622962.4267,6048655.9317,98119
-10499548.0679,4207105.2897,72916
-11881993.6234,3799862.343,88001
-13325136.2693,4415813.2322,93612
-13799096.3317,5764285.0956,97110
-9537615.1254,4940508.6255,46953
-10945291.1416,3445298.6178,78145
-8547771.9785,4745978.1392,20794
-13495311.4934,4566493.4896,95206
-9590902.5683,4857340.1671,46290
-8954248.5815,2937780.1318,33033
-12814825.6168,4305130.0126,89123
-9784248.5131,3699155.6521,36545
-8901020.9839,3876582.4033,29405
-9139964.7006,5069517.4453,44035
-9667557.3099,4922558.4275,47905
-9379556.8275,5410194.7465,48640
-10589432.0582,3442985.1921,77598
-12979278.8192,5405868.6413,83687
-9962066.2365,5320404.8327,53719
-9847490.4709,5506746.5799,54914
-9807011.485,5546817.533,54303
-8912832.1934,3900025.0598,29445
-13328422.9692,4423354.1024,93730
-8928229.8094,3038899.9473,33073
-7346396.4973,2088846.2309,979
-10935450.8967,3028821.4165,78504
-9009310.1598,4182599.3777,28273
-13500637.2503,4663987.9137,95670
-12460890.2983,4967045.9916,84119
-13069857.228,4027468.8572,92509
-8176340.8994,5070560.7332,6810
-7459196.0042,2076895.139,685
-13251259.1849,4216759.3908,93308
-9585661.8779,4854099.2699,46240
-9786466.4102,5317853.5766,53203
-12539269.7639,5654447.8539,59725
-10094631.5318,4275629.0569,72401
-9523754.758,3603502.0275,32428
-9613219.4472,5155350.3669,49104
-8296930.7925,4792386.3351,8205
-8811105.2055,4494328.6569,24501
-9178995.1579,3240761.1284,33606
-8117702.0001,5058511.8311,6520
-9027342.7864,3772883.6936,31402
-11752220.598,5058469.9308,82071
-9808895.4255,3590017.2191,36606
-10020357.1793,4185392.0854,38107
-10170703.0828,5771101.7875,54843
-10974506.2356,3440429.3231,78229
-9426240.6666,4599861.1005,40347
-9869443.802,4446648.1729,42002
-8455381.7479,4814087.6743,21901
-7910188.6111,5200106.4224,2186
-7903897.4228,5198077.7126,2169
-9260643.7534,5186429.6999,48193
-8238410.9838,4970802.4253,10013
-9754634.8052,5142425.9779,60605
-10064751.2772,4656313.428,63127
-11104210.9446,6255161.9716,58316
-9179602.1688,3244406.5543,33602
-8467932.311,4752850.4702,21620
-19007043.9555,-1611318.5769,96799
-9173109.3762,3242846.6384,33605
-10201814.6505,5472651.7928,55987
-10683142.4876,5993490.2706,56557
-10378927.4504,4464131.7231,65804
-9999284.4978,3998603.7078,38901
-8082541.6898,5127932.2298,6108
-8236696.1912,4975277.0773,10001
-9164040.8737,3458650.5867,32601
-8537815.5282,5273138.2977,13026
-13611011.0123,4552053.6537,94612
-8216722.4369,5423858.5225,12860
-10018053.9313,4183728.5492,38104
-9183597.2992,3248544.7309,33614
-9183894.623,3246739.8602,33614
-9412553.5734,5271111.3369,48933
-8088118.1463,5094815.8341,6459
-10472198.8892,3509243.4975,77705
-8619895.4756,4698421.7632,20121
-13176834.0414,4021721.4461,90301
-13689792.149,5954128.5417,98505
-9979614.0524,5619131.4673,54401
-9567935.3656,3737106.8539,36082
-11397081.3264,3745748.2125,79764
-9394511.872,4763525.9889,45241
-8577189.7365,4700571.0936,22202
-9606866.3128,4328744.1433,37087
-13125620.2141,4039007.1976,91731
-7956244.3521,5128982.1757,2920
-8932973.1952,3000437.341,33024
-8797641.3272,4288170.166,27514
-12464891.475,3950216.9803,85281
-9668803.0195,4318892.5976,37209
-11102320.716,3826057.7412,79698
-9591296.411,4832552.5465,46204
-7355858.2493,2090765.2227,907
-10279345.3256,4712564.4308,65211
-10760718.2462,4986930.9919,68583
-8280092.3603,4991930.8797,7054
-10888129.3783,3648222.6406,76549
-9299983.9337,4105137.4574,30535
-11288460.2647,4253629.5109,79008
-10886220.9697,3860933.4584,76086
-9620352.7798,4230082.4249,37160
-13040105.0004,3872376.6513,92123
-13619329.6844,6043435.8832,98121
-9395881.3674,3989780.7092,30310
-10634686.3309,3463812.7061,77036
-9334755.3946,4066006.6352,30504
-9799708.6264,5165971.3764,85286
-13048308.2737,3860400.358,92037
-9754359.296,5143046.9507,60603
-10772184.1606,3889262.4153,75080
-9892320.9521,4347559.5254,38238
-10969862.6993,3429930.9615,78207
-9650534.4967,4316235.6357,37214
-9370237.6726,3704949.7043,31701
-12459457.3068,5016615.088,84037
-17568133.615,2427602.4343,96822
-9920624.0519,5064741.9231,61354
-9980415.5533,4746927.4888,62056
-8527694.0397,4762725.7195,21201
-8469529.4309,4714768.443,21679
-9263604.9536,5262575.2705,48309
-9849940.282,3872799.624,39358
-7958775.0573,5344422.8933,3301
