Latitude,Longitude,Zipcode
32.73517867,-97.34226902,76104
32.72918916,-97.331698,76104
32.73999784,-97.31214773,76104
32.72911583,-97.33571885,76104
32.75961397,-97.25630904,76103
32.74554269,-97.29865424,76103
32.74721116,-97.34028759,76102
32.74148074,-97.34575621,76102
32.99253685,-97.15995289,76092
32.92739079,-97.18656528,76092
32.95854478,-97.15314365,76092
32.9439682,-97.13182188,76092
32.73622286,-97.64285494,76087
32.75667286,-97.79708328,76086
32.74541647,-97.78248299,76086
32.75634885,-97.77474299,76086
32.76817062,-97.79456453,76086
32.99912114,-97.48523462,76071
32.78927449,-98.07713317,76067
32.57585208,-97.13409848,76063
32.59822886,-97.10142372,76063
32.62828878,-97.17808059,76060
32.38978978,-97.33232337,76059
32.39661511,-97.3317759,76059
32.47950976,-97.37912545,76058
32.86698289,-97.17500128,76054
32.83257397,-97.19312094,76053
32.91847285,-97.34818593,76052
32.93717006,-97.07021871,76051
32.89635545,-97.09987424,76051
32.94262403,-97.07289341,76051
32.29224984,-97.73144502,76048
32.46872366,-97.73613792,76048
32.57912545,-97.33593778,76036
32.86831142,-97.15466582,76034
32.90466192,-97.15811157,76034
32.89233512,-97.145456,76034
32.90670473,-97.13689622,76034
32.32374309,-97.40270496,76033
32.33243686,-97.42463007,76033
32.54215417,-97.27697999,76028
32.54518444,-97.33075542,76028
32.54699551,-97.31756021,76028
32.51790558,-97.30854556,76028
32.88145313,-97.57635687,76020
32.65781593,-97.11319873,76018
32.67085864,-97.17462961,76017
32.66974692,-97.16716968,76017
32.66026227,-97.14117482,76017
32.66373798,-97.20271365,76017
32.6741584,-97.16075715,76017
32.67077113,-97.16647937,76017
32.70672573,-97.16079142,76016
32.68371963,-97.19148005,76016
32.69153882,-97.1302519,76015
32.72142526,-97.14064346,76013
32.72169923,-97.11842038,76013
32.70782578,-97.15499192,76013
32.70989346,-97.13125254,76013
32.7247232,-97.1243699,76013
32.69557815,-97.18926816,76011
32.72301023,-97.1138891,76010
32.77530938,-97.07891581,76006
32.63638949,-97.18087933,76001
30.76875616,-94.44730317,75979
31.57704874,-94.66867252,75964
31.58994701,-94.66537604,75964
31.61595066,-94.64876544,75961
31.59392808,-94.61566448,75961
30.92347555,-94.00013159,75951
31.24387599,-94.75937278,75941
31.64369529,-95.06714763,75925
31.32052332,-94.75265624,75904
31.35754427,-94.71294736,75901
31.31697837,-95.45476688,75835
31.74296886,-95.61700352,75801
31.9641674,-95.24844496,75766
32.14994278,-95.33074731,75757
32.20398084,-95.8521742,75751
32.19863735,-95.83521883,75751
32.29481222,-95.28016929,75707
32.32900354,-95.23495002,75707
32.34416107,-95.30115816,75702
32.37960169,-95.30435665,75702
32.32198981,-95.34455133,75701
32.31889841,-95.26643024,75701
32.32151312,-95.30691439,75701
32.31076937,-95.26158538,75701
32.51946975,-94.3766797,75672
32.51402402,-94.36371138,75672
32.80626281,-94.40399267,75657
32.80771942,-94.40459524,75657
32.16285461,-94.75839678,75652
32.52712101,-94.72071151,75605
32.58878088,-94.78257643,75605
32.53552523,-94.71932535,75605
32.52286092,-94.69400591,75605
32.51693466,-94.7885558,75604
32.43089169,-94.7910293,75603
32.51048855,-94.70817002,75601
32.49989088,-94.72882261,75601
32.49938684,-94.72561959,75601
33.47852872,-94.04578042,75503
33.46975563,-94.07977551,75503
33.41002355,-94.11884781,75501
33.68343515,-95.57882714,75460
33.65956457,-95.55396476,75460
33.15471335,-94.95938818,75455
33.61768016,-96.19406938,75418
33.08695333,-96.08148041,75402
32.99739704,-96.85502826,75287
32.94092541,-96.78661829,75254
32.99536585,-96.77068067,75252
33.00474348,-96.79726089,75252
33.03011842,-96.83915446,75252
32.99748306,-96.79290346,75252
32.91522183,-96.7712783,75251
32.91528284,-96.77134561,75251
32.92129578,-96.77669397,75251
32.92493898,-96.77331777,75251
32.96327668,-96.78552918,75248
32.97099465,-96.80326292,75248
32.91976205,-96.81910575,75244
32.93493507,-96.84296996,75244
32.93652214,-96.83724354,75244
32.94481329,-96.8360803,75244
32.91773575,-96.81923567,75244
32.93056921,-96.84109724,75244
32.93674896,-96.83440322,75244
32.90589288,-96.76119372,75243
32.91078635,-96.74537984,75243
32.91278264,-96.70170387,75243
32.90680804,-96.70316404,75243
32.9316688,-96.78691152,75240
32.92650967,-96.78009684,75240
32.87983263,-96.72978241,75238
32.87786095,-96.70971733,75238
32.87247848,-96.69945123,75238
32.87223858,-96.71699476,75238
32.88656471,-96.71715622,75238
29.63820731,-95.49364666,75237
32.83651595,-96.85294851,75235
32.93678864,-96.88419881,75234
32.94164446,-96.88880417,75234
32.6783196,-96.85794945,75232
32.66266,-96.84767892,75232
32.87841867,-96.74195822,75231
32.88832615,-96.74098463,75231
32.87069942,-96.76701994,75231
32.91628605,-96.8000206,75230
32.89007115,-96.8008629,75230
32.8815858,-96.80282018,75230
32.90011662,-96.83789096,75229
32.87801635,-96.823978,75229
32.87957412,-96.84059227,75229
32.90664592,-96.8204476,75229
32.90268438,-96.81770931,75229
32.89572803,-96.81069105,75229
32.8814849,-96.84952416,75229
32.89672781,-96.83895528,75229
32.83415941,-96.66506836,75228
32.82275437,-96.68743943,75228
32.83441469,-96.66940887,75228
32.73037968,-96.6557225,75227
32.87298058,-96.77532419,75225
32.85021847,-96.77270651,75225
32.86012494,-96.80538335,75225
32.69513298,-96.85150335,75224
32.69314076,-96.85802533,75224
32.80680282,-96.73464588,75223
32.74776556,-96.89376807,75222
32.86770709,-96.83874531,75220
32.86665154,-96.82094064,75220
32.81533976,-96.80271817,75219
32.82595187,-96.70496941,75218
32.84102254,-96.7086035,75218
32.73043793,-96.65577969,75217
32.73046346,-96.65577958,75217
32.75906943,-96.77550879,75215
32.7627872,-96.77909996,75215
32.85167526,-96.75955609,75214
32.83616801,-96.7577003,75214
32.82286017,-96.74910806,75214
32.83252091,-96.75353533,75214
32.77786516,-96.8475776,75212
32.79205741,-96.85973285,75212
32.74391306,-96.89734196,75211
32.85079055,-96.8253585,75209
32.85419751,-96.8143598,75209
32.85146551,-96.8291294,75209
32.85045588,-96.82566433,75209
32.7453718,-96.83512428,75208
32.7601291,-96.83969406,75208
32.7467766,-96.83827859,75208
32.73901352,-96.85626311,75208
32.75272971,-96.8245618,75208
32.8447684,-96.79918078,75205
32.84468215,-96.79917351,75205
32.79527654,-96.79534293,75204
32.80265911,-96.80080271,75204
32.74566784,-96.82204328,75203
32.78436784,-96.79924294,75201
32.72525534,-96.60155126,75181
32.70448892,-96.62797631,75180
32.63601186,-96.03147906,75169
32.40792289,-96.85726748,75165
32.38947079,-96.83894042,75165
32.40749673,-96.83349213,75165
32.75079419,-96.2899196,75160
32.53116078,-96.88233349,75154
32.83171652,-96.62433329,75150
32.79748472,-96.61275878,75150
32.808222,-96.63998933,75150
32.80825676,-96.63992728,75150
32.76353212,-96.59690915,75149
32.74851183,-96.5960485,75149
32.79147962,-96.60536683,75149
32.58695946,-96.80545205,75146
32.59403367,-96.31466062,75142
32.68717916,-95.70283296,75140
32.64883588,-96.91021814,75116
32.62365077,-96.87161742,75115
32.59008882,-96.85228613,75115
32.59006058,-96.85281634,75115
32.08556077,-96.4992578,75110
32.08585492,-96.50124228,75110
32.60502798,-96.91283523,75104
32.55945167,-96.97207305,75104
33.01376586,-96.63153152,75094
33.02846103,-96.84694296,75093
33.01642791,-96.80054177,75093
33.02901804,-96.84543998,75093
33.03086813,-96.83888021,75093
33.0684291,-96.80972025,75093
33.01540997,-96.8120095,75093
33.03217225,-96.82776728,75093
33.62461021,-96.65040111,75092
33.65757337,-96.56267004,75090
33.63044073,-96.60680824,75090
33.65901404,-96.60425127,75090
32.93494363,-96.5395902,75089
32.90427329,-96.55899553,75088
32.91426069,-96.45669514,75087
32.99058794,-96.6507571,75082
32.93965861,-96.68374764,75081
32.93567624,-96.74194446,75081
32.95892463,-96.7010966,75081
32.94332057,-96.74601426,75080
32.95642288,-96.73400988,75080
32.95077712,-96.75704362,75080
32.95861188,-96.76749444,75080
33.24743943,-96.76535372,75078
33.24648972,-96.81296812,75078
33.22150203,-96.86654838,75078
33.04792317,-97.02695644,75077
33.08351546,-97.06462526,75077
33.07261617,-97.09244776,75077
33.06259152,-97.11775738,75077
33.01697819,-96.71661401,75075
33.04089779,-96.75715422,75075
33.01262706,-96.76401371,75075
33.00807864,-96.72858764,75075
33.00776033,-96.72195006,75075
33.09929805,-96.69645226,75074
33.01858557,-96.69409358,75074
33.19804609,-96.69195824,75071
33.2038701,-96.65935256,75071
33.19085683,-96.62188041,75069
33.04117325,-97.01566183,75067
33.04456714,-97.01573181,75067
33.04365727,-97.0085873,75067
32.9336039,-96.95390678,75063
32.9400942,-96.95341678,75063
32.90799883,-96.9619155,75063
32.8434146,-97.01069601,75062
32.8480909,-96.9510351,75062
32.83813524,-96.96695744,75062
32.84404726,-96.94329421,75062
32.83976148,-97.00776907,75062
32.82972917,-97.01094559,75061
32.82028277,-96.95835931,75061
32.80000675,-96.95978569,75060
33.08019821,-96.89458854,75056
32.74693408,-97.00856265,75050
32.75035876,-96.98082915,75050
32.94671858,-96.66974478,75044
32.97496581,-96.65367631,75044
32.88989453,-96.60695753,75041
32.9660426,-96.6087594,75040
32.90529859,-96.6219996,75040
32.92548785,-96.62653479,75040
32.92262361,-96.61982352,75040
32.89971767,-96.95701993,75039
32.85516234,-96.92194162,75039
32.86950021,-96.97224669,75038
33.10855958,-96.79129476,75035
33.15127985,-96.76202456,75035
33.14003177,-96.79428193,75034
33.121569,-96.8277729,75034
33.12871029,-96.84588172,75034
33.16401307,-96.80456418,75033
33.175315,-96.86395711,75033
32.85988804,-96.47245065,75032
32.90619056,-96.43758008,75032
32.85991516,-96.47666517,75032
33.06716927,-97.061122,75028
33.03948031,-97.06282301,75028
33.0130415,-97.0538867,75028
33.0258888,-97.06892192,75028
33.09036049,-96.74418621,75025
33.08546664,-96.72985449,75025
33.0700994,-96.79076634,75024
33.06910155,-96.79160584,75024
33.05866989,-96.77322264,75024
33.08659825,-96.78134299,75024
33.06023376,-96.79798786,75024
33.05679546,-96.73123971,75023
33.05615979,-96.73064985,75023
33.06403096,-96.75093935,75023
33.06277257,-96.73360493,75023
33.02269782,-97.10756808,75022
33.03461234,-97.07909502,75022
32.97443119,-96.97264918,75019
32.96302953,-96.99292552,75019
33.05444029,-96.76928839,75013
33.11676991,-96.69703567,75013
33.12111972,-96.67917813,75013
33.03457989,-96.8853349,75010
33.03411992,-96.88480957,75010
33.01600405,-96.94411797,75010
33.02255773,-96.8421872,75007
32.97011981,-96.90692679,75006
32.97451924,-96.9030563,75006
32.96641359,-96.91287097,75006
32.96932635,-96.85534826,75006
33.08475627,-96.58185243,75002
33.02580565,-96.70756968,75002
33.09942274,-96.60761043,75002
33.11597359,-96.62665555,75002
32.94131167,-96.84258915,75001
32.98495829,-96.83139513,75001
38.9856591,-89.62286103,74960
35.35393605,-96.91538957,74804
35.4624407,-96.90136674,74804
33.99059366,-95.55629887,74743
34.00555859,-96.41137522,74701
36.70000902,-97.07581324,74601
36.71720553,-97.08011713,74601
34.91471931,-95.74454111,74501
34.92720823,-95.76804694,74501
35.97488204,-95.38252339,74467
35.90824726,-94.98612972,74464
35.62172292,-95.97345359,74447
35.74257375,-95.3442321,74403
35.772,-95.386457,74401
35.75534264,-95.44175204,74401
36.30629804,-95.29624696,74361
36.14092108,-94.78473713,74347
36.4691604,-94.96985143,74342
36.62038887,-95.19878145,74301
36.113,-95.876594,74145
36.11059566,-95.87693243,74145
36.04406226,-95.91469454,74137
36.01691733,-95.91889966,74137
36.06103512,-95.96314323,74136
36.04117547,-95.95070946,74136
36.09628666,-95.91121849,74135
36.1055532,-95.91255132,74135
36.10972684,-95.911653,74135
36.07484651,-95.87905304,74133
36.07798148,-96.01963695,74132
36.0625032,-96.01088367,74132
36.14748039,-95.99011594,74119
36.16822119,-95.83029712,74116
36.16115244,-95.84928452,74116
36.17581251,-95.90255356,74115
36.13147275,-95.95861398,74114
36.12792707,-95.9648597,74114
36.13773487,-95.89210863,74112
36.14931935,-95.93422994,74112
36.15994587,-95.92285287,74110
36.15966931,-95.95551534,74110
36.09803662,-96.02163487,74107
36.07614338,-96.02910354,74107
36.19473938,-95.95860275,74106
36.09299973,-95.97328867,74105
36.15079115,-95.94625688,74104
36.11713037,-97.11914565,74075
36.17318359,-97.05476885,74075
36.26671492,-95.92107422,74073
36.36213861,-96.01294779,74070
36.36451304,-95.99986513,74070
35.99146572,-96.1168444,74066
36.27776878,-95.83831834,74055
36.46781958,-95.56019745,74018
36.32117233,-95.62035062,74017
36.31320083,-95.57838892,74017
36.05621142,-95.81613135,74012
36.03684771,-95.85048643,74012
36.05274039,-95.78884347,74012
36.066,-95.802412,74012
36.05083448,-95.77895624,74012
36.01981575,-95.79676198,74012
36.06495245,-95.796767,74012
35.82484431,-96.37925528,74010
36.72620026,-95.95198174,74006
36.74886535,-95.92481549,74006
36.74541394,-95.97953126,74003
36.43643737,-99.43177877,73801
35.72915013,-97.97576752,73762
35.85861353,-97.93229812,73750
36.56535906,-97.9900315,73743
36.38973583,-97.909837,73703
36.39738124,-97.88563313,73701
36.39717643,-97.85361751,73701
34.65666114,-99.33271288,73521
34.62927041,-98.47700797,73505
34.60713821,-98.39723933,73501
34.60677239,-98.40193156,73501
34.24798016,-97.12823975,73401
34.20576402,-97.12482401,73401
35.34845965,-97.58194726,73170
35.33483299,-97.51922835,73170
35.56536442,-97.56555215,73162
35.34804618,-97.51120324,73160
35.48805218,-97.53502115,73146
35.61582726,-97.62227282,73142
35.61705737,-97.58496751,73134
35.52164207,-97.61416151,73122
35.56879423,-97.54805137,73120
35.55202093,-97.55504856,73120
35.58363244,-97.58495425,73120
35.59241069,-97.54163936,73120
35.60632401,-97.60207883,73120
35.56535468,-97.56561095,73120
35.57914078,-97.49260389,73118
35.52257839,-97.52543875,73118
35.50296382,-97.53008055,73118
35.51641986,-97.52334254,73118
35.54332695,-97.5276172,73116
35.59369489,-97.53251842,73114
35.53235508,-97.58286752,73112
35.53062195,-97.49308979,73111
35.51421165,-97.47671126,73111
35.44729787,-97.39669907,73110
35.47335779,-97.40632357,73110
35.42306441,-97.53752734,73109
35.43820221,-97.52589871,73109
35.43710274,-97.52590835,73109
35.48897848,-97.54455342,73106
35.48319872,-97.50020256,73104
35.50219145,-97.7619119,73099
35.56878321,-97.67512455,73099
35.49564814,-97.72467727,73099
35.26832947,-97.49282162,73072
35.18940655,-97.46477627,73072
35.21787207,-97.43579287,73071
35.21803108,-97.42790677,73071
35.21504904,-97.44231575,73069
35.21920382,-97.46399243,73069
35.88146705,-97.41985015,73044
35.53221031,-97.9561247,73036
35.68408174,-97.4714732,73034
35.65029408,-97.41900086,73034
35.20658357,-97.39084459,73026
35.39946836,-97.3181624,73020
35.08856952,-97.98232948,73018
35.613,-97.519129,73013
35.63773516,-97.51919561,73013
35.33395868,-93.85828067,72951
35.30956189,-94.40006332,72908
35.40078301,-94.38440901,72904
35.40104689,-94.38432104,72904
35.3656732,-94.42874003,72903
35.32629833,-94.37067527,72903
35.36497436,-94.40503524,72901
35.34582196,-94.41343843,72901
35.38111321,-94.41199551,72901
35.383443,-94.41513127,72901
35.29869835,-93.63422267,72865
35.2906071,-93.73288604,72855
35.27770871,-93.13700617,72801
35.28383659,-93.15127404,72801
36.16915906,-94.15512524,72762
36.19112296,-94.54767636,72761
36.33078725,-94.13630209,72758
36.34037332,-94.1242476,72758
36.28906148,-94.18645628,72758
36.26116625,-94.14877168,72745
36.42154066,-94.44745983,72736
36.23758976,-94.50142884,72734
36.23987681,-94.4995339,72734
35.86112397,-94.42434734,72717
36.38231791,-94.16672728,72712
36.35517262,-94.18228353,72712
36.09600424,-94.15701859,72703
36.09380037,-94.15885622,72703
36.08632676,-94.13329175,72703
36.09700332,-94.1566048,72703
36.08111606,-94.1488126,72703
36.03968063,-94.18382419,72703
36.08395609,-94.11154532,72701
36.32360893,-92.36167172,72653
36.38418631,-93.73604755,72632
36.41340526,-93.74725353,72632
36.24023638,-93.09476218,72601
36.23508729,-93.18668461,72601
36.25531975,-93.11704816,72601
35.48052273,-92.0351272,72543
36.26067953,-90.97474635,72455
36.05841183,-90.48766233,72450
36.05739909,-90.55802692,72450
35.81517043,-90.74450712,72404
35.82894648,-90.70316511,72401
35.82288534,-90.69910338,72401
35.83671405,-90.70301585,72401
35.2038678,-90.79332948,72396
34.5612662,-90.63937585,72390
34.54325344,-90.65356483,72390
34.57011404,-90.91225627,72366
34.72382698,-90.76802324,72360
34.78894043,-90.79387839,72360
35.02485005,-90.78918444,72335
35.16422965,-90.18545336,72303
35.15072462,-90.18439855,72301
34.76286156,-92.34012335,72227
34.81331092,-92.48053039,72223
34.79997406,-92.44084774,72223
34.77937027,-92.40117679,72212
34.78710901,-92.40210102,72212
34.78984624,-92.40039942,72212
34.77174549,-92.41454273,72212
34.66842741,-92.34835218,72209
34.64738174,-92.34486746,72209
34.67975497,-92.329527,72209
34.69436488,-92.32554582,72209
34.66830847,-92.31748649,72209
34.67294637,-92.33259823,72209
34.67423929,-92.34376243,72209
34.584712,-92.27755426,72206
34.75680637,-92.34418862,72205
34.7598147,-92.33295982,72205
34.76090239,-92.32950251,72205
34.75829699,-92.37164113,72205
34.74978735,-92.34966985,72205
34.72222391,-92.33337061,72204
34.76650241,-92.3067549,72202
34.75230406,-92.29048013,72201
34.96604398,-91.87433594,72176
34.48055308,-91.54023254,72160
34.48151742,-91.55744119,72160
35.24440697,-91.71306883,72143
35.24651753,-91.74899695,72143
35.23235758,-91.71554939,72143
35.25544597,-91.7350708,72143
35.27454423,-91.86400162,72143
35.39381065,-91.783769,72143
34.83860024,-92.23039438,72120
34.87633768,-92.34286568,72118
34.82237478,-92.25656994,72118
34.80163737,-92.26653645,72118
34.77931091,-92.25110355,72116
34.81769775,-92.23538829,72116
34.76901238,-92.28026278,72114
34.84107969,-92.23201589,72113
35.11697979,-92.79179733,72110
35.09064971,-92.43487899,72032
35.08596617,-92.43778637,72032
35.42561532,-91.48569091,72020
34.5391601,-92.64165196,72015
34.56651372,-92.59630746,72015
34.68269257,-92.58306331,72002
34.3318171,-93.54691873,71943
34.36363211,-93.38771305,71933
34.4839239,-93.11442247,71913
34.49779127,-93.06401583,71913
34.51041473,-93.05190832,71901
34.50531401,-92.9864112,71901
34.50189401,-93.06120158,71901
34.55583162,-92.98641062,71901
33.47889461,-94.00887822,71854
33.35835583,-93.55685483,71845
33.64571909,-93.59506546,71801
33.68074816,-93.61750369,71801
33.28238387,-93.20341018,71753
33.20637056,-92.68912679,71730
33.30816948,-92.68572657,71730
33.59617178,-92.85353627,71701
33.61104992,-92.06491719,71671
34.16387598,-92.02629208,71603
33.81252073,-117.7849301,71463
31.73087275,-93.08132348,71457
31.76929559,-93.07727607,71457
31.13247836,-93.26841798,71446
32.01460884,-92.18337122,71415
31.71665739,-93.51034732,71406
31.91784971,-91.24584303,71366
30.96508086,-91.9832119,71362
31.41428574,-92.46840381,71360
31.33845826,-92.37950333,71360
31.03679008,-91.97685601,71355
31.61651679,-91.55164909,71334
30.98664959,-92.05524954,71327
30.9527288,-92.19034186,71322
31.2944621,-92.495156,71303
31.33247833,-92.4942874,71303
31.3036226,-92.50115581,71303
31.29514621,-92.53908834,71303
31.17792466,-92.41611672,71302
31.28315671,-92.45630654,71301
31.30261296,-92.46285636,71301
32.15630682,-91.70629782,71295
32.22911427,-91.73504873,71295
32.50869603,-92.18895454,71292
32.52025325,-92.18169006,71291
32.39818775,-91.17978227,71282
32.52607345,-92.66134706,71273
32.54154614,-92.65029009,71270
32.55475221,-92.61980167,71270
32.4980563,-92.64195265,71270
32.82979443,-91.18645046,71254
32.77045566,-92.4071954,71241
32.77994914,-91.87838927,71220
32.59889228,-92.06889857,71203
32.56755345,-92.06193034,71203
32.53807519,-92.10694999,71201
32.53181578,-92.0823968,71201
32.51530406,-92.1239699,71201
32.52441048,-92.08338691,71201
32.52543243,-92.09195866,71201
32.43504205,-93.87213435,71129
32.44095805,-93.84713873,71129
32.39083259,-93.82022213,71118
32.40059827,-93.80400947,71118
32.5274369,-93.71076422,71111
32.45743565,-93.76331742,71108
32.46891677,-93.76280153,71108
32.48254873,-93.74925657,71106
32.45746559,-93.7521812,71106
32.41731763,-93.75722802,71106
32.40364111,-93.76187115,71106
32.46827961,-93.71634757,71105
32.46909014,-93.73996275,71105
32.49777492,-93.7490706,71101
32.49712122,-93.75176952,71101
32.641466,-93.29447673,71055
32.95052925,-93.12385465,71038
32.08327743,-93.80554767,71032
32.65011435,-93.01991749,71003
30.36158012,-91.1421921,70820
30.46859128,-90.99981566,70819
30.41996785,-91.00806655,70817
30.37848048,-91.01412715,70817
30.41037234,-90.9897199,70817
30.36065809,-91.0092405,70817
30.42194258,-91.03340781,70816
30.39815332,-91.0500757,70816
30.42835735,-91.0065995,70816
30.42381704,-91.00539658,70816
30.40529059,-91.04542489,70816
30.42606575,-90.99391307,70816
30.45894238,-91.06282761,70815
30.46903764,-91.0593909,70815
30.47063073,-91.06007888,70815
30.48769061,-91.03589714,70814
30.3748287,-91.08900414,70810
30.38444073,-91.09081579,70810
30.38454679,-91.09082722,70810
30.35457497,-91.12665314,70810
30.40261335,-91.06035028,70809
30.37863896,-91.06981893,70809
30.57285978,-91.13000121,70809
30.41238605,-91.13553076,70808
30.41550375,-91.1496228,70808
30.4364576,-91.15655857,70808
30.41636972,-91.15650417,70808
30.41336167,-91.13664107,70808
30.44218836,-91.09142408,70806
30.44795965,-91.12448024,70806
30.44761001,-91.16905892,70806
30.44068805,-91.15653834,70806
30.46582137,-91.11292515,70806
30.44314802,-91.09221139,70806
30.4642095,-91.1181174,70806
30.44707564,-91.10052623,70806
30.43694377,-91.15685007,70806
30.48929882,-91.13872173,70805
30.4529504,-91.16558266,70802
30.43771356,-91.1767309,70802
30.44854512,-91.18613013,70802
30.4468454,-91.18076535,70802
30.44646205,-91.17541858,70802
30.65929669,-91.1031518,70791
30.48906158,-90.95940766,70785
30.26665449,-90.87153816,70774
30.53582583,-91.41360208,70767
30.45461131,-91.20642951,70767
30.45462373,-91.20646844,70767
30.27593383,-91.24140796,70764
30.02793314,-90.71273869,70763
30.68811,-91.45489965,70760
30.69534818,-91.43877904,70760
30.69467616,-91.43778222,70760
30.24020151,-90.91946508,70737
30.45950115,-90.92660852,70726
30.56710959,-91.06086134,70714
30.58977309,-91.16745784,70714
30.54386768,-90.96946554,70706
30.23183912,-93.36436959,70663
30.22996544,-93.31990725,70663
30.84409918,-93.25799245,70634
30.29865932,-93.20989048,70611
30.30373599,-93.19053876,70611
30.17564404,-93.18970681,70607
30.18632064,-93.22841222,70605
30.20772897,-93.2049077,70601
30.23026541,-93.20964763,70601
30.21975853,-93.2199121,70601
30.21828299,-93.20039073,70601
30.21807244,-93.20787568,70601
30.21932652,-92.01859278,70592
30.10849983,-91.99116386,70592
30.69532288,-92.26277802,70586
30.68558422,-92.26883023,70586
30.23126908,-92.0903661,70583
30.16879052,-91.84716139,70582
30.23280911,-92.26738973,70578
30.56138534,-91.95360709,70577
30.56680989,-92.07944381,70571
30.22176049,-92.36757305,70570
30.54298706,-92.07693055,70570
30.46107693,-92.10829469,70570
30.52709463,-92.0710962,70570
30.00851483,-91.7983634,70563
30.00254925,-91.82538096,70560
30.00852386,-91.82033083,70560
29.96484996,-91.77418285,70560
29.98857398,-91.83195392,70560
30.00435513,-92.28818283,70548
30.25015959,-92.66061281,70546
30.23443189,-92.64969758,70546
30.31740527,-92.49240723,70543
30.42193277,-92.04500753,70541
29.79545603,-91.50171263,70538
29.79357627,-91.50847942,70538
30.51825239,-92.71418626,70532
30.21377488,-92.37425714,70526
30.20663813,-92.36147598,70526
30.4077851,-92.21556287,70525
30.31803982,-92.05184115,70520
30.2747758,-91.89849762,70517
30.31018979,-91.87887465,70517
29.98147076,-92.14037992,70510
30.14590199,-92.0414537,70508
30.18296967,-92.01830678,70508
30.08358078,-91.89999467,70508
30.2558036,-92.03170925,70507
30.20974239,-92.09766068,70506
30.20899484,-92.03076567,70503
30.2570547,-92.01258724,70501
30.22372655,-92.02329208,70501
30.23388294,-92.02329135,70501
30.22148442,-92.02015646,70501
30.22349411,-92.00722885,70501
30.24036174,-91.98988887,70501
30.30366178,-92.02823167,70501
30.24326222,-91.99018709,70501
30.39127249,-90.09895616,70471
30.39933527,-90.08924727,70471
30.28388319,-89.73516418,70461
30.27962844,-89.74404931,70461
30.29436772,-89.73585859,70461
30.31252326,-89.78046469,70460
30.25446151,-89.77129481,70458
30.24875026,-89.79565583,70458
30.28964443,-89.76934033,70458
30.24912266,-89.78800873,70458
30.43881747,-90.44585265,70454
30.35712613,-90.06881224,70448
30.60065153,-90.39908282,70446
30.63634028,-90.50413014,70443
30.4767863,-90.10290323,70433
30.4741568,-90.09862362,70433
30.47359997,-90.09981656,70433
30.46741248,-90.10453944,70433
30.44688363,-90.09079217,70433
30.43777824,-90.14293902,70433
30.4679277,-90.18176836,70433
30.48250752,-90.13114919,70433
30.47831651,-90.09337943,70433
30.78006478,-89.86561553,70427
30.7389402,-89.89733752,70427
30.73394379,-90.51899949,70422
30.47874203,-90.03506875,70420
30.47957745,-90.44949517,70403
30.50062544,-90.49856886,70403
30.54426792,-90.46075364,70401
30.5289672,-90.4801965,70401
29.7323582,-90.62752327,70394
29.99046123,-91.0547081,70391
29.7123349,-91.20672206,70380
29.7123486,-91.20674044,70380
29.57226248,-90.38133091,70373
29.63220196,-90.75227329,70364
29.60782446,-90.71845088,70364
29.61047007,-90.7325199,70364
29.66300546,-90.76977104,70364
29.58111796,-90.73291871,70360
29.60808942,-90.75221795,70360
29.59793869,-90.71794344,70360
29.59527456,-90.72336478,70360
29.60068671,-90.75784836,70360
30.10380295,-90.98540937,70346
29.79265412,-90.81043347,70301
29.93296436,-90.06872697,70130
29.92400579,-90.07459198,70130
29.92204185,-90.09965191,70130
29.93238242,-90.08124063,70130
29.93003716,-90.07464033,70130
29.9318154,-90.07789887,70130
29.92348654,-90.07464172,70130
30.02362484,-89.97239912,70128
30.02439423,-89.97256848,70127
30.05135783,-89.97810313,70127
30.01639308,-89.9865838,70127
30.04183549,-89.99936911,70127
30.01267177,-90.03736685,70126
29.95490719,-90.11476073,70125
29.95654071,-90.11409583,70125
29.94368891,-90.09345171,70125
29.95971928,-90.10542723,70125
29.98817557,-90.09242364,70124
30.01885328,-90.11032174,70124
30.00518215,-90.1058793,70124
30.00320646,-90.10756737,70124
29.93782836,-90.20620897,70123
29.93530758,-90.19985545,70123
29.96197553,-90.22115735,70123
29.98221151,-90.06932547,70119
29.97286844,-90.10321567,70119
29.9816869,-90.08793434,70119
29.98758336,-90.0738041,70119
29.98364014,-90.0679395,70119
29.94661144,-90.12899801,70118
29.93577921,-90.11949251,70118
29.9533052,-90.1235412,70118
29.94746804,-90.13396807,70118
29.94108227,-90.11370372,70118
29.94140349,-90.12773358,70118
29.92258985,-90.10123531,70115
29.92482327,-90.125311,70115
29.92707644,-90.10391913,70115
29.98123079,-90.08701147,70115
29.91994165,-90.11025474,70115
29.92739069,-90.11184261,70115
29.92929105,-90.03350517,70114
29.95129061,-90.07303411,70112
29.90845233,-90.14504614,70094
29.90804504,-90.14198651,70094
30.05521402,-90.5601582,70084
30.06353086,-90.56086393,70084
29.89201857,-90.10366653,70072
29.8935003,-90.09964138,70072
29.85370941,-90.10992619,70072
29.89444699,-90.12304642,70072
29.89947822,-90.09527405,70072
29.90206581,-90.09674215,70072
30.08471947,-90.48147945,70068
30.07639455,-90.4935169,70068
30.06770632,-90.49876691,70068
30.04042805,-90.27770546,70065
30.01636427,-90.22864327,70062
29.97557235,-90.24697849,70062
29.90267623,-90.08478235,70058
29.87077145,-90.08509204,70058
