Latitude,Longitude,Zipcode
47.30633676,-122.2111079,98002
47.35045242,-122.229733,98002
47.32367167,-122.2898227,98001
47.3011311,-122.2761176,98001
47.30000698,-122.2881845,98001
44.0318124,-116.985062,97914
44.02758012,-116.9740114,97914
45.97350577,-118.3952978,97862
45.31315396,-118.0702483,97850
45.33502511,-118.0600961,97850
45.32684475,-118.0947122,97850
45.34052401,-118.0502889,97850
45.85368977,-119.3146486,97838
45.83420818,-119.3228421,97838
45.43114718,-117.2747049,97828
44.79385651,-117.8136578,97814
45.6582187,-118.8188875,97801
44.29439563,-121.5684631,97759
44.27235177,-121.1803952,97756
44.26969511,-121.1948987,97756
44.27231848,-121.1788044,97756
44.30416623,-120.8306692,97754
43.67624676,-121.5006792,97739
44.15780478,-121.2645097,97703
44.07123206,-121.2988346,97703
44.03904633,-121.3381727,97702
44.04482886,-121.3149433,97702
44.05038216,-121.3228336,97702
44.04776449,-121.309199,97702
44.07515919,-121.2616446,97701
44.09396931,-121.3135101,97701
44.07843571,-121.2819311,97701
44.08948747,-121.2201965,97701
44.06611839,-121.2551051,97701
44.08481655,-121.26601,97701
44.08319522,-121.2438617,97701
44.09924223,-121.2237788,97701
44.0583799,-121.3013523,97701
44.05562457,-121.2811326,97701
43.2384147,-120.6839474,97641
42.20711011,-121.7282492,97603
42.22905383,-121.761208,97601
42.24752927,-121.7839397,97601
42.3592509,-123.3661557,97527
42.46649762,-123.3318324,97526
42.44948979,-123.312075,97526
42.54337128,-123.38297,97526
42.51966895,-122.8136455,97524
42.45775599,-122.8165842,97524
42.04987356,-123.6166479,97523
42.12550585,-123.5942967,97523
42.18318458,-122.6769069,97520
42.36267812,-122.8806288,97504
42.31414848,-122.8364472,97504
42.37462821,-122.9145632,97502
42.32401361,-122.8844038,97501
42.301023,-122.9263351,97501
42.30108562,-122.8874315,97501
44.36503831,-124.0881746,97498
44.0573546,-123.3298022,97487
43.38895889,-123.3254951,97479
44.06549823,-122.9972879,97477
43.22898922,-123.386186,97471
43.21165238,-123.3712385,97471
43.22505227,-123.3506543,97470
43.1420931,-123.3809765,97470
43.39384106,-124.2371846,97459
43.9795596,-122.9492082,97455
44.06666439,-123.1625456,97448
44.07215651,-123.1490034,97446
44.00557879,-124.1032234,97439
43.9757493,-122.8783534,97438
43.97466328,-122.8619729,97438
43.912037,-123.0246903,97426
43.79562037,-123.0699758,97424
43.19005572,-124.1956606,97423
43.39369799,-124.2303639,97420
43.36619947,-124.2229161,97420
43.38106396,-124.2295505,97420
42.92879885,-123.2783358,97417
42.93154341,-123.284689,97417
42.06099313,-124.3012714,97415
44.00626327,-123.0763658,97408
44.03183655,-123.081782,97405
44.00755799,-123.0268651,97405
44.06967576,-123.1187107,97404
44.04106309,-123.1029913,97402
44.04110942,-123.1267419,97402
44.04742788,-123.1197665,97402
44.04007783,-123.1459134,97402
44.03925334,-123.1310169,97402
44.04403198,-123.1184348,97402
44.05233889,-123.1072802,97402
44.04637126,-123.1170664,97402
44.06167396,-123.0706776,97402
44.06025275,-123.0714487,97401
44.08746164,-123.1157049,97401
44.06793487,-123.0774595,97401
44.06310119,-123.0736154,97401
44.0584229,-123.0621351,97401
44.84098079,-123.0065362,97392
44.56028185,-123.1252284,97389
45.10749158,-123.4356575,97378
44.54107968,-123.3699387,97370
44.98003357,-124.0019973,97367
44.86333629,-123.2106297,97361
44.8484357,-123.2232529,97361
44.50383265,-122.9221619,97355
44.9290481,-123.274323,97338
44.55132909,-123.2942744,97333
44.5718624,-123.2779294,97330
44.57892015,-123.2821249,97330
44.57232633,-123.2819776,97330
44.66896734,-123.2205045,97330
44.59777292,-123.2226132,97330
44.84582531,-122.8645346,97325
44.63817675,-123.0889741,97321
44.63600851,-123.1000382,97321
44.63428764,-123.0919959,97321
44.94177303,-122.9424143,97317
44.97921631,-122.9770615,97309
44.87691569,-123.0232061,97306
45.04886094,-122.9573425,97305
45.07382085,-122.867247,97305
45.06893397,-123.073579,97304
44.89465377,-123.0495746,97302
44.89038137,-123.0445459,97302
44.92035572,-123.0333839,97302
44.94125365,-123.0312554,97301
44.95506581,-123.0117177,97301
44.94473127,-123.0367912,97301
44.95047123,-122.974651,97301
44.95958728,-123.020599,97301
44.94340767,-122.9788421,97301
44.94017196,-123.0321027,97301
45.4875939,-122.5681657,97266
45.46824078,-122.7113442,97239
45.47574023,-122.7026188,97239
45.48167977,-122.7053396,97239
45.4836959,-122.7057385,97239
45.50363717,-122.651015,97236
45.5047288,-122.5098684,97236
45.51514926,-122.4769241,97233
45.50694879,-122.4746424,97233
45.519508,-122.4925253,97233
45.4809016,-122.5735822,97232
45.52376077,-122.6358968,97232
45.53229662,-122.5259732,97230
45.53951817,-122.53372,97230
45.52896782,-122.806434,97229
45.52857809,-122.7640565,97229
45.55423088,-122.8331891,97229
45.53013408,-122.8212229,97229
45.54746164,-122.7904577,97229
45.5547559,-122.833985,97229
45.55424565,-122.8331021,97229
45.55467281,-122.834019,97229
45.48533469,-122.7694007,97225
45.48583921,-122.7694914,97225
45.48739884,-122.7647933,97225
45.41919754,-122.7931687,97224
45.42884809,-122.7763345,97223
45.44391626,-122.7650782,97223
45.44490819,-122.7954126,97223
45.47522417,-122.7558077,97223
45.42058912,-122.724218,97223
45.44221298,-122.8097954,97223
45.44329422,-122.636353,97222
45.43850964,-122.5865011,97222
45.43608748,-122.5868593,97222
45.4458695,-122.6387303,97222
45.5020751,-122.7142166,97221
45.52552887,-122.5706244,97220
45.45480269,-122.7256042,97219
45.47128604,-122.7080645,97219
45.47697386,-122.7043822,97219
45.47421616,-122.7252367,97219
45.46711787,-122.7012444,97219
45.47625549,-122.7274498,97219
45.45163051,-122.721946,97219
45.4629796,-122.6963459,97219
45.4812801,-122.675168,97219
45.56188203,-122.6065681,97218
45.51682027,-122.6072887,97218
45.5704481,-122.6091911,97218
45.57770171,-122.6843745,97217
45.55020938,-122.6612606,97217
45.57084882,-122.6679001,97217
45.56205423,-122.6742886,97217
45.57787395,-122.6994394,97217
45.51253006,-122.5625614,97216
45.50683729,-122.5689052,97216
45.50945037,-122.5640151,97216
45.51059511,-122.5204089,97216
45.51949686,-122.6153422,97215
45.54216568,-122.6085952,97213
45.52412311,-122.6132186,97213
45.54599947,-122.6418016,97212
45.55889419,-122.6569294,97211
45.53653677,-122.7076093,97210
45.53559436,-122.6867817,97209
45.52372219,-122.6881932,97209
45.49901515,-122.6174127,97206
45.48997276,-122.5995494,97206
45.51751498,-122.6854255,97205
45.58051724,-122.7224342,97203
45.47988126,-122.621761,97202
45.46612807,-122.6505472,97202
45.49022151,-122.6362911,97202
45.49011835,-122.6321878,97202
45.49923091,-122.644869,97202
45.51571387,-122.6833595,97201
45.51255565,-122.6815858,97201
45.50111294,-122.6794423,97201
45.52419676,-122.6122628,97201
45.51056449,-122.6826994,97201
45.50667766,-122.6768311,97201
45.07358374,-123.9254156,97149
45.45533146,-123.8415619,97141
45.44927006,-123.8152,97141
45.34908505,-122.8355354,97140
45.36032521,-122.8387842,97140
45.39917088,-122.743274,97140
45.21218993,-122.9774755,97137
45.29921948,-122.9723225,97132
45.30808835,-122.9751547,97132
45.21786457,-123.2046726,97128
45.22619755,-123.2022183,97128
45.20785088,-123.187812,97128
45.20957357,-123.187249,97128
45.53555671,-122.9328049,97124
45.54295161,-122.9965971,97124
45.5457457,-122.8984578,97124
45.51796662,-122.9875264,97123
45.51652675,-122.9032576,97123
45.55048271,-123.0853588,97116
45.52074765,-123.1072782,97116
45.25464603,-123.0926064,97114
45.49016634,-123.0517995,97113
45.52577179,-122.9803428,97113
45.5083854,-123.0988978,97113
45.4191227,-122.4496078,97089
45.43286785,-122.5377458,97086
45.47932141,-122.4001802,97080
45.48956043,-122.8503432,97078
45.47982296,-122.894921,97078
45.48752057,-122.8292957,97078
45.14685625,-122.8569626,97071
45.13565331,-122.7562308,97071
45.386478,-122.6399207,97068
45.37460724,-122.7529746,97062
45.36793667,-122.7090781,97062
45.37626905,-122.7196359,97062
45.37435255,-122.7533654,97062
45.50377804,-122.3990772,97060
45.50642139,-122.3764031,97060
45.59472115,-121.1865423,97058
45.59379968,-121.1566232,97058
45.78247814,-122.8753258,97056
45.8158037,-122.8532578,97053
45.35905732,-122.5990225,97045
45.32238159,-122.5803334,97045
45.35485287,-122.6070364,97045
45.17214308,-122.5183885,97038
45.43386047,-122.7138,97035
45.42769258,-122.7143095,97035
45.46807611,-122.7166198,97035
45.41908101,-122.7119391,97035
45.4197065,-122.6720695,97034
45.39817355,-122.6477378,97034
45.40755005,-122.6809998,97034
45.70198774,-121.5349239,97031
45.70831063,-121.5170113,97031
45.69712835,-121.5171893,97031
45.4967709,-122.4728602,97030
45.1096492,-122.9010208,97026
45.52832467,-122.4366985,97024
46.10567646,-123.2021736,97016
45.42305638,-122.5119003,97015
45.4328876,-122.5444755,97015
45.41733443,-122.5238595,97015
45.42433121,-122.5389468,97015
45.44251175,-122.3645066,97009
45.41857338,-122.3900814,97009
45.47283181,-122.806655,97008
45.47686484,-122.8621229,97007
45.51336908,-122.8259343,97006
45.53417742,-122.8541573,97006
45.50175914,-122.9375102,97006
45.52390772,-122.8561577,97006
45.52781227,-122.8664703,97006
45.47916063,-122.8051914,97005
45.48787301,-122.7790296,97005
45.491419,-122.8254487,97005
45.48470562,-122.8267868,97005
45.50728316,-122.8171956,97005
45.49948946,-122.8111516,97005
45.48277317,-122.8030096,97005
45.48482512,-122.8067998,97005
45.49558963,-122.863865,97003
21.28566249,-157.8241425,96826
21.30876178,-157.8363185,96822
21.30229331,-157.8182845,96822
21.30085271,-157.8310948,96822
21.3072674,-157.8318774,96822
21.30535991,-157.8441054,96822
21.30251736,-157.8124173,96822
21.30274842,-157.8299106,96822
21.30906108,-157.8118781,96822
21.30091545,-157.8304447,96822
21.28031245,-157.7811113,96821
21.2793511,-157.7874564,96821
21.27883719,-157.7531273,96821
21.27935152,-157.781566,96821
21.2778103,-157.7491572,96821
21.33056251,-157.8822782,96819
21.36508284,-157.9025275,96819
21.33780733,-157.8814808,96819
