,PROPERTY_ID,MARKETID,MARKET_NAME,SUBMARKET_CODE,SUBMARKET_NAME,COUNTY_NAME,PROPERTY_NAME,PROPERTY_PRIORNAMES,PROPERTY_ADDRESS,PROPERTY_CITY,PROPERTY_STATE,PROPERTY_ZIPCODE,lat,lon,PROPERTY_PHONE,PROPERTY_UNITS,PROPERTY_SQFT,PROPERTY_ACRES,PROPERTY_IMPRATING,PROPERTY_LOCRATING,PROPERTY_STATUS,PROPERTY_DATE_PLANNED,PROPERTY_DATE_UNDERCONSTRUCTION,PROPERTY_DATE_RENTUP,PROPERTY_DATECOMPLETED,PROPERTY_MIXEDUSE,PROPERTY_MIXEDUSE_NOTES,PROPERTY_STUDENTHOUSING,PROPERTY_AFFORDABLEHOUSING,PROPERTY_MILITARYHOUSING,PROPERTY_AGERESTRICTED,PROPERTY_FRACTUREDCONDO,PROPERTY_ADAPTIVEREUSE,PROPERTY_SINGLEFAMILYRENTAL,PROPERTY_CURRENT_OCCUPANCY,PROPERTY_CURRENT_RENT,PROPERTY_MATRIX_URL,block,tract
6925,1_41,1,Phoenix,21E,Union Hills,Maricopa,Tides at Deer Valley,"Park at Deer Valley, The, Carleton Club",17425 North 19th Avenue,Phoenix,AZ,85023,33.64464,-112.09849,6028663516.0,436,350585.0,16.59,B-,B-,Completed,,,,1984-06-01,0.0,,N,N,N,N,,,,95.0,1521.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=1&PropertyID=41,040136188002000,04013618800
6926,1_411,1,Phoenix,8,Christown,Maricopa,Colter Park,"Riviera on 7th, Somerset Villa",909 West Colter Street,Phoenix,AZ,85013,33.5127388,-112.0845409,6022645265.0,384,254720.0,11.88,B-,C+,Completed,,,,1972-05-01,,,,N,,N,,,,95.8,1258.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=1&PropertyID=411,040131074012004,04013107401
6927,1_421,1,Phoenix,17N,North Mesa,Maricopa,Genoa Lakes,La Valencia,3320 East University Drive,Mesa,AZ,85213,33.424555,-111.760173,4809240524.0,361,343757.0,18.47,B+,C+,Completed,,,,1985-10-01,,,,N,,N,,,,93.9,1684.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=1&PropertyID=421,040134207041012,04013420704
6928,1_44,1,Phoenix,1S,South Scottsdale,Maricopa,Visconti at Camelback,"Camellero, The",7979 East Camelback Road,Scottsdale,AZ,85251,33.5017542,-111.9114867,4809491820.0,348,345716.0,24.94,B+,A-,Completed,,,,1979-09-01,0.0,,N,N,N,N,,0.0,,96.8,1761.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=1&PropertyID=44,040132172041000,04013217204
6929,1_454,1,Phoenix,4S,Metrocenter,Maricopa,Cielo,Maya Linda,8222 North 19th Avenue,Phoenix,AZ,85021,33.55774,-112.10027,6029953555.0,360,212208.0,10.516,C+,C+,Completed,,,,1981-01-01,,,,N,,N,,,,95.0,1248.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=1&PropertyID=454,040131055032000,04013105503
6930,1_468,1,Phoenix,16N,North Tempe,Maricopa,Scottsdale Gateway,"Foxtree, Cedars",2100 North Scottsdale Road,Tempe,AZ,85281,33.4521021,-111.9269518,4809458423.0,487,283203.0,17.52,B-,B,Completed,,,,1972-01-01,0.0,,N,N,N,N,N,0.0,,95.9,1432.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=1&PropertyID=468,040133185012001,04013318501
6931,1_473624,1,Phoenix,4S,Metrocenter,Maricopa,Lumina on 19th,"Tides on Rail, Modern on the Rail",1905 West Las Palmarita Drive,Phoenix,AZ,85021,33.556086,-112.100322,6029957057.0,488,232746.0,14.39,C,C,Completed,,,,1979-01-01,0.0,,N,N,N,N,,,,90.6,973.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=1&PropertyID=473624,040131055032005,04013105503
6932,1_473922,1,Phoenix,14,Sky Harbor,Maricopa,Adeline,"222 East Jefferson Street, South 3rd Street & East Jefferson Street",222 East Jefferson Street,Phoenix,AZ,85004,33.447121,-112.070871,6029600222.0,379,380572.0,1.51,,B+,Under Construction,2018-11-01,2020-02-03,2021-11-01,2022-03-31,0.0,,N,N,N,N,,0.0,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=1&PropertyID=473922,040131141001027,04013114100
6933,1_488,1,Phoenix,6,Glendale,Maricopa,Glendale Manor,"Crown Villa, Carmella",6529 West Glendale Avenue,Glendale,AZ,85301,33.5365064,-112.2002162,6239370642.0,328,197729.0,11.71,C+,C,Completed,,,,1969-01-01,0.0,,N,N,N,N,,0.0,,95.1,1149.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=1&PropertyID=488,040130928014001,04013092801
6934,1_501,1,Phoenix,2S,South Paradise Valley,Maricopa,"Venue on Camelback, The","Colonnade, The, Colonnade Gardens/Ferntree III",1930 East Camelback Road,Phoenix,AZ,85016,33.5096819,-112.0401337,6022647444.0,415,256296.0,9.57,C+,A-,Completed,,,,1973-03-01,,,,N,,N,,,,92.0,1326.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=1&PropertyID=501,040131077004001,04013107700
