,PROPERTY_ID,MARKETID,MARKET_NAME,SUBMARKET_CODE,SUBMARKET_NAME,COUNTY_NAME,PROPERTY_NAME,PROPERTY_PRIORNAMES,PROPERTY_ADDRESS,PROPERTY_CITY,PROPERTY_STATE,PROPERTY_ZIPCODE,lat,lon,PROPERTY_PHONE,PROPERTY_UNITS,PROPERTY_SQFT,PROPERTY_ACRES,PROPERTY_IMPRATING,PROPERTY_LOCRATING,PROPERTY_STATUS,PROPERTY_DATE_PLANNED,PROPERTY_DATE_UNDERCONSTRUCTION,PROPERTY_DATE_RENTUP,PROPERTY_DATECOMPLETED,PROPERTY_MIXEDUSE,PROPERTY_MIXEDUSE_NOTES,PROPERTY_STUDENTHOUSING,PROPERTY_AFFORDABLEHOUSING,PROPERTY_MILITARYHOUSING,PROPERTY_AGERESTRICTED,PROPERTY_FRACTUREDCONDO,PROPERTY_ADAPTIVEREUSE,PROPERTY_SINGLEFAMILYRENTAL,PROPERTY_CURRENT_OCCUPANCY,PROPERTY_CURRENT_RENT,PROPERTY_MATRIX_URL,block,tract
179,38_1269569,38,Fort Worth,25.0,Edgecliff Village,Tarrant,Trail Lakes,,7101 Trail Lake Drive,Fort Worth,TX,76133,32.6431849,-97.3999704,,56,0.0,,,B,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=1269569,484391055152021,48439105515
180,38_1292,38,Fort Worth,9.0,Stop Six,Tarrant,Santa Barbara Gardens,Green Meadow,5959 Meadowbrook Drive,Fort Worth,TX,76112,32.746237,-97.228475,8174572553.0,52,42930.0,1.92,C+,C+,Completed,,,,1965-01-01,0.0,,N,N,N,N,,0.0,,88.5,856.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=1292,484391065021026,48439106502
181,38_1314485,38,Fort Worth,3.0,Medical District,Tarrant,Twilite Lofts,,200 Lipscomb Street,Fort Worth,TX,76104,32.7425733483266,-97.3333820024405,,50,0.0,,,C+,Planned,2021-05-28,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=1314485,484391236002023,48439123600
182,38_1315110,38,Fort Worth,12.0,Watauga,Tarrant,5900 Bursey Townhomes,,5900 Bursey Road,Watauga,TX,76148,32.892355,-97.253783,,61,0.0,,,B,Prospective,,,,,,,,,,,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=1315110,484391138032005,48439113803
183,38_1323,38,Fort Worth,41.0,Tarrant,Tarrant,Euless Inn,,611 West Euless Blvd,Euless,TX,76040,32.8321303,-97.0924871,8172834811.0,52,42380.0,0.73,C,C+,Completed,,,,1965-01-01,0.0,,,N,,N,,,,100.0,690.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=1323,484391135142000,48439113514
184,38_1329577,38,Fort Worth,45.0,North Arlington,Tarrant,Echelon Downtown Arlington,,501 East 2nd Street,Arlington,TX,76010,32.731535,-97.101882,,65,0.0,4.57,,C+,Planned,2020-11-21,,,,0.0,,,,,,,,1.0,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=1329577,484391223002047,48439122300
185,38_1336,38,Fort Worth,5.0,Crestwood/River Oaks/Sansom Park,Tarrant,Monticello Oaks,,150 Boland Street,Fort Worth,TX,76107,32.758036,-97.366411,8173356257.0,63,78855.0,3.19,A-,B,Completed,,,,1999-01-01,0.0,,,N,,N,,,,88.9,2019.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=1336,484391021021002,48439102102
186,38_1417,38,Fort Worth,51.0,Fitzgerald,Tarrant,Palos Verdes Townhomes,Palos Verde Townhomes,5223 Camino Verdes Blvd,Arlington,TX,76017,32.661827,-97.128632,8174672466.0,65,95180.0,7.03,A-,B-,Completed,,,,1985-01-01,0.0,,,N,,N,,,,100.0,1378.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=1417,484391115162016,48439111516
187,38_1526,38,Fort Worth,45.0,North Arlington,Tarrant,Ridgeway Terrace,,920 North Oak Street,Arlington,TX,76011,32.7494845,-97.1095051,8172744467.0,60,41300.0,1.73,C,C,Completed,,,,1969-01-01,0.0,,,N,,N,,,,96.7,685.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=1526,484391217031000,48439121703
188,38_1541,38,Fort Worth,4.0,Westover Hills,Tarrant,Willowick,,2323 Ridgmar Blvd,Fort Worth,TX,76116,32.737571,-97.424834,8174228524.0,52,47329.0,1.84,C+,B-,Completed,,,,1963-01-01,0.0,,N,N,N,N,,,,90.4,1116.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=1541,484391230021000,48439123002
189,38_1542,38,Fort Worth,4.0,Westover Hills,Tarrant,Ridgmar Plaza,"Renaissance II, Ridgmar Plaza",2324 Ridgmar Plaza,Fort Worth,TX,76116,32.737547,-97.422841,8177315349.0,51,53398.0,1.97,C+,B-,Completed,,,,1960-01-01,0.0,,N,N,N,A,,,,98.0,1089.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=1542,484391230021000,48439123002
190,38_1607,38,Fort Worth,52.0,Mansfield,Tarrant,Mansfield Plaza,,413 South Main Street,Mansfield,TX,76063,32.5592188,-97.1413777,8174830550.0,52,39952.0,3.72,C+,C+,Completed,,,,1989-01-01,0.0,,,A,,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=1607,484391113093011,48439111309
191,38_1614,38,Fort Worth,59.0,Azle,Tarrant,Shady Creek,,820 SE Parkway Street,Azle,TX,76020,32.879769,-97.536314,8174442430.0,54,41460.0,2.9,B-,C+,Completed,,,,1985-01-01,0.0,,,N,,N,,,,96.3,1015.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=1614,484391142052020,48439114205
192,38_1621,38,Fort Worth,52.0,Mansfield,Tarrant,Parkside,,108 Magnolia Street,Mansfield,TX,76063,32.566865,-97.121055,8174774136.0,56,38120.0,1.63,C,C+,Completed,,,,1984-01-01,0.0,,,N,,N,,,,96.4,860.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=1621,484391113081015,48439111308
193,38_164,38,Fort Worth,53.0,Cleburne/Alvarado,Johnson,Parkway Manor,,111 Northridge Drive,Cleburne,TX,76033,32.340113,-97.410109,8175562176.0,50,36750.0,1.61,C+,C+,Completed,,,,1971-01-01,0.0,,N,N,,N,,,,98.0,842.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=164,482511303021020,48251130302
194,38_1663,38,Fort Worth,46.0,Downtown Arlington,Tarrant,"Oxford, The",,604 Causley Avenue,Arlington,TX,76010,32.724422,-97.113321,8172619557.0,50,41350.0,1.42,C+,C+,Completed,,,,1965-01-01,0.0,,,N,,N,,,,86.0,929.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=1663,484391224011012,48439122401
195,38_1673,38,Fort Worth,26.0,Sycamore,Tarrant,Villa Monterrey,Sycamore Trace,2920 Sycamore School Road,Fort Worth,TX,76133,32.63642,-97.363,8177082588.0,60,50199.0,2.55,B,B-,Completed,,,,1986-01-01,0.0,,,N,,N,,,,95.0,1066.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=1673,484391057051008,48439105705
196,38_1710,38,Fort Worth,5.0,Crestwood/River Oaks/Sansom Park,Tarrant,Crest River District,"Spring Oaks, Westside Place,Spring Oaks",124 Roberts Cut Off Road,Fort Worth,TX,76114,32.761761,-97.399736,8177388375.0,60,43600.0,1.93,C+,C+,Completed,,,,1984-01-01,0.0,,,N,,N,,,,93.3,850.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=1710,484391007004007,48439100700
197,38_1749,38,Fort Worth,31.0,Handley,Tarrant,Bowen Square,,505 North Bowen Road,Arlington,TX,76012,32.738938,-97.148557,8172771169.0,64,37440.0,2.2,C+,B,Completed,,,,1983-01-01,0.0,,,P,,N,,,,,661.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=1749,484391216132008,48439121613
198,38_208,38,Fort Worth,27.0,Burleson/Joshua,Johnson,Woodstock III,,616 Linda Drive,Joshua,TX,76058,32.469593,-97.385676,8174473134.0,58,42322.0,3.58,C,C+,Completed,,,,1990-01-01,0.0,,,A,,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=208,482511302142028,48251130214
199,38_22,38,Fort Worth,53.0,Cleburne/Alvarado,Johnson,Alvarado Heights,,603 South Parkway Drive,Alvarado,TX,76009,32.3993134,-97.2144357,8177837655.0,50,43540.0,5.82,B-,B+,Completed,,,,1986-01-01,0.0,,N,A,,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=22,482511304152057,48251130415
200,38_2259,38,Fort Worth,42.0,Riverside,Tarrant,Lost Creek,,1991 North Highway 360 West,Grand Prairie,TX,75050,32.781828,-97.061596,8176528888.0,65,60574.0,3.95,B+,B-,Completed,,,,2004-01-01,0.0,,N,N,N,N,N,0.0,,100.0,1402.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=2259,484391131163011,48439113116
201,38_2274,38,Fort Worth,59.0,Azle,Parker,Crestwood Apartment Homes,Crestwood Manor,525 Commerce Street,Azle,TX,76020,32.906241,-97.545857,8174440030.0,64,50255.0,3.7,C+,B+,Completed,,,,1985-01-01,0.0,,,N,,N,,,,93.8,1081.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=2274,483671404122028,48367140412
202,38_2383,38,Fort Worth,39.0,Grapevine,Tarrant,Hilltop,,1030 Hilltop Drive,Grapevine,TX,76051,32.944552,-97.086462,8174811040.0,60,53080.0,4.0,C+,B+,Completed,,,,1973-01-01,0.0,,,N,,N,,,,86.7,833.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=2383,484391137142011,48439113714
203,38_2390,38,Fort Worth,18.0,Ridglea,Tarrant,Courtyard on Calmont,"Courtyard, French West",6760 Calmont Avenue,Fort Worth,TX,76116,32.734286,-97.433913,8175021823.0,50,41500.0,1.13,C+,C,Completed,,,,1965-01-01,0.0,,N,N,N,N,,0.0,,96.0,1071.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=2390,484391023011000,48439102301
204,38_2442,38,Fort Worth,34.0,Bedford,Tarrant,Avanti on Pipeline,Vickery Square,3015 West Pipeline Road,Euless,TX,76040,32.8216341,-97.1337924,8175403589.0,58,52420.0,2.41,C+,B+,Completed,,,,1965-01-01,0.0,,,A,,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=2442,484391135111023,48439113511
205,38_2461,38,Fort Worth,40.0,Euless,Tarrant,Bear Creek Villas,,500 East Harwood,Euless,TX,76039,32.8513347,-97.0752825,8172674572.0,56,53732.0,4.3,B+,B,Completed,,,,1984-01-01,0.0,,,N,,N,,,,100.0,1162.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=2461,484391135102000,48439113510
206,38_2492,38,Fort Worth,53.0,Cleburne/Alvarado,Johnson,Sherwood Arms,,213 North Val Verde Circle,Keene,TX,76059,32.394845,-97.3297934,8176412682.0,56,55550.0,4.1,C+,B-,Completed,,,,1975-01-01,0.0,,,A,,N,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=2492,482511303042038,48251130304
207,38_2494,38,Fort Worth,11.0,Richland Hills,Tarrant,Sunny Ridge,,320 North Booth Calloway Road,Hurst,TX,76053,32.8153314,-97.2121727,8175953330.0,50,36700.0,3.75,B-,B-,Completed,,,,1999-01-01,0.0,,,N,,A,,,,100.0,982.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=2494,484391134101009,48439113410
208,38_2535,38,Fort Worth,31.0,Handley,Tarrant,Woods of Eastchase,,8551 Ederville Road,Fort Worth,TX,76120,32.7538316,-97.1676806,8173039120.0,50,33000.0,2.5,C+,C+,Completed,,,,1990-01-01,0.0,,,N,,N,,,,94.0,989.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=2535,484391065145004,48439106514
209,38_2635,38,Fort Worth,50.0,Florence Hill,Tarrant,Toccata Casitas,,3000 Claremont Drive,Grand Prairie,TX,75051,32.6688915,-97.05962091,9458990009.0,52,81440.0,3.74,A,B,Completed,2005-12-12,2006-06-26,,2008-04-15,0.0,,N,N,N,N,,,1.0,96.2,2113.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=2635,484391115382012,48439111538
210,38_2711,38,Fort Worth,45.0,North Arlington,Tarrant,Center Chase,,201 East 3rd Street,Arlington,TX,76010,32.7302,-97.10592,8172771533.0,54,24840.0,1.94,C,B-,Completed,,,,1986-01-01,0.0,,N,N,N,N,,,,98.1,699.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=2711,484391223002043,48439122300
211,38_2724,38,Fort Worth,4.0,Westover Hills,Tarrant,Ridgemont,,2409 Ridgmar Plaza,Fort Worth,TX,76116,32.73698,-97.42199,8178879450.0,60,62256.0,2.43,B-,B-,Completed,,,,1964-01-01,0.0,,N,N,N,N,,,,93.3,1034.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=2724,484391230021001,48439123002
212,38_2731,38,Fort Worth,57.0,Weatherford,Parker,Country Oaks,,1513 Santa Fe Drive,Weatherford,TX,76086,32.74031,-97.77919,8176131871.0,64,29040.0,1.49,C,B-,Completed,,,,1985-01-01,0.0,,N,N,N,N,,0.0,,100.0,841.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=2731,483671402022013,48367140202
213,38_2737,38,Fort Worth,38.0,Southlake,Tarrant,Ridge Crest,,2805 Mustang Drive,Grapevine,TX,76051,32.91965,-97.11002,8174214781.0,52,25925.0,1.27,C,B+,Completed,,,,1973-01-01,0.0,,N,N,N,N,,,,96.2,916.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=2737,484391136352009,48439113635
214,38_2742,38,Fort Worth,23.0,Hemphill,Tarrant,Liberty Lofts,"Edge @Bluebonnet Circle, The, Edge, The, Edge 55",3517 South University Drive,Fort Worth,TX,76109,32.69753,-97.36035,8177198455.0,55,60500.0,3.63,B,B,Completed,,,,2009-01-01,0.0,,A,N,N,N,N,0.0,,,2582.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=2742,484391043013016,48439104301
215,38_2752,38,Fort Worth,23.0,Hemphill,Tarrant,University House,"Vue, The",3201 South University Drive,Fort Worth,TX,76109,32.70367,-97.36008,8179260448.0,56,50438.0,0.82,A-,B,Completed,,,,2012-06-01,0.0,,A,N,N,N,,,,,2717.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=2752,484391043013006,48439104301
216,38_2757,38,Fort Worth,30.0,Dalworthington Gardens/Pantego,Tarrant,"Bungalows at Lake Arlington, The",Pleasant Ridge Villas,4200 Pleasant Villa Drive,Arlington,TX,76016,32.680928,-97.198042,8175615500.0,64,57600.0,3.88,B-,B+,Completed,,,,1983-01-01,0.0,,N,N,N,N,N,0.0,,95.3,1501.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=2757,484391216111004,48439121611
217,38_2759,38,Fort Worth,52.0,Mansfield,Tarrant,Kings Landing,Tanglewood,1300 East Dallas Street,Mansfield,TX,76063,32.56234,-97.12619,8174730881.0,64,48960.0,2.81,C,C+,Completed,,,,1975-01-01,0.0,,N,N,N,N,,0.0,,96.9,999.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=2759,484391113091010,48439111309
218,38_2800,38,Fort Worth,26.0,Sycamore,Tarrant,Windsor 50,,3400 Heatherbend Street,Fort Worth,TX,76123,32.62343,-97.36815,8173860579.0,50,68150.0,5.9,B,B-,Completed,,,,2010-01-01,0.0,,N,N,N,N,,,,96.0,1494.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=2800,484391110262016,48439111026
219,38_2836,38,Fort Worth,26.0,Sycamore,Tarrant,Westcreek Townhomes,,5900 Westcreek Street South,Fort Worth,TX,76133,32.660314,-97.36073,4696638958.0,50,75000.0,4.22,B,C+,Completed,,,,1985-01-01,0.0,,N,N,N,N,,0.0,1.0,90.0,1521.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=38&PropertyID=2836,484391057013014,48439105701
